seqnames	i	seqid	accession	matchnums_seqids_to_bigdf	Entry	Entry Name	Gene Names	Protein names	Organism	Organism (ID)	Reviewed	RefSeq	CDD	Pfam	Gene encoded by	Length	Mass	matchnums_seqids_to_bigdf	Entry	PDBsum	matchnums_seqids_to_bigdf	Entry	PDB	matchnums_seqids_to_bigdf	Entry	AlphaFoldDB	counts_identical_proteins	seqids_wGenBank_codes_txt	seqids_wGenBank_codes_counts
AEI89251_Pseudomonadota_Candidatus_Midichloria	124	AEI89251	F7XTP2	131	F7XTP2	F7XTP2_MIDMI	motA midi_00970	Flagellar motor protein MotA	Midichloria mitochondrii (strain IricVA)	696127	unreviewed	WP_013951449.1;		PF01618;PF20560;		281	31024	131	F7XTP2	F7XTP2	131	F7XTP2	F7XTP2	131	F7XTP2	F7XTP2;	18	WP_013951449.1	1
AEM21069_Spirochaetes_Brachyspira_intermedia	125	AEM21069	G0EIZ2	136	G0EIZ2	G0EIZ2_BRAIP	motA Bint_0435	Flagellar Motor Protein	Brachyspira intermedia (strain ATCC 51140 / PWS/A) (Serpulina intermedia)	1045858	unreviewed	WP_014486920.1;		PF01618;		263	27801	136	G0EIZ2	G0EIZ2	136	G0EIZ2	G0EIZ2	136	G0EIZ2	G0EIZ2;	2	WP_014486920.1	1
AEM22241_Spirochaetes_Brachyspira_intermedia	126	AEM22241	G0EIN9	135	G0EIN9	G0EIN9_BRAIP	Bint_1622	Biopolymer transport protein ExbB	Brachyspira intermedia (strain ATCC 51140 / PWS/A) (Serpulina intermedia)	1045858	unreviewed	WP_014488067.1;		PF01618;		210	22533	135	G0EIN9	G0EIN9	135	G0EIN9	G0EIN9	135	G0EIN9	G0EIN9;	2	WP_014488067.1	1
AEO47025_Pseudomonadota_Rhodospirillum_rubrum	127	AEO47025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	WP_011388299.1	1
AEO47594_Pseudomonadota_Rhodospirillum_rubrum	128	AEO47594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	WP_014626094.1	1
AEO48324_Pseudomonadota_Rhodospirillum_rubrum	129	AEO48324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1		0
AEO48360_Pseudomonadota_Rhodospirillum_rubrum	130	AEO48360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1		0
AEO48685_Pseudomonadota_Rhodospirillum_rubrum	131	AEO48685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	WP_011390004.1	1
AEW00830_Bacteroidota_Niastella_koreensis	132	AEW00830	G8TKZ1	138	G8TKZ1	G8TKZ1_NIAKG	Niako_4572	Outer membrane transport energization protein ExbB	Niastella koreensis (strain DSM 17620 / KACC 11465 / NBRC 106392 / GR20-10)	700598	unreviewed	WP_014220742.1;		PF01618;		238	25972	138	G8TKZ1	G8TKZ1	138	G8TKZ1	G8TKZ1	138	G8TKZ1	G8TKZ1;	3	WP_014220742.1	1
AEW03299_Bacteroidota_Niastella_koreensis	133	AEW03299	G8TRW4	139	G8TRW4	G8TRW4_NIAKG	Niako_7078	Outer membrane transport energization protein ExbB	Niastella koreensis (strain DSM 17620 / KACC 11465 / NBRC 106392 / GR20-10)	700598	unreviewed	WP_014223210.1;		PF01618;		288	30889	139	G8TRW4	G8TRW4	139	G8TRW4	G8TRW4	139	G8TRW4	G8TRW4;	3	WP_014223210.1	1
AFE07994_Pseudomonadota_Corallococcus_coralloides	134	AFE07994	H8MQ22	144	H8MQ22	H8MQ22_CORCM	aglR1 COCOR_05055	MotA/TolQ/ExbB proton channel family protein	Corallococcus coralloides (strain ATCC 25202 / DSM 2259 / NBRC 100086 / M2) (Myxococcus coralloides)	1144275	unreviewed	WP_014397848.1;		PF01618;		251	26809	144	H8MQ22	H8MQ22	144	H8MQ22	H8MQ22	144	H8MQ22	H8MQ22;	4	WP_014397848.1	1
AFE07995_Pseudomonadota_Corallococcus_coralloides	135	AFE07995	H8MMQ7	142	H8MMQ7	H8MMQ7_CORCM	aglR2 COCOR_07440	MotA/TolQ/ExbB proton channel family protein	Corallococcus coralloides (strain ATCC 25202 / DSM 2259 / NBRC 100086 / M2) (Myxococcus coralloides)	1144275	unreviewed			PF01618;		245	25830	142	H8MMQ7	H8MMQ7	142	H8MMQ7	H8MMQ7	142	H8MMQ7	H8MMQ7;	6	WP_014400223.1	1
AFE07999_Pseudomonadota_Corallococcus_coralloides	136	AFE07999	H8MNW5	143	H8MNW5	H8MNW5_CORCM	aglX COCOR_06246	MotA/TolQ/ExbB proton channel family protein	Corallococcus coralloides (strain ATCC 25202 / DSM 2259 / NBRC 100086 / M2) (Myxococcus coralloides)	1144275	unreviewed	WP_014399034.1;		PF01618;		238	25375	143	H8MNW5	H8MNW5	143	H8MNW5	H8MNW5	143	H8MNW5	H8MNW5;	4	WP_014399034.1	1
AFE08685_Pseudomonadota_Corallococcus_coralloides	137	AFE08685	H8MH51	140	H8MH51	H8MH51_CORCM	exbB COCOR_07084	MotA/TolQ/ExbB proton channel family protein	Corallococcus coralloides (strain ATCC 25202 / DSM 2259 / NBRC 100086 / M2) (Myxococcus coralloides)	1144275	unreviewed	WP_014399867.1;		PF01618;		230	24068	140	H8MH51	H8MH51	140	H8MH51	H8MH51	140	H8MH51	H8MH51;	2	WP_014399867.1	1
AFE08686_Pseudomonadota_Corallococcus_coralloides	138	AFE08686	H8MTC2	145	H8MTC2	H8MTC2_CORCM	exbB1 COCOR_07770	TonB system transport protein ExbB/TolQ	Corallococcus coralloides (strain ATCC 25202 / DSM 2259 / NBRC 100086 / M2) (Myxococcus coralloides)	1144275	unreviewed	WP_014400547.1;		PF01618;		251	26288	145	H8MTC2	H8MTC2	145	H8MTC2	H8MTC2	145	H8MTC2	H8MTC2;	2	WP_014400547.1	1
AFE10515_Pseudomonadota_Corallococcus_coralloides	139	AFE10515	H8MTM2	146	H8MTM2	H8MTM2_CORCM	tolQ COCOR_01348	MotA/TolQ/ExbB proton channel family protein	Corallococcus coralloides (strain ATCC 25202 / DSM 2259 / NBRC 100086 / M2) (Myxococcus coralloides)	1144275	unreviewed	WP_014394199.1;		PF01618;		225	23663	146	H8MTM2	H8MTM2	146	H8MTM2	H8MTM2	146	H8MTM2	H8MTM2;	4	WP_014394199.1	1
AFE10516_Pseudomonadota_Corallococcus_coralloides	140	AFE10516	H8MM85	141	H8MM85	H8MM85_CORCM	tolQ1 COCOR_04866	MotA/TolQ/ExbB proton channel family protein	Corallococcus coralloides (strain ATCC 25202 / DSM 2259 / NBRC 100086 / M2) (Myxococcus coralloides)	1144275	unreviewed	WP_014397667.1;		PF01618;		239	25320	141	H8MM85	H8MM85	141	H8MM85	H8MM85	141	H8MM85	H8MM85;	2	WP_014397667.1	1
AFL86415_Acidobacteria_Terriglobus_roseus	141	AFL86415	I3ZAZ7	147	I3ZAZ7	I3ZAZ7_TERRK	Terro_0063	Biopolymer transport protein	Terriglobus roseus (strain DSM 18391 / NRRL B-41598 / KBS 63)	926566	unreviewed	WP_014783984.1;		PF01618;		251	26732	147	I3ZAZ7	I3ZAZ7	147	I3ZAZ7	I3ZAZ7	147	I3ZAZ7	I3ZAZ7;	2	WP_014783984.1	1
AFL88265_Acidobacteria_Terriglobus_roseus	142	AFL88265	I3ZG97	148	I3ZG97	I3ZG97_TERRK	Terro_1979 Terro_2345	Biopolymer transport protein	Terriglobus roseus (strain DSM 18391 / NRRL B-41598 / KBS 63)	926566	unreviewed	WP_014785834.1;		PF01618;		261	27433	148	I3ZG97	I3ZG97	148	I3ZG97	I3ZG97	148	I3ZG97	I3ZG97;	3	WP_014785834.1	1
AFL88473_Acidobacteria_Terriglobus_roseus	143	AFL88473	I3ZGV5	19	I3ZGV5	I3ZGV5_TERRK	Terro_2208 Terro_2572	Flagellar motor component	Terriglobus roseus (strain DSM 18391 / NRRL B-41598 / KBS 63)	926566	unreviewed			PF01618;PF20560;		267	28571	19	I3ZGV5	I3ZGV5	19	I3ZGV5	I3ZGV5	19	I3ZGV5	I3ZGV5;	3	WP_014786042.1	1
AFL88606_Acidobacteria_Terriglobus_roseus	144	AFL88606	I3ZG97	148	I3ZG97	I3ZG97_TERRK	Terro_1979 Terro_2345	Biopolymer transport protein	Terriglobus roseus (strain DSM 18391 / NRRL B-41598 / KBS 63)	926566	unreviewed	WP_014785834.1;		PF01618;		261	27433	148	I3ZG97	I3ZG97	148	I3ZG97	I3ZG97	148	I3ZG97	I3ZG97;	3	WP_014785834.1	1
AFL88814_Acidobacteria_Terriglobus_roseus	145	AFL88814	I3ZGV5	19	I3ZGV5	I3ZGV5_TERRK	Terro_2208 Terro_2572	Flagellar motor component	Terriglobus roseus (strain DSM 18391 / NRRL B-41598 / KBS 63)	926566	unreviewed			PF01618;PF20560;		267	28571	19	I3ZGV5	I3ZGV5	19	I3ZGV5	I3ZGV5	19	I3ZGV5	I3ZGV5;	3	WP_014786042.1	1
AGR80198_Pseudomonadota_Anaplasma_phagocytophilum	146	AGR80198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	WP_011451023.1	1
AHE95900_Aquificae_Thermocrinis_ruber	147	AHE95900	W0DG89	168	W0DG89	W0DG89_9AQUI	THERU_03490	Flagellar motor protein MotA	Thermocrinis ruber	75906	unreviewed	WP_025305881.1;		PF01618;		248	27068	168	W0DG89	W0DG89	168	W0DG89	W0DG89	168	W0DG89	W0DG89;	2	WP_025305881.1	1
AHE96346_Aquificae_Thermocrinis_ruber	148	AHE96346	W0DDE9	167	W0DDE9	W0DDE9_9AQUI	THERU_06350	TolQ	Thermocrinis ruber	75906	unreviewed			PF01618;		204	22145	167	W0DDE9	W0DDE9	167	W0DDE9	W0DDE9	167	W0DDE9	W0DDE9;	1		0
AIE86461_Armatimonadetes_Fimbriimonas_ginsengisoli	149	AIE86461	A0A068NSP6	28	A0A068NSP6	A0A068NSP6_FIMGI	OP10G_3093	MotA/TolQ/ExbB proton channel	Fimbriimonas ginsengisoli Gsoil 348	661478	unreviewed			PF01618;		205	21802	28	A0A068NSP6	A0A068NSP6	28	A0A068NSP6	A0A068NSP6	28	A0A068NSP6	A0A068NSP6;	2	WP_025229573.1	1
AIK95558_Pseudomonadota_Candidatus_Paracaedibacter	150	AIK95558	A0A077AV89	4	A0A077AV89	A0A077AV89_9PROT	tolQ ID47_00445	Tol-Pal system protein TolQ	Candidatus Paracaedibacter acanthamoebae	91604	unreviewed			PF01618;		244	26822	4	A0A077AV89	A0A077AV89	4	A0A077AV89	A0A077AV89	4	A0A077AV89	A0A077AV89;	1		0
AIK95837_Pseudomonadota_Candidatus_Paracaedibacter	151	AIK95837	A0A077ARK6	29	A0A077ARK6	A0A077ARK6_9PROT	ID47_02440	Flagellar motor protein MotA	Candidatus Paracaedibacter acanthamoebae	91604	unreviewed	WP_038463406.1;		PF01618;PF20560;		286	31168	29	A0A077ARK6	A0A077ARK6	29	A0A077ARK6	A0A077ARK6	29	A0A077ARK6	A0A077ARK6;	2	WP_038463406.1	1
AIQ91305_Pseudomonadota_Methylobacterium_oryzae	152	AIQ91305	A0A089NXP2	30	A0A089NXP2	A0A089NXP2_9HYPH	MOC_3550	TolQ protein	Methylobacterium oryzae CBMB20	693986	unreviewed	WP_043354911.1;		PF01618;		229	24296	30	A0A089NXP2	A0A089NXP2	30	A0A089NXP2	A0A089NXP2	30	A0A089NXP2	A0A089NXP2;	19	WP_043354911.1	1
AIQ92722_Pseudomonadota_Methylobacterium_oryzae	153	AIQ92722	A0A089NZ85	31	A0A089NZ85	A0A089NZ85_9HYPH	motA MOC_4967	Flagellar motor rotation protein MotA	Methylobacterium oryzae CBMB20	693986	unreviewed	WP_043346294.1;		PF01618;PF20560;		287	30705	31	A0A089NZ85	A0A089NZ85	31	A0A089NZ85	A0A089NZ85	31	A0A089NZ85	A0A089NZ85;	20	WP_043346294.1	1
AIQ92767_Pseudomonadota_Methylobacterium_oryzae	154	AIQ92767	A0A089NZB9	32	A0A089NZB9	A0A089NZB9_9HYPH	MOC_5012	MotA/TolQ/ExbB proton channel	Methylobacterium oryzae CBMB20	693986	unreviewed			PF01618;		270	29508	32	A0A089NZB9	A0A089NZB9	32	A0A089NZB9	A0A089NZB9	32	A0A089NZB9	A0A089NZB9;	1		0
AJH79515_Bacillota_Heyndrickxia_coagulans	155	AJH79515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	WP_013860362.1	1
AJJ31614_Pseudomonadota_Yersinia_pestis	156	AJJ31614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	639	WP_002212171.1	1
AJJ31712_Pseudomonadota_Yersinia_pestis	157	AJJ31712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1038	WP_002210735.1	1
AJJ32465_Pseudomonadota_Yersinia_pestis	158	AJJ32465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	922	WP_002210888.1	1
AJJ32757_Pseudomonadota_Yersinia_pestis	159	AJJ32757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	671	WP_002213750.1	1
AJJ54987_Pseudomonadota_Yersinia_pseudotuberculosis	160	AJJ54987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94	WP_011192573.1	1
AJJ55217_Pseudomonadota_Yersinia_pseudotuberculosis	161	AJJ55217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1038	WP_002210735.1	1
AJJ56099_Pseudomonadota_Yersinia_pseudotuberculosis	162	AJJ56099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	WP_011193091.1	1
AJJ56783_Pseudomonadota_Yersinia_pseudotuberculosis	163	AJJ56783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	WP_011193044.1	1
AKD02510_Bacteroidota_Pontibacter_korlensis	164	AKD02510	A0A0E3ZDL9	33	A0A0E3ZDL9	A0A0E3ZDL9_9BACT	PKOR_04455	Flagellar motor protein MotA	Pontibacter korlensis	400092	unreviewed	WP_046309384.1;		PF01618;		288	30535	33	A0A0E3ZDL9	A0A0E3ZDL9	33	A0A0E3ZDL9	A0A0E3ZDL9	33	A0A0E3ZDL9	A0A0E3ZDL9;	3	WP_046309384.1	1
AKD04823_Bacteroidota_Pontibacter_korlensis	165	AKD04823	A0A0E3ZIS2	34	A0A0E3ZIS2	A0A0E3ZIS2_9BACT	PKOR_19105	Biopolymer transporter ExbB	Pontibacter korlensis	400092	unreviewed	WP_046312801.1;		PF01618;		236	24810	34	A0A0E3ZIS2	A0A0E3ZIS2	34	A0A0E3ZIS2	A0A0E3ZIS2	34	A0A0E3ZIS2	A0A0E3ZIS2;	3	WP_046312801.1	1
AKJ63346_Kiritimatiellaeota_Kiritimatiella_glycovorans	166	AKJ63346	A0A0G3EA81	35	A0A0G3EA81	A0A0G3EA81_9BACT	exbB_1 L21SP4_00058	Biopolymer transport protein ExbB	Kiritimatiella glycovorans	1307763	unreviewed			PF01618;		247	26607	35	A0A0G3EA81	A0A0G3EA81	35	A0A0G3EA81	A0A0G3EA81	35	A0A0G3EA81	A0A0G3EA81;	2	WP_052880789.1	1
AKJ63368_Kiritimatiellaeota_Kiritimatiella_glycovorans	167	AKJ63368	A0A0G3EAT1	36	A0A0G3EAT1	A0A0G3EAT1_9BACT	exbB_2 L21SP4_00081	Biopolymer transport protein ExbB	Kiritimatiella glycovorans	1307763	unreviewed	WP_052880808.1;		PF01618;		227	23655	36	A0A0G3EAT1	A0A0G3EAT1	36	A0A0G3EAT1	A0A0G3EAT1	36	A0A0G3EAT1	A0A0G3EAT1;	2	WP_052880808.1	1
AKJ64099_Kiritimatiellaeota_Kiritimatiella_glycovorans	168	AKJ64099	A0A0G3EIV4	38	A0A0G3EIV4	A0A0G3EIV4_9BACT	exbB_3 L21SP4_00836	Biopolymer transport protein ExbB	Kiritimatiella glycovorans	1307763	unreviewed	WP_052881465.1;		PF01618;		269	28930	38	A0A0G3EIV4	A0A0G3EIV4	38	A0A0G3EIV4	A0A0G3EIV4	38	A0A0G3EIV4	A0A0G3EIV4;	2	WP_052881465.1	1
AKJ64362_Kiritimatiellaeota_Kiritimatiella_glycovorans	169	AKJ64362	A0A0G3EG45	37	A0A0G3EG45	A0A0G3EG45_9BACT	exbB_4 L21SP4_01110	Biopolymer transport protein ExbB	Kiritimatiella glycovorans	1307763	unreviewed	WP_052881702.1;		PF01618;		216	23474	37	A0A0G3EG45	A0A0G3EG45	37	A0A0G3EG45	A0A0G3EG45	37	A0A0G3EG45	A0A0G3EG45;	2	WP_052881702.1	1
AKJ64800_Kiritimatiellaeota_Kiritimatiella_glycovorans	170	AKJ64800	A0A0G3EJ48	39	A0A0G3EJ48	A0A0G3EJ48_9BACT	L21SP4_01557	Biopolymer transport protein ExbB	Kiritimatiella glycovorans	1307763	unreviewed	WP_052882093.1;		PF01618;		492	52530	39	A0A0G3EJ48	A0A0G3EJ48	39	A0A0G3EJ48	A0A0G3EJ48	39	A0A0G3EJ48	A0A0G3EJ48;	2	WP_052882093.1	1
AKJ65464_Kiritimatiellaeota_Kiritimatiella_glycovorans	171	AKJ65464	A0A0G3EMW4	41	A0A0G3EMW4	A0A0G3EMW4_9BACT	L21SP4_02237	Colicin uptake protein TolQ	Kiritimatiella glycovorans	1307763	unreviewed	WP_052882687.1;		PF01618;		206	23049	41	A0A0G3EMW4	A0A0G3EMW4	41	A0A0G3EMW4	A0A0G3EMW4	41	A0A0G3EMW4	A0A0G3EMW4;	2	WP_052882687.1	1
AKJ65465_Kiritimatiellaeota_Kiritimatiella_glycovorans	172	AKJ65465	A0A0G3EL21	5	A0A0G3EL21	A0A0G3EL21_9BACT	exbB_7 L21SP4_02238	Biopolymer transport protein ExbB	Kiritimatiella glycovorans	1307763	unreviewed			PF01618;		479	51960	5	A0A0G3EL21	A0A0G3EL21	5	A0A0G3EL21	A0A0G3EL21	5	A0A0G3EL21	A0A0G3EL21;	2	WP_082116716.1	1
AKJ65567_Kiritimatiellaeota_Kiritimatiella_glycovorans	173	AKJ65567	A0A0G3EJF1	40	A0A0G3EJF1	A0A0G3EJF1_9BACT	exbB_8 L21SP4_02341	Biopolymer transport protein ExbB	Kiritimatiella glycovorans	1307763	unreviewed	WP_052882778.1;		PF01618;		212	23341	40	A0A0G3EJF1	A0A0G3EJF1	40	A0A0G3EJF1	A0A0G3EJF1	40	A0A0G3EJF1	A0A0G3EJF1;	2	WP_052882778.1	1
AKL98121_Elusimicrobia_Endomicrobium_proavitum	174	AKL98121	A0A0G3WHK7	42	A0A0G3WHK7	A0A0G3WHK7_9BACT	tolQ Epro_0742	Putative Transporter, MotA/TolQ/ExbB proton channel family protein	Endomicrobium proavitum	1408281	unreviewed	WP_052570662.1;		PF01618;		207	22037	42	A0A0G3WHK7	A0A0G3WHK7	42	A0A0G3WHK7	A0A0G3WHK7	42	A0A0G3WHK7	A0A0G3WHK7;	2	WP_052570662.1	1
ALA58549_Nitrospirae_Nitrospira_moscoviensis	175	ALA58549	A0A0K2GCG5	47	A0A0K2GCG5	A0A0K2GCG5_NITMO	motA NITMOv2_2132	Flagellar motor protein MotA	Nitrospira moscoviensis	42253	unreviewed	WP_053379701.1;		PF01618;PF20560;		256	26917	47	A0A0K2GCG5	A0A0K2GCG5	47	A0A0K2GCG5	A0A0K2GCG5	47	A0A0K2GCG5	A0A0K2GCG5;	2	WP_053379701.1	1
ALA60092_Nitrospirae_Nitrospira_moscoviensis	176	ALA60092	A0A0K2GHI7	48	A0A0K2GHI7	A0A0K2GHI7_NITMO	tolQ NITMOv2_3700	Protein TolQ	Nitrospira moscoviensis	42253	unreviewed			PF01618;		231	24558	48	A0A0K2GHI7	A0A0K2GHI7	48	A0A0K2GHI7	A0A0K2GHI7	48	A0A0K2GHI7	A0A0K2GHI7;	1		0
ALA61164_Nitrospirae_Nitrospira_moscoviensis	177	ALA61164	A0A0K2GJY1	49	A0A0K2GJY1	A0A0K2GJY1_NITMO	NITMOv2_4796	MotA/TolQ/ExbB proton channel	Nitrospira moscoviensis	42253	unreviewed	WP_053381864.1;		PF01618;		260	28058	49	A0A0K2GJY1	A0A0K2GJY1	49	A0A0K2GJY1	A0A0K2GJY1	49	A0A0K2GJY1	A0A0K2GJY1;	2	WP_053381864.1	1
ALF47869_Pseudomonadota_Campylobacter_concisus	178	ALF47869	A0A0M4TML1	50	A0A0M4TML1	A0A0M4TML1_9BACT	motP A3835_01140 CCON33237_1202	Flagellar motor protein	Campylobacter concisus	199	unreviewed	WP_054196832.1;		PF01618;		255	27120	50	A0A0M4TML1	A0A0M4TML1	50	A0A0M4TML1	A0A0M4TML1	50	A0A0M4TML1	A0A0M4TML1;	4	WP_054196832.1	1
ALJ56692_Verrucomicrobia_Candidatus_Xiphinematobacter	179	ALJ56692	A0A0P0GI75	51	A0A0P0GI75	A0A0P0GI75_9BACT	AMD24_00520	Colicin uptake protein TolQ	Candidatus Xiphinematobacter sp. Idaho Grape	1704307	unreviewed	WP_062100534.1;		PF01618;		207	22500	51	A0A0P0GI75	A0A0P0GI75	51	A0A0P0GI75	A0A0P0GI75	51	A0A0P0GI75	A0A0P0GI75;	2	WP_062100534.1	1
ALU34477_Bacillota_Clostridium_autoethanogenum	180	ALU34477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	WP_023161652.1	1
ALU36624_Bacillota_Clostridium_autoethanogenum	181	ALU36624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	WP_013236835.1	1
ALW88052_Deinococcus-Thermus_Deinococcus_actinosclerus	182	ALW88052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	WP_062157392.1	1
AMW06484_Gemmatimonadetes_Gemmatimonas_phototrophica	183	AMW06484	A0A143BPV1	52	A0A143BPV1	A0A143BPV1_9BACT	GEMMAAP_02215	Flagellar motor protein MotA	Gemmatimonas phototrophica	1379270	unreviewed			PF01618;PF20560;		266	28612	52	A0A143BPV1	A0A143BPV1	52	A0A143BPV1	A0A143BPV1	52	A0A143BPV1	A0A143BPV1;	1		0
AMW06740_Gemmatimonadetes_Gemmatimonas_phototrophica	184	AMW06740	A0A143BQH0	53	A0A143BQH0	A0A143BQH0_9BACT	GEMMAAP_10105	MotA/TolQ/ExbB proton channel domain-containing protein	Gemmatimonas phototrophica	1379270	unreviewed			PF01618;		235	24847	53	A0A143BQH0	A0A143BQH0	53	A0A143BQH0	A0A143BQH0	53	A0A143BQH0	A0A143BQH0;	1		0
AOO65115_Pseudomonadota_Sulfurospirillum_halorespirans	185	AOO65115	A0A1D7TJB8	54	A0A1D7TJB8	A0A1D7TJB8_9BACT	SHALO_1337	Flagellar motor rotation protein MotA	Sulfurospirillum halorespirans DSM 13726	1193502	unreviewed	WP_069477922.1;		PF01618;		257	28142	54	A0A1D7TJB8	A0A1D7TJB8	54	A0A1D7TJB8	A0A1D7TJB8	54	A0A1D7TJB8	A0A1D7TJB8;	2	WP_069477922.1	1
APC07539_Bacillota_Moorella_thermoacetica	186	APC07539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2		0
APC07901_Bacillota_Moorella_thermoacetica	187	APC07901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	WP_201776974.1	1
APC08935_Bacillota_Moorella_thermoacetica	188	APC08935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	WP_071520609.1	1
APW42522_Pseudomonadota_Rhodoferax_saidenbachensis	189	APW42522	A0A1P8K955	55	A0A1P8K955	A0A1P8K955_9BURK	RS694_08240	Flagellar motor protein MotA	Rhodoferax saidenbachensis	1484693	unreviewed	WP_029708746.1;		PF01618;		208	22157	55	A0A1P8K955	A0A1P8K955	55	A0A1P8K955	A0A1P8K955	55	A0A1P8K955	A0A1P8K955;	2	WP_029708746.1	1
APW42557_Pseudomonadota_Rhodoferax_saidenbachensis	190	APW42557	A0A1P8K999	8	A0A1P8K999	A0A1P8K999_9BURK	RS694_08460	Biopolymer transport protein ExbB	Rhodoferax saidenbachensis	1484693	unreviewed	WP_029708786.1;		PF01618;		238	25508	8	A0A1P8K999	A0A1P8K999	8	A0A1P8K999	A0A1P8K999	8	A0A1P8K999	A0A1P8K999;	2	WP_029708786.1	1
APW42908_Pseudomonadota_Rhodoferax_saidenbachensis	191	APW42908	A0A1P8KA85	56	A0A1P8KA85	A0A1P8KA85_9BURK	RS694_10430	Flagellar motor stator protein MotA	Rhodoferax saidenbachensis	1484693	unreviewed	WP_029705710.1;		PF01618;PF20560;		285	30620	56	A0A1P8KA85	A0A1P8KA85	56	A0A1P8KA85	A0A1P8KA85	56	A0A1P8KA85	A0A1P8KA85;	2	WP_029705710.1	1
APW43194_Pseudomonadota_Rhodoferax_saidenbachensis	192	APW43194	A0A1P8KB08	57	A0A1P8KB08	A0A1P8KB08_9BURK	RS694_12105	Flagellar motor stator protein MotA	Rhodoferax saidenbachensis	1484693	unreviewed	WP_029708891.1;		PF01618;PF20560;		285	30968	57	A0A1P8KB08	A0A1P8KB08	57	A0A1P8KB08	A0A1P8KB08	57	A0A1P8KB08	A0A1P8KB08;	2	WP_029708891.1	1
APW43236_Pseudomonadota_Rhodoferax_saidenbachensis	193	APW43236	A0A1P8KB97	9	A0A1P8KB97	A0A1P8KB97_9BURK	tolQ RS694_12340	Tol-Pal system protein TolQ	Rhodoferax saidenbachensis	1484693	unreviewed	WP_029707710.1;		PF01618;		232	25400	9	A0A1P8KB97	A0A1P8KB97	9	A0A1P8KB97	A0A1P8KB97	9	A0A1P8KB97	A0A1P8KB97;	2	WP_029707710.1	1
APW44370_Pseudomonadota_Rhodoferax_saidenbachensis	194	APW44370	A0A1P8KEA9	10	A0A1P8KEA9	A0A1P8KEA9_9BURK	RS694_18825	Biopolymer transport protein ExbB	Rhodoferax saidenbachensis	1484693	unreviewed	WP_029706608.1;		PF01618;		215	22728	10	A0A1P8KEA9	A0A1P8KEA9	10	A0A1P8KEA9	A0A1P8KEA9	10	A0A1P8KEA9	A0A1P8KEA9;	2	WP_029706608.1	1
