Download.script?	GenBank.ID	RefSeq	FTP.path	GenBank.accession	Flagellum	Motility	Phylum	Class	Order	Family	Genus	Species	Strain	Reference	Notes	group	spname	strain_name
NA	GCA_022701275.1	GCF_022701275.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/701/275/GCA_022701275.1_ASM2270127v1	CP031740.1	No	Nonmotile	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Microcoleus	vaginatus	PCC 9802	Blue-green algae	NA	Cyanobacteria	Microcoleus_vaginatus_PCC_9802	Microcoleus vaginatus PCC 9802
NA	GCA_002874775.1	GCF_002874775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/874/775/GCA_002874775.1_ASM287477v1	CP020991.1	NA	NA	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Monoglobus	pectinilyticus	14	NA	Low gc gram+	Firmicutes	Monoglobus_pectinilyticus_14	Monoglobus pectinilyticus 14
NA	GCA_001874605.1	GCF_001874605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/605/GCA_001874605.1_ASM187460v1	CP017237.1	NA	NA	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	thermoacetica	DSM 103284	NA	Low gc gram+	Firmicutes	Moorella_thermoacetica_DSM_103284	Moorella thermoacetica DSM 103284
NA	GCA_000487995.2	GCF_000487995.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/995/GCA_000487995.2_ASM48799v2	CP097562.1	Yes	Motile	NA	Deferribacteres	Deferribacterales	Mucispirillaceae	Mucispirillum	schaedleri	ASF457	Herp et al 2021	Inhabit the mammalian gastrointestinal tract	NA	Mucisprillum_schaedleri_ASF457	Mucispirillum schaedleri ASF457
NA	GCA_000195955.2	GCF_000195955.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/955/GCA_000195955.2_ASM19595v2	AL123456.3	No	Nonmotile	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	tuberculosis	H37Rv	NA	NA	Actinobacteriota	Mycobacterium_tuberculosis_H37Rv	Mycobacterium tuberculosis H37Rv
NA	GCA_000012685.1	GCF_000012685.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/685/GCA_000012685.1_ASM1268v1	CP000113.1	NA	Gliding	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	xanthus	DK 1622	NA	NA	Delta-proteo	Myxococcus_xanthus_DK_1622	Myxococcus xanthus DK 1622
NA	GCA_020827275.1	GCF_020827275.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/827/275/GCA_020827275.1_ASM2082727v1	NA	NA	Gliding	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	xanthus	DZ2	NA	NA	Delta-proteo	Myxococcus_xanthus_DZ2	Myxococcus xanthus DZ2
NA	GCA_000013165.1	GCF_000013165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/165/GCA_000013165.1_ASM1316v1	CP000237.1	NA	NA	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Neorickettsia	sennetsu	Miyayama	NA	NA	Alpha-proteo	Neorickettsia_sennetsu_Miyayama	Neorickettsia sennetsu Miyayama
NA	GCA_000246855.1	GCF_000246855.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/246/855/GCA_000246855.1_ASM24685v1	CP003178.1	No	Nonmotile	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Niastella	koreensis	GR20-10	NA	NA	Bacteroidota	Niastella_koreensis_GR20-10	Niastella koreensis GR20-10
NA	GCA_002310495.1	GCF_002310495.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/495/GCA_002310495.1_ASM231049v1	CP023344.1	Yes	Motile	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Nibricoccus	aquaticus	HZ-65	NA	NA	Verrucomicrobia	Nibricoccus_aquaticus_HZ-65	Nibricoccus aquaticus HZ-65
NA	GCA_000012725.1	GCF_000012725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/725/GCA_000012725.1_ASM1272v1	CP000115.1	NA	NA	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Nitrobacter	winogradskyi	Nb-255	NA	NA	Alpha-proteo	Nitrobacter_winogradskyi_Nb-255	Nitrobacter winogradskyi Nb-255
NA	GCA_001273775.1	GCF_001273775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/775/GCA_001273775.1_ASM127377v1	CP011801.1	NA	NA	Nitrospirae	NA	Nitrospirales	Nitrospiraceae	Nitrospira	moscoviensis	NSP M-1	NA	NA	Nitrospirae	Nitrospra_moscoviensis_NspM-1	Nitrospira moscoviensis NSP M-1
NA	GCA_900169565.1	GCF_900169565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/169/565/GCA_900169565.1_NSJP_Ch1	LT828648.1	NA	NA	Nitrospirae	NA	Nitrospirales	Nitrospiraceae	Nitrospira	japonica	NJ11	NA	NA	Nitrospirae	Nitrospra_japonica_NJ11	Nitrospira japonica NJ11
NA	GCA_000019965.1	GCF_000019965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/965/GCA_000019965.1_ASM1996v1	CP001032.1	Yes	Motile	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	terrae	PB90-1	NA	NA	Verrucomicrobia	Opitutus_terrae_PB90-1	Opitutus terrae PB90-1
NA	GCA_000010205.1	GCF_000010205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/205/GCA_000010205.1_ASM1020v1	AP008981.1	NA	NA	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	tsutsugamushi	Ikeda	NA	NA	Alpha-proteo	Orientia_tsutsugamushi_Ikeda	Orientia tsutsugamushi Ikeda
NA	GCA_012295525.1	GCF_012295525.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/295/525/GCA_012295525.1_ASM1229552v1	CP051167.1	No	Nonmotile	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Oxynema	aestuarii	AP17	Blue-green algae	NA	Cyanobacteria	Oxynema_aestuarii_AP17	Oxynema aestuarii AP17
Y	GCA_015277775.1	GCF_015277775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/277/775/GCA_015277775.1_ASM1527777v1	CP063849.1	No	Nonmotile	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Paludibaculum	fermentans	P105	NA	NA	Acidobacteriota	Paludibaculum_fermentans_P105	Paludibaculum fermentans P105
Y	GCA_015277775.1	GCF_015277775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/277/775/GCA_015277775.1_ASM1527777v1	CP063850.1	No	Nonmotile	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Paludibaculum	fermentans	P105 plasmid pPfer1	NA	NA	Acidobacteriota	Paludibaculum_fermentans_P105_pl_pPfer1	Paludibaculum fermentans P105 plasmid pPfer1
NA	GCA_000253035.1	GCF_000253035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/035/GCA_000253035.1_ASM25303v1	FR872580.1	No	Nonmotile	Chlamydiae	Chlamydiae	Chlamydiales	Chlamydiaceae	Parachlamydia	acanthamoebae	UV-7	NA	NA	Chlamydiae	Parachlamydia_acanthamoebae_UV-7	Parachlamydia acanthamoebae UV-7
NA	GCA_000020645.1	GCF_000020645.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/645/GCA_000020645.1_ASM2064v1	CP001110.1	No	Nonmotile	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	phaeoclathratiforme	BU-1	Green sulfur bacteria	NA	Chlorobi	Pelodictyon_phaeoclathratiforme_BU-1	Pelodictyon phaeoclathratiforme BU-1
NA	GCA_003966975.1	GCF_003966975.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/966/975/GCA_003966975.1_ASM396697v1	AP018437.1	No	Nonmotile	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea	submarina	MO-CFX1	Imachi et al 2014	Green non-sulfur bacteria	Chloroflexi	Pelolinea_submarina_MO-CFX1	Pelolinea submarina MO-CFX1
NA	GCA_000025185.1	GCF_000025185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/185/GCA_000025185.1_ASM2518v1	CP001848.1	NA	NA	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Pirellula	staleyi	DSM 6068	NA	NA	Planctomycetes	Pirellula_staleyi_DSM_6068	Pirellula staleyi DSM 6068
NA	GCA_000973725.1	GCF_000973725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/725/GCA_000973725.1_ASM97372v1	CP009621.1	Yes	Motile	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	korlensis	X14-1T	NA	NA	Bacteroidota	Pontibacter_korlensis_X14-1T	Pontibacter korlensis X14-1T
NA	GCA_000007925.1	GCF_000007925.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/925/GCA_000007925.1_ASM792v1	AE017126.1	No	Nonmotile	Cyanobacteria	NA	Synechococcales	Prochlorococcaceae	Prochlorococcus	marinus subsp. marinus	CCMP1375	Blue-green algae	NA	Cyanobacteria	Prochlorococcus_marinus_subsp_marinus_CCMP1375	Prochlorococcus marinus subsp. marinus CCMP1375
NA	GCA_007990505.1	GCF_007990505.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/990/505/GCA_007990505.1_ASM799050v1	AP019822.1	NA	NA	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Pseudoleptotrichia	goodfellowii	JCM16774	NA	NA	Fusobacteria	Pseudoleptotrichia_goodfellowii_JCM16774	Pseudoleptotrichia goodfellowii JCM16774
NA	GCA_000006765.1	GCF_000006765.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/765/GCA_000006765.1_ASM676v1	AE004091.2	NA	Motile	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	aeruginosa	PAO1	Purple bacteria and relatives	NA	Gamma-proteo	Pseudomonas_aeruginosa_PAO1	Pseudomonas aeruginosa PAO1
NA	GCA_002762215.1	GCF_002762215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/762/215/GCA_002762215.1_ASM276221v1	CP024645.1	NA	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Rhizobacter	gummiphilus	NBRC 109400	NA	NA	Beta-proteo	Rhizobacter_gummiphilus_NBRC_109400	Rhizobacter gummiphilus NBRC 109400
NA	GCA_000021865.1	GCF_000021865.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/865/GCA_000021865.1_ASM2186v1	CP001312.1	NA	NA	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhodobacter	capsulatus	SB 1003	NA	NA	Alpha-proteo	Rhodobacter_capsulatus_SB_1003	Rhodobacter capsulatus SB 1003
NA	GCA_000021865.1	GCF_000021865.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/865/GCA_000021865.1_ASM2186v1	CP001313.1	NA	NA	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhodobacter	capsulatus	SB 1003 plasmid pRCB133	NA	NA	Alpha-proteo	Rhodobacter_capsulatus_SB_1003_pl_pRCB133	Rhodobacter capsulatus SB 1003 plasmid pRCB133
NA	GCA_000021005.1	GCF_000021005.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/005/GCF_000021005.1_ASM2100v1	NA	NA	NA	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cereibacter	sphaeroides	KD131; KCTC 12085	NA	swims with a single, stop-start flagellum, with no reversing (Shah and Sockett, 1995; Shah et al., 2000)	Alpha-proteo	Cereibacter_spaeroides_KD131_KCTC_12085	Cereibacter sphaeroides KD131; KCTC 12085
NA	GCA_001955715.1	GCF_001955715.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/955/715/GCA_001955715.1_ASM195571v1	CP019239.1	NA	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	saidenbachensis	DSM 22694	NA	NA	Beta-proteo	Rhodoferax_saidenbachensis_DSM_22694	Rhodoferax saidenbachensis DSM 22694
NA	GCA_000196115.1	GCF_000196115.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/115/GCA_000196115.1_ASM19611v1	BX119912.1	NA	NA	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	baltica	SH 1	NA	NA	Planctomycetes	Rhodopirellula_baltica_SH_1	Rhodopirellula baltica SH 1
NA	GCA_000196115.1	NA	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/115/GCA_000196115.1_ASM19611v1	BX119912.1	NA	NA	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	baltica	SH 1	NA	NA	Planctomycetes	Rhodopirellula_baltica_SH_1	Rhodopirellula baltica SH 1
NA	GCA_000225955.1	GCF_000225955.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/225/955/GCA_000225955.1_ASM22595v1	CP003046.1	NA	NA	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	rubrum	F11	NA	NA	Alpha-proteo	Rhodosprillum_rubrum_F11	Rhodospirillum rubrum F11
NA	GCA_000007025.1	GCF_000007025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/025/GCA_000007025.1_ASM702v1	AE006914.1	NA	NA	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	conorii	Malish 7	NA	NA	Alpha-proteo	Rickettsia_conorii_Malish_7	Rickettsia conorii Malish 7
NA	GCA_000165715.3	GCF_000165715.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/715/GCA_000165715.3_ASM16571v3	CP002546.1	NA	Motile	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	brasiliensis	DSM 5305	NA	NA	Planctomycetes	Rubinispaera_brasiliensis_DSM_5305	Rubinisphaera brasiliensis DSM 5305
NA	GCA_000165715.3	GCF_000165715.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/715/GCA_000165715.3_ASM16571v3	CP002546.1	NA	NA	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	brasiliensis	DSM 5305	NA	NA	Planctomycetes	Rubinispaera_brasiliensis_DSM_5305	Rubinisphaera brasiliensis DSM 5305
NA	GCA_018860445.1	GCF_018860445.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/860/445/GCA_018860445.1_ASM1886044v1	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Saccharophagus	degradans	E3M17	NA	NA	Gamma-proteo	Saccharophagus_degradans_E3M17	Saccharophagus degradans E3M17
NA	GCA_000013665.1	GCF_000013665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/665/GCA_000013665.1_ASM1366v1	CP000282.1	NA	NA	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Saccharophagus	degradans	2-40	NA	NA	Gamma-proteo	Saccharophagus_degradans_2-40	Saccharophagus degradans 2-40
Y	GCA_000062885.1	GCF_000062885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/062/885/GCA_000062885.1_ASM6288v1	AM420293.1	No	Nonmotile	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	erythraea	NRRL2338	NA	NA	Actinobacteriota	Saccharopolyspra_erythraea_NRRL2338	Saccharopolyspora erythraea NRRL2338
NA	GCA_000007545.1	GCF_000007545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/545/GCA_000007545.1_ASM754v1	AE014613.1	NA	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	enterica subsp. Enterica	serovar Typhi Ty2	NA	NA	Gamma-proteo	Salmonella_enterica_subsp_Enterica_Typhi_Ty2	Salmonella enterica subsp. Enterica serovar Typhi Ty2
NA	GCA_002117005.1	GCF_002117005.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/117/005/GCA_002117005.1_ASM211700v1	CP021023.1	NA	NA	Planctomycetes	Phycisphaerae	Sedimentisphaerales	Sedimentisphaeraceae	Sedimentisphaera	salicampi	ST-PulAB-D4	NA	NA	Planctomycetes	Sedimentispaera_salicampi_ST-PulAB-D4	Sedimentisphaera salicampi ST-PulAB-D4
NA	GCA_002117005.1	NA	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/117/005/GCA_002117005.1_ASM211700v1	CP021023.1	NA	NA	Planctomycetes	Phycisphaerae	Sedimentisphaerales	Sedimentisphaeraceae	Sedimentisphaera	salicampi	ST-PulAB-D4	NA	NA	Planctomycetes	Sedimentispaera_salicampi_ST-PulAB-D4	Sedimentisphaera salicampi ST-PulAB-D4
NA	GCA_017298715.1	GCF_017298715.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/298/715/GCA_017298715.1_ASM1729871v1	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	marcescens subsp. marcescens	str. ATCC 13880	NA	NA	Gamma-proteo	Serratia_marcescens_subsp_marcescens_ATCC_13880	Serratia marcescens subsp. marcescens str. ATCC 13880
NA	GCA_013374815.1	GCF_013374815.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/374/815/GCA_013374815.1_ASM1337481v1	CP055292.1	NA	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	sonnei	SE6-1	NA	NA	Gamma-proteo	Shigella_sonnei_SE6-1	Shigella sonnei SE6-1
NA	GCA_000973085.1	GCF_000973085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/085/GCA_000973085.1_ASM97308v1	CP011280.1	NA	NA	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Sneathia	vaginalis	SN35	NA	NA	Fusobacteria	Sneathia_vaginalis_SN35	Sneathia vaginalis SN35
NA	GCA_004135735.1	GCF_004135735.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/135/735/GCA_004135735.1_ASM413573v1	NA	NA	Gliding	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	cellulosum	So ceGT47	NA	NA	Delta-proteo	Sorangium_cellulosum_So_ceGT47	Sorangium cellulosum So ceGT47
NA	GCA_014490665.1	GCF_014490665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/490/665/GCA_014490665.1_ASM1449066v1	CP061038.1	NA	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	alpina	DSM 22537	NA	NA	Alpha-proteo	spingomonas_alpina_DSM_22537	Sphingomonas alpina DSM 22537
NA	GCA_000013425.1	GCF_000013425.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/425/GCA_000013425.1_ASM1342v1	CP000253.1	NA	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus subsp. Aureus	NCTC 8325	NA	Low gc gram+	Firmicutes	Staphylococcus_aureus_subsp_Aureus_NCTC_8325	Staphylococcus aureus subsp. Aureus NCTC 8325
NA	GCA_000165485.1	GCF_000165485.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/485/GCA_000165485.1_ASM16548v1	CP002271.1	NA	Gliding	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Stigmatella	aurantiaca	DW4/3-1	NA	NA	Delta-proteo	Stigmatella_aurantiaca_DW4-3-1	Stigmatella aurantiaca DW4/3-1
NA	GCA_900637025.1	GCF_900637025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/025/GCA_900637025.1_46338_H01	LR134336.1	NA	NA	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	oralis	NCTC11427	NA	Low gc gram+	Firmicutes	Streptococcus_oralis_NCTC11427	Streptococcus oralis NCTC11427
NA	GCA_020099395.1	GCF_020099395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/099/395/GCA_020099395.1_ASM2009939v1	CP083590.1	No	Nonmotile	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	mobaraensis	DSM 40587	NA	NA	Actinobacteriota	Streptomyces_mobaraensis_DSM_40587	Streptomyces mobaraensis DSM 40587
NA	GCA_020099395.2	GCF_020099395.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/099/395/GCA_020099395.1_ASM2009939v1	CP083591.1	No	Nonmotile	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	mobaraensis	DSM 40587 plasmid pDSM40587	NA	NA	Actinobacteriota	Streptomyces_mobaraensis_DSM_40587_pl_pDSM40587	Streptomyces mobaraensis DSM 40587 plasmid pDSM40587
Y	GCA_017498545.1	GCF_017498545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/498/545/GCA_017498545.1_ASM1749854v1	CP071793.1	No	Nonmotile	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Sulfidibacter	corallicola	M133	NA	NA	Acidobacteriota	Sulfidibacter_corallicola_M133	Sulfidibacter corallicola M133
NA	GCA_000147355.1	GCF_000147355.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/355/GCA_000147355.1_ASM14735v1	CP002205.1	NA	Motile	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	autotrophica	DSM 16294	NA	NA	Epsilon-proteo	Sulfurimonas_autotrophica_DSM_16294	Sulfurimonas autotrophica DSM 16294
NA	GCA_001723605.1	GCF_001723605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/605/GCA_001723605.1_ASM172360v1	CP017111.1	NA	Motile	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	halorespirans	DSM 13726	NA	NA	Epsilon-proteo	Sulfurosprillum_haloresprans_DSM_13726	Sulfurospirillum halorespirans DSM 13726
NA	GCA_000987835.1	GCF_000987835.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/987/835/GCA_000987835.1_ASM98783v1	CP011308.1	No	Nonmotile	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	lithotrophicum	ATCC BAA-797	NA	NA	Epsilon-proteo	Sulfurovum_lithotrophicum_ATCC_BAA-797	Sulfurovum lithotrophicum ATCC BAA-797
NA	GCA_000009905.1	GCF_000009905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/905/GCA_000009905.1_ASM990v1	AP006840.1	NA	NA	Firmicutes	Clostridia	Eubacteriales	Symbiobacteriaceae	Symbiobacterium	thermophilum	IAM 14863	NA	Low gc gram+	Firmicutes	Symbiobacterium_thermophilum_IAM_14863	Symbiobacterium thermophilum IAM 14863
NA	GCA_000013405.1	GCF_000013405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/405/GCA_000013405.1_ASM1340v1	CP000252.1	No	Nonmotile	Proteobacteria	Deltaproteobacteria	Syntrophales	Syntrophaceae	Syntrophus	aciditrophicus	SB	McInerney et al 2007	Although a full complement of flagellar and chemosensory genes are present, motility and chemotaxis have not been observed with laboratory cultures.	Delta-proteo	Syntrophus_aciditrophicus_SB	Syntrophus aciditrophicus SB
NA	GCA_018398935.1	GCF_018398935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/398/935/GCA_018398935.1_ASM1839893v1	CP074694.1	NA	NA	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Telmatocola	sphagniphila	SP2T	NA	NA	Planctomycetes	Telmatocola_spagniphila_spT	Telmatocola sphagniphila SP2T
NA	GCA_018398935.1	NA	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/398/935/GCA_018398935.1_ASM1839893v1	CP074694.1	NA	NA	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Telmatocola	sphagniphila	SP2T	NA	NA	Planctomycetes	Telmatocola_spagniphila_spT	Telmatocola sphagniphila SP2T
NA	GCA_008838325.1	GCF_008838325.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/838/325/GCA_008838325.1_ASM883832v1	CP042829.1	Yes	Motile	Chloroflexi	Tepidiformia	Tepidiformales	Tepidiformaceae	Tepidiforma	bonchosmolovskayae	3753O	Kochetkova et al 2020	Green non-sulfur bacteria, aerobic moderately thermophilic	Chloroflexi	Tepidiforma_bonchosmolovskayae_3753O	Tepidiforma bonchosmolovskayae 3753O
NA	GCA_020162115.1	GCF_020162115.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/162/115/GCA_020162115.1_ASM2016211v1	CP083911.1	NA	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Tepidimonas	taiwanensis	LMG 22826	NA	NA	Beta-proteo	Tepidimonas_taiwanensis_LMG_22826	Tepidimonas taiwanensis LMG 22826
Y	GCA_000265425.1	GCF_000265425.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/265/425/GCA_000265425.1_ASM26542v1	CP003379.1	No	Motile	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Terriglobus	roseus	DSM 18391	NA	NA	Acidobacteriota	Terriglobus_roseus_DSM_18391	Terriglobus roseus DSM 18391
NA	GCA_000019085.1	GCF_000019085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/085/GCA_000019085.1_ASM1908v1	CP000924.1	NA	NA	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	pseudethanolicus	ATCC 33223	NA	Low gc gram+	Firmicutes	Thermoanaerobacter_pseudethanolicus_ATCC_33223	Thermoanaerobacter pseudethanolicus ATCC 33223
NA	GCA_000025605.1	GCF_000025605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/605/GCA_000025605.1_ASM2560v1	CP001931.1	Yes	Motile	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	albus	DSM 14484	NA	NA	Aquificota	Thermocrinis_albus_DSM_14484	Thermocrinis albus DSM 14484
NA	GCA_000512735.1	GCF_000512735.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/735/GCA_000512735.1_ASM51273v1	CP007028.1	Yes	Motile	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	ruber	DSM 23557	NA	NA	Aquificota	Thermocrinis_ruber_DSM_23557	Thermocrinis ruber DSM 23557
