fullnames	fns	genome_id	assembly_id	gids	desc	taxon	genus	species	strain
GCA_000225955.1_ASM22595v1_protein|AEO47577.1 MotA/TolQ/ExbB proton channel family protein [Rhodospirillum rubrum F11]	GCA_000225955.1_ASM22595v1_protein	GCA_000225955.1	ASM22595v1	AEO47577.1	GCA_000225955.1_ASM22595v1_protein|AEO47577.1 MotA/TolQ/ExbB proton channel family protein	Rhodospirillum rubrum F11	Rhodospirillum	rubrum	F11
GCA_000757795.1_ASM75779v1_protein|AIQ93688.1 protein of unassigned function [Methylobacterium oryzae CBMB20]	GCA_000757795.1_ASM75779v1_protein	GCA_000757795.1	ASM75779v1	AIQ93688.1	GCA_000757795.1_ASM75779v1_protein|AIQ93688.1 protein of unassigned function	Methylobacterium oryzae CBMB20	Methylobacterium	oryzae	CBMB20
GCA_000012725.1_ASM1272v1_protein|ABA05996.1 conserved hypothetical protein [Nitrobacter winogradskyi Nb-255]	GCA_000012725.1_ASM1272v1_protein	GCA_000012725.1	ASM1272v1	ABA05996.1	GCA_000012725.1_ASM1272v1_protein|ABA05996.1 conserved hypothetical protein	Nitrobacter winogradskyi Nb-255	Nitrobacter	winogradskyi	Nb-255
GCA_000022565.1_ASM2256v1_protein|ACO34195.1 signal recognition particle-docking protein FtsY [Acidobacterium capsulatum ATCC 51196]	GCA_000022565.1_ASM2256v1_protein	GCA_000022565.1	ASM2256v1	ACO34195.1	GCA_000022565.1_ASM2256v1_protein|ACO34195.1 signal recognition particle-docking protein FtsY	Acidobacterium capsulatum ATCC 51196	Acidobacterium	capsulatum	ATCC 51196
GCA_000246855.1_ASM24685v1_protein|AEV97736.1 OmpA/MotB domain protein [Niastella koreensis GR20-10]	GCA_000246855.1_ASM24685v1_protein	GCA_000246855.1	ASM24685v1	AEV97736.1	GCA_000246855.1_ASM24685v1_protein|AEV97736.1 OmpA/MotB domain protein	Niastella koreensis GR20-10	Niastella	koreensis	GR20-10
GCA_000186345.1_ASM18634v1_protein|ADV62354.1 hypothetical protein Isop_1771 [Isosphaera pallida ATCC 43644]	GCA_000186345.1_ASM18634v1_protein	GCA_000186345.1	ASM18634v1	ADV62354.1	GCA_000186345.1_ASM18634v1_protein|ADV62354.1 hypothetical protein Isop_1771	Isosphaera pallida ATCC 43644	Isosphaera	pallida	ATCC 43644
GCA_000691605.1_ASM69160v1_protein|AHZ83417.1 motility protein A [Bdellovibrio bacteriovorus]	GCA_000691605.1_ASM69160v1_protein	GCA_000691605.1	ASM69160v1	AHZ83417.1	GCA_000691605.1_ASM69160v1_protein|AHZ83417.1 motility protein A	Bdellovibrio bacteriovorus	Bdellovibrio	bacteriovorus	
GCA_000284315.1_ASM28431v1_protein|BAM05883.1 hypothetical protein LFE_0155 [Leptospirillum ferrooxidans C2-3]	GCA_000284315.1_ASM28431v1_protein	GCA_000284315.1	ASM28431v1	BAM05883.1	GCA_000284315.1_ASM28431v1_protein|BAM05883.1 hypothetical protein LFE_0155	Leptospirillum ferrooxidans C2-3	Leptospirillum	ferrooxidans	C2-3
GCA_000010305.1_ASM1030v1_protein|BAH37227.1 hypothetical membrane protein [Gemmatimonas aurantiaca T-27]	GCA_000010305.1_ASM1030v1_protein	GCA_000010305.1	ASM1030v1	BAH37227.1	GCA_000010305.1_ASM1030v1_protein|BAH37227.1 hypothetical membrane protein	Gemmatimonas aurantiaca T-27	Gemmatimonas	aurantiaca	T-27
GCA_012295525.1_ASM1229552v1_protein|QIZ70514.1 hypothetical protein HCG48_07910 [Oxynema aestuarii AP17]	GCA_012295525.1_ASM1229552v1_protein	GCA_012295525.1	ASM1229552v1	QIZ70514.1	GCA_012295525.1_ASM1229552v1_protein|QIZ70514.1 hypothetical protein HCG48_07910	Oxynema aestuarii AP17	Oxynema	aestuarii	AP17
GCA_000196115.1_ASM19611v1_protein|CAD77532.1 hypothetical protein-transmembrane prediction [Rhodopirellula baltica SH 1]	GCA_000196115.1_ASM19611v1_protein	GCA_000196115.1	ASM19611v1	CAD77532.1	GCA_000196115.1_ASM19611v1_protein|CAD77532.1 hypothetical protein-transmembrane prediction	Rhodopirellula baltica SH 1	Rhodopirellula	baltica	SH 1
GCA_000165715.3_ASM16571v3_protein|ADY59818.1 hypothetical protein Plabr_2216 [Rubinisphaera brasiliensis DSM 5305]	GCA_000165715.3_ASM16571v3_protein	GCA_000165715.3	ASM16571v3	ADY59818.1	GCA_000165715.3_ASM16571v3_protein|ADY59818.1 hypothetical protein Plabr_2216	Rubinisphaera brasiliensis DSM 5305	Rubinisphaera	brasiliensis	DSM 5305
GCA_001484725.1_ASM148472v1_protein|ALU35076.1 MotA/TolQ/ExbB proton channel [Clostridium autoethanogenum DSM 10061]	GCA_001484725.1_ASM148472v1_protein	GCA_001484725.1	ASM148472v1	ALU35076.1	GCA_001484725.1_ASM148472v1_protein|ALU35076.1 MotA/TolQ/ExbB proton channel	Clostridium autoethanogenum DSM 10061	Clostridium	autoethanogenum	DSM 10061
GCA_014701235.1_ASM1470123v1_protein|BCB95963.1 flagellar motor protein MotA [Dissulfurispira thermophila]	GCA_014701235.1_ASM1470123v1_protein	GCA_014701235.1	ASM1470123v1	BCB95963.1	GCA_014701235.1_ASM1470123v1_protein|BCB95963.1 flagellar motor protein MotA	Dissulfurispira thermophila	Dissulfurispira	thermophila	
GCA_002998355.1_ASM299835v1_protein|AVM44306.1 hypothetical protein C5Q97_06090 [Victivallales bacterium CCUG 44730]	GCA_002998355.1_ASM299835v1_protein	GCA_002998355.1	ASM299835v1	AVM44306.1	GCA_002998355.1_ASM299835v1_protein|AVM44306.1 hypothetical protein C5Q97_06090	Victivallales bacterium CCUG 44730	Victivallales	bacterium	CCUG 44730
GCA_000006765.1_ASM676v1_protein|AAG05312.1 hypothetical protein PA1924 [Pseudomonas aeruginosa PAO1]	GCA_000006765.1_ASM676v1_protein	GCA_000006765.1	ASM676v1	AAG05312.1	GCA_000006765.1_ASM676v1_protein|AAG05312.1 hypothetical protein PA1924	Pseudomonas aeruginosa PAO1	Pseudomonas	aeruginosa	PAO1
GCA_018398935.1_ASM1839893v1_protein|QVL34843.1 MotA/TolQ/ExbB proton channel family protein [Telmatocola sphagniphila]	GCA_018398935.1_ASM1839893v1_protein	GCA_018398935.1	ASM1839893v1	QVL34843.1	GCA_018398935.1_ASM1839893v1_protein|QVL34843.1 MotA/TolQ/ExbB proton channel family protein	Telmatocola sphagniphila	Telmatocola	sphagniphila	
GCA_000165715.3_ASM16571v3_protein|ADY61698.1 MotA/TolQ/ExbB proton channel [Rubinisphaera brasiliensis DSM 5305]	GCA_000165715.3_ASM16571v3_protein	GCA_000165715.3	ASM16571v3	ADY61698.1	GCA_000165715.3_ASM16571v3_protein|ADY61698.1 MotA/TolQ/ExbB proton channel	Rubinisphaera brasiliensis DSM 5305	Rubinisphaera	brasiliensis	DSM 5305
GCA_000186345.1_ASM18634v1_protein|ADV63425.1 hypothetical protein Isop_2860 [Isosphaera pallida ATCC 43644]	GCA_000186345.1_ASM18634v1_protein	GCA_000186345.1	ASM18634v1	ADV63425.1	GCA_000186345.1_ASM18634v1_protein|ADV63425.1 hypothetical protein Isop_2860	Isosphaera pallida ATCC 43644	Isosphaera	pallida	ATCC 43644
GCA_012295525.1_ASM1229552v1_protein|QIZ73618.1 flagellar motor protein MotA [Oxynema aestuarii AP17]	GCA_012295525.1_ASM1229552v1_protein	GCA_012295525.1	ASM1229552v1	QIZ73618.1	GCA_012295525.1_ASM1229552v1_protein|QIZ73618.1 flagellar motor protein MotA	Oxynema aestuarii AP17	Oxynema	aestuarii	AP17
GCA_007747655.1_ASM774765v1_protein|QDU28596.1 hypothetical protein ETAA8_36990 [Anatilimnocola aggregata]	GCA_007747655.1_ASM774765v1_protein	GCA_007747655.1	ASM774765v1	QDU28596.1	GCA_007747655.1_ASM774765v1_protein|QDU28596.1 hypothetical protein ETAA8_36990	Anatilimnocola aggregata	Anatilimnocola	aggregata	
GCA_000025185.1_ASM2518v1_protein|ADB15801.1 hypothetical protein Psta_1118 [Pirellula staleyi DSM 6068]	GCA_000025185.1_ASM2518v1_protein	GCA_000025185.1	ASM2518v1	ADB15801.1	GCA_000025185.1_ASM2518v1_protein|ADB15801.1 hypothetical protein Psta_1118	Pirellula staleyi DSM 6068	Pirellula	staleyi	DSM 6068
GCA_017498545.1_ASM1749854v1_protein|QTD50492.1 MotA/TolQ/ExbB proton channel family protein [Sulfidibacter corallicola]	GCA_017498545.1_ASM1749854v1_protein	GCA_017498545.1	ASM1749854v1	QTD50492.1	GCA_017498545.1_ASM1749854v1_protein|QTD50492.1 MotA/TolQ/ExbB proton channel family protein	Sulfidibacter corallicola	Sulfidibacter	corallicola	
GCA_015277775.1_ASM1527777v1_protein|QOY89286.1 MotA/TolQ/ExbB proton channel family protein [Paludibaculum fermentans]	GCA_015277775.1_ASM1527777v1_protein	GCA_015277775.1	ASM1527777v1	QOY89286.1	GCA_015277775.1_ASM1527777v1_protein|QOY89286.1 MotA/TolQ/ExbB proton channel family protein	Paludibaculum fermentans	Paludibaculum	fermentans	
GCA_018398935.1_ASM1839893v1_protein|QVL33268.1 MotA/TolQ/ExbB proton channel family protein [Telmatocola sphagniphila]	GCA_018398935.1_ASM1839893v1_protein	GCA_018398935.1	ASM1839893v1	QVL33268.1	GCA_018398935.1_ASM1839893v1_protein|QVL33268.1 MotA/TolQ/ExbB proton channel family protein	Telmatocola sphagniphila	Telmatocola	sphagniphila	
GCA_017498545.1_ASM1749854v1_protein|QTD52802.1 MotA/TolQ/ExbB proton channel family protein [Sulfidibacter corallicola]	GCA_017498545.1_ASM1749854v1_protein	GCA_017498545.1	ASM1749854v1	QTD52802.1	GCA_017498545.1_ASM1749854v1_protein|QTD52802.1 MotA/TolQ/ExbB proton channel family protein	Sulfidibacter corallicola	Sulfidibacter	corallicola	
GCA_017498545.1_ASM1749854v1_protein|QTD51577.1 MotA/TolQ/ExbB proton channel family protein [Sulfidibacter corallicola]	GCA_017498545.1_ASM1749854v1_protein	GCA_017498545.1	ASM1749854v1	QTD51577.1	GCA_017498545.1_ASM1749854v1_protein|QTD51577.1 MotA/TolQ/ExbB proton channel family protein	Sulfidibacter corallicola	Sulfidibacter	corallicola	
GCA_000691605.1_ASM69160v1_protein|AHZ86390.1 hypothetical protein EP01_15820 [Bdellovibrio bacteriovorus]	GCA_000691605.1_ASM69160v1_protein	GCA_000691605.1	ASM69160v1	AHZ86390.1	GCA_000691605.1_ASM69160v1_protein|AHZ86390.1 hypothetical protein EP01_15820	Bdellovibrio bacteriovorus	Bdellovibrio	bacteriovorus	
GCA_000987835.1_ASM98783v1_protein|AKF24681.1 hypothetical protein YH65_04225 [Sulfurovum lithotrophicum]	GCA_000987835.1_ASM98783v1_protein	GCA_000987835.1	ASM98783v1	AKF24681.1	GCA_000987835.1_ASM98783v1_protein|AKF24681.1 hypothetical protein YH65_04225	Sulfurovum lithotrophicum	Sulfurovum	lithotrophicum	
GCA_001298465.1_ASM129846v1_protein|ALF47932.1 putative membrane protein [Campylobacter concisus]	GCA_001298465.1_ASM129846v1_protein	GCA_001298465.1	ASM129846v1	ALF47932.1	GCA_001298465.1_ASM129846v1_protein|ALF47932.1 putative membrane protein	Campylobacter concisus	Campylobacter	concisus	
GCA_000009085.1_ASM908v1_protein|CAL34744.1 putative membrane protein [Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819]	GCA_000009085.1_ASM908v1_protein	GCA_000009085.1	ASM908v1	CAL34744.1	GCA_000009085.1_ASM908v1_protein|CAL34744.1 putative membrane protein	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	Campylobacter	jejuni	subsp. jejuni NCTC 11168 = ATCC 700819
GCA_001723605.1_ASM172360v1_protein|AOO65010.1 membrane protein [Sulfurospirillum halorespirans DSM 13726]	GCA_001723605.1_ASM172360v1_protein	GCA_001723605.1	ASM172360v1	AOO65010.1	GCA_001723605.1_ASM172360v1_protein|AOO65010.1 membrane protein	Sulfurospirillum halorespirans DSM 13726	Sulfurospirillum	halorespirans	DSM 13726
GCA_017498545.1_ASM1749854v1_protein|QTD49844.1 hypothetical protein J3U87_30040 [Sulfidibacter corallicola]	GCA_017498545.1_ASM1749854v1_protein	GCA_017498545.1	ASM1749854v1	QTD49844.1	GCA_017498545.1_ASM1749854v1_protein|QTD49844.1 hypothetical protein J3U87_30040	Sulfidibacter corallicola	Sulfidibacter	corallicola	
GCA_000225955.1_ASM22595v1_protein|AEO48101.1 chemotaxis sensory transducer [Rhodospirillum rubrum F11]	GCA_000225955.1_ASM22595v1_protein	GCA_000225955.1	ASM22595v1	AEO48101.1	GCA_000225955.1_ASM22595v1_protein|AEO48101.1 chemotaxis sensory transducer	Rhodospirillum rubrum F11	Rhodospirillum	rubrum	F11
GCA_000225955.1_ASM22595v1_protein|AEO48100.1 chemotaxis sensory transducer [Rhodospirillum rubrum F11]	GCA_000225955.1_ASM22595v1_protein	GCA_000225955.1	ASM22595v1	AEO48100.1	GCA_000225955.1_ASM22595v1_protein|AEO48100.1 chemotaxis sensory transducer	Rhodospirillum rubrum F11	Rhodospirillum	rubrum	F11
GCA_018398935.1_ASM1839893v1_protein|QVL33094.1 MotA/TolQ/ExbB proton channel family protein [Telmatocola sphagniphila]	GCA_018398935.1_ASM1839893v1_protein	GCA_018398935.1	ASM1839893v1	QVL33094.1	GCA_018398935.1_ASM1839893v1_protein|QVL33094.1 MotA/TolQ/ExbB proton channel family protein	Telmatocola sphagniphila	Telmatocola	sphagniphila	
GCA_000800395.1_ASM80039v1_protein|AIZ45138.1 hypothetical protein QR90_08530 [Deinococcus radiopugnans]	GCA_000800395.1_ASM80039v1_protein	GCA_000800395.1	ASM80039v1	AIZ45138.1	GCA_000800395.1_ASM80039v1_protein|AIZ45138.1 hypothetical protein QR90_08530	Deinococcus radiopugnans	Deinococcus	radiopugnans	
GCA_017498545.1_ASM1749854v1_protein|QTD54135.1 hypothetical protein J3U87_16945 [Sulfidibacter corallicola]	GCA_017498545.1_ASM1749854v1_protein	GCA_017498545.1	ASM1749854v1	QTD54135.1	GCA_017498545.1_ASM1749854v1_protein|QTD54135.1 hypothetical protein J3U87_16945	Sulfidibacter corallicola	Sulfidibacter	corallicola	
GCA_007747655.1_ASM774765v1_protein|QDU31046.1 hypothetical protein ETAA8_61990 [Anatilimnocola aggregata]	GCA_007747655.1_ASM774765v1_protein	GCA_007747655.1	ASM774765v1	QDU31046.1	GCA_007747655.1_ASM774765v1_protein|QDU31046.1 hypothetical protein ETAA8_61990	Anatilimnocola aggregata	Anatilimnocola	aggregata	
GCA_000165715.3_ASM16571v3_protein|ADY61197.1 MotA/TolQ/ExbB proton channel [Rubinisphaera brasiliensis DSM 5305]	GCA_000165715.3_ASM16571v3_protein	GCA_000165715.3	ASM16571v3	ADY61197.1	GCA_000165715.3_ASM16571v3_protein|ADY61197.1 MotA/TolQ/ExbB proton channel	Rubinisphaera brasiliensis DSM 5305	Rubinisphaera	brasiliensis	DSM 5305
GCA_000196115.1_ASM19611v1_protein|CAD71788.1 probable biopolymer transport protein [Rhodopirellula baltica SH 1]	GCA_000196115.1_ASM19611v1_protein	GCA_000196115.1	ASM19611v1	CAD71788.1	GCA_000196115.1_ASM19611v1_protein|CAD71788.1 probable biopolymer transport protein	Rhodopirellula baltica SH 1	Rhodopirellula	baltica	SH 1
GCA_007751035.1_ASM775103v1_protein|QDU95463.1 MotA/TolQ/ExbB proton channel family protein [Lignipirellula cremea]	GCA_007751035.1_ASM775103v1_protein	GCA_007751035.1	ASM775103v1	QDU95463.1	GCA_007751035.1_ASM775103v1_protein|QDU95463.1 MotA/TolQ/ExbB proton channel family protein	Lignipirellula cremea	Lignipirellula	cremea	
GCA_007747655.1_ASM774765v1_protein|QDU27457.1 MotA/TolQ/ExbB proton channel family protein [Anatilimnocola aggregata]	GCA_007747655.1_ASM774765v1_protein	GCA_007747655.1	ASM774765v1	QDU27457.1	GCA_007747655.1_ASM774765v1_protein|QDU27457.1 MotA/TolQ/ExbB proton channel family protein	Anatilimnocola aggregata	Anatilimnocola	aggregata	
GCA_000025185.1_ASM2518v1_protein|ADB18690.1 hypothetical protein Psta_4037 [Pirellula staleyi DSM 6068]	GCA_000025185.1_ASM2518v1_protein	GCA_000025185.1	ASM2518v1	ADB18690.1	GCA_000025185.1_ASM2518v1_protein|ADB18690.1 hypothetical protein Psta_4037	Pirellula staleyi DSM 6068	Pirellula	staleyi	DSM 6068
GCA_000020525.1_ASM2052v1_protein|ACF14782.1 MotA/TolQ/ExbB proton channel [Chloroherpeton thalassium ATCC 35110]	GCA_000020525.1_ASM2052v1_protein	GCA_000020525.1	ASM2052v1	ACF14782.1	GCA_000020525.1_ASM2052v1_protein|ACF14782.1 MotA/TolQ/ExbB proton channel	Chloroherpeton thalassium ATCC 35110	Chloroherpeton	thalassium	ATCC 35110
GCA_000015125.1_ASM1512v1_protein|ABL64659.1 outer membrane transport energization protein ExbB [Chlorobium phaeobacteroides DSM 266]	GCA_000015125.1_ASM1512v1_protein	GCA_000015125.1	ASM1512v1	ABL64659.1	GCA_000015125.1_ASM1512v1_protein|ABL64659.1 outer membrane transport energization protein ExbB	Chlorobium phaeobacteroides DSM 266	Chlorobium	phaeobacteroides	DSM 266
GCA_000020505.1_ASM2050v1_protein|ACF11913.1 MotA/TolQ/ExbB proton channel [Chlorobaculum parvum NCIB 8327]	GCA_000020505.1_ASM2050v1_protein	GCA_000020505.1	ASM2050v1	ACF11913.1	GCA_000020505.1_ASM2050v1_protein|ACF11913.1 MotA/TolQ/ExbB proton channel	Chlorobaculum parvum NCIB 8327	Chlorobaculum	parvum	NCIB 8327
GCA_000020645.1_ASM2064v1_protein|ACF43024.1 MotA/TolQ/ExbB proton channel [Pelodictyon phaeoclathratiforme BU-1]	GCA_000020645.1_ASM2064v1_protein	GCA_000020645.1	ASM2064v1	ACF43024.1	GCA_000020645.1_ASM2064v1_protein|ACF43024.1 MotA/TolQ/ExbB proton channel	Pelodictyon phaeoclathratiforme BU-1	Pelodictyon	phaeoclathratiforme	BU-1
GCA_000020465.1_ASM2046v1_protein|ACD90995.1 MotA/TolQ/ExbB proton channel [Chlorobium limicola DSM 245]	GCA_000020465.1_ASM2046v1_protein	GCA_000020465.1	ASM2046v1	ACD90995.1	GCA_000020465.1_ASM2046v1_protein|ACD90995.1 MotA/TolQ/ExbB proton channel	Chlorobium limicola DSM 245	Chlorobium	limicola	DSM 245
GCA_000246855.1_ASM24685v1_protein|AEW03299.1 outer membrane transport energization protein ExbB [Niastella koreensis GR20-10]	GCA_000246855.1_ASM24685v1_protein	GCA_000246855.1	ASM24685v1	AEW03299.1	GCA_000246855.1_ASM24685v1_protein|AEW03299.1 outer membrane transport energization protein ExbB	Niastella koreensis GR20-10	Niastella	koreensis	GR20-10
GCA_000014145.1_ASM1414v1_protein|ABG59284.1 outer membrane transport energization protein ExbB [Cytophaga hutchinsonii ATCC 33406]	GCA_000014145.1_ASM1414v1_protein	GCA_000014145.1	ASM1414v1	ABG59284.1	GCA_000014145.1_ASM1414v1_protein|ABG59284.1 outer membrane transport energization protein ExbB	Cytophaga hutchinsonii ATCC 33406	Cytophaga	hutchinsonii	ATCC 33406
GCA_000973725.1_ASM97372v1_protein|AKD02510.1 flagellar motor protein MotA [Pontibacter korlensis]	GCA_000973725.1_ASM97372v1_protein	GCA_000973725.1	ASM97372v1	AKD02510.1	GCA_000973725.1_ASM97372v1_protein|AKD02510.1 flagellar motor protein MotA	Pontibacter korlensis	Pontibacter	korlensis	
GCA_019930665.1_ASM1993066v1_protein|UAK41566.1 MotA/TolQ/ExbB proton channel family protein [Bacteroides nordii]	GCA_019930665.1_ASM1993066v1_protein	GCA_019930665.1	ASM1993066v1	UAK41566.1	GCA_019930665.1_ASM1993066v1_protein|UAK41566.1 MotA/TolQ/ExbB proton channel family protein	Bacteroides nordii	Bacteroides	nordii	
GCA_015097275.1_ASM1509727v1_protein|BCI63438.1 flagellar motor protein MotA [Coprobacter secundus subsp. similis]	GCA_015097275.1_ASM1509727v1_protein	GCA_015097275.1	ASM1509727v1	BCI63438.1	GCA_015097275.1_ASM1509727v1_protein|BCI63438.1 flagellar motor protein MotA	Coprobacter secundus subsp. similis	Coprobacter	secundus	subsp. similis
GCA_000144605.1_ASM14460v1_protein|ADL01024.1 MotA/TolQ/ExbB proton channel [Brevundimonas subvibrioides ATCC 15264]	GCA_000144605.1_ASM14460v1_protein	GCA_000144605.1	ASM14460v1	ADL01024.1	GCA_000144605.1_ASM14460v1_protein|ADL01024.1 MotA/TolQ/ExbB proton channel	Brevundimonas subvibrioides ATCC 15264	Brevundimonas	subvibrioides	ATCC 15264
GCA_000022005.1_ASM2200v1_protein|ACL95886.1 TonB accessory protein exbB [Caulobacter vibrioides NA1000]	GCA_000022005.1_ASM2200v1_protein	GCA_000022005.1	ASM2200v1	ACL95886.1	GCA_000022005.1_ASM2200v1_protein|ACL95886.1 TonB accessory protein exbB	Caulobacter vibrioides NA1000	Caulobacter	vibrioides	NA1000
GCA_000021865.1_ASM2186v1_protein|ADE86105.1 biopolymer transport protein ExbB [Rhodobacter capsulatus SB 1003]	GCA_000021865.1_ASM2186v1_protein	GCA_000021865.1	ASM2186v1	ADE86105.1	GCA_000021865.1_ASM2186v1_protein|ADE86105.1 biopolymer transport protein ExbB	Rhodobacter capsulatus SB 1003	Rhodobacter	capsulatus	SB 1003
GCA_000012725.1_ASM1272v1_protein|ABA05559.1 outer membrane transport energization protein ExbB [Nitrobacter winogradskyi Nb-255]	GCA_000012725.1_ASM1272v1_protein	GCA_000012725.1	ASM1272v1	ABA05559.1	GCA_000012725.1_ASM1272v1_protein|ABA05559.1 outer membrane transport energization protein ExbB	Nitrobacter winogradskyi Nb-255	Nitrobacter	winogradskyi	Nb-255
GCA_000012725.1_ASM1272v1_protein|ABA04528.1 outer membrane transport energization protein ExbB [Nitrobacter winogradskyi Nb-255]	GCA_000012725.1_ASM1272v1_protein	GCA_000012725.1	ASM1272v1	ABA04528.1	GCA_000012725.1_ASM1272v1_protein|ABA04528.1 outer membrane transport energization protein ExbB	Nitrobacter winogradskyi Nb-255	Nitrobacter	winogradskyi	Nb-255
GCA_000012725.1_ASM1272v1_protein|ABA05299.1 outer membrane transport energization protein ExbB [Nitrobacter winogradskyi Nb-255]	GCA_000012725.1_ASM1272v1_protein	GCA_000012725.1	ASM1272v1	ABA05299.1	GCA_000012725.1_ASM1272v1_protein|ABA05299.1 outer membrane transport energization protein ExbB	Nitrobacter winogradskyi Nb-255	Nitrobacter	winogradskyi	Nb-255
GCA_000012725.1_ASM1272v1_protein|ABA03969.1 outer membrane transport energization protein ExbB [Nitrobacter winogradskyi Nb-255]	GCA_000012725.1_ASM1272v1_protein	GCA_000012725.1	ASM1272v1	ABA03969.1	GCA_000012725.1_ASM1272v1_protein|ABA03969.1 outer membrane transport energization protein ExbB	Nitrobacter winogradskyi Nb-255	Nitrobacter	winogradskyi	Nb-255
GCA_000834295.1_ASM83429v1_protein|AJJ56099.1 tonB-system energizer ExbB [Yersinia pseudotuberculosis IP 32953]	GCA_000834295.1_ASM83429v1_protein	GCA_000834295.1	ASM83429v1	AJJ56099.1	GCA_000834295.1_ASM83429v1_protein|AJJ56099.1 tonB-system energizer ExbB	Yersinia pseudotuberculosis IP 32953	Yersinia	pseudotuberculosis	IP 32953
GCA_000834775.1_ASM83477v1_protein|AJJ31614.1 tonB-system energizer ExbB [Yersinia pestis]	GCA_000834775.1_ASM83477v1_protein	GCA_000834775.1	ASM83477v1	AJJ31614.1	GCA_000834775.1_ASM83477v1_protein|AJJ31614.1 tonB-system energizer ExbB	Yersinia pestis	Yersinia	pestis	
GCA_019048125.1_ASM1904812v1_protein|QXB09426.1 tol-pal system-associated acyl-CoA thioesterase [Klebsiella aerogenes]	GCA_019048125.1_ASM1904812v1_protein	GCA_019048125.1	ASM1904812v1	QXB09426.1	GCA_019048125.1_ASM1904812v1_protein|QXB09426.1 tol-pal system-associated acyl-CoA thioesterase	Klebsiella aerogenes	Klebsiella	aerogenes	
GCA_013374815.1_ASM1337481v1_protein|QKY94846.1 tol-pal system-associated acyl-CoA thioesterase [Shigella sonnei]	GCA_013374815.1_ASM1337481v1_protein	GCA_013374815.1	ASM1337481v1	QKY94846.1	GCA_013374815.1_ASM1337481v1_protein|QKY94846.1 tol-pal system-associated acyl-CoA thioesterase	Shigella sonnei	Shigella	sonnei	
GCA_000005845.2_ASM584v2_protein|AAC76042.1 Ton complex subunit ExbB [Escherichia coli str. K-12 substr. MG1655]	GCA_000005845.2_ASM584v2_protein	GCA_000005845.2	ASM584v2	AAC76042.1	GCA_000005845.2_ASM584v2_protein|AAC76042.1 Ton complex subunit ExbB	Escherichia coli str. K-12 substr. MG1655	Escherichia	coli	str. K-12 substr. MG1655
GCA_000513295.1_MGMSRv2_protein|CDK97637.1 membrane spanning protein in TonB-ExbB-ExbD complex [Magnetospirillum gryphiswaldense MSR-1 v2]	GCA_000513295.1_MGMSRv2_protein	GCA_000513295.1	MGMSRv2	CDK97637.1	GCA_000513295.1_MGMSRv2_protein|CDK97637.1 membrane spanning protein in TonB-ExbB-ExbD complex	Magnetospirillum gryphiswaldense MSR-1 v2	Magnetospirillum	gryphiswaldense	MSR-1 v2
GCA_000016845.1_ASM1684v1_protein|ABQ60495.1 ExbB [Brucella ovis ATCC 25840]	GCA_000016845.1_ASM1684v1_protein	GCA_000016845.1	ASM1684v1	ABQ60495.1	GCA_000016845.1_ASM1684v1_protein|ABQ60495.1 ExbB	Brucella ovis ATCC 25840	Brucella	ovis	ATCC 25840
GCA_000010205.1_ASM1020v1_protein|BAG40198.1 TolQ protein [Orientia tsutsugamushi str. Ikeda]	GCA_000010205.1_ASM1020v1_protein	GCA_000010205.1	ASM1020v1	BAG40198.1	GCA_000010205.1_ASM1020v1_protein|BAG40198.1 TolQ protein	Orientia tsutsugamushi str. Ikeda	Orientia	tsutsugamushi	str. Ikeda
GCA_000757795.1_ASM75779v1_protein|AIQ91305.1 TolQ protein [Methylobacterium oryzae CBMB20]	GCA_000757795.1_ASM75779v1_protein	GCA_000757795.1	ASM75779v1	AIQ91305.1	GCA_000757795.1_ASM75779v1_protein|AIQ91305.1 TolQ protein	Methylobacterium oryzae CBMB20	Methylobacterium	oryzae	CBMB20
GCA_000225955.1_ASM22595v1_protein|AEO48685.1 MotA/TolQ/ExbB proton channel [Rhodospirillum rubrum F11]	GCA_000225955.1_ASM22595v1_protein	GCA_000225955.1	ASM22595v1	AEO48685.1	GCA_000225955.1_ASM22595v1_protein|AEO48685.1 MotA/TolQ/ExbB proton channel	Rhodospirillum rubrum F11	Rhodospirillum	rubrum	F11
GCA_000219355.1_ASM21935v1_protein|AEI88825.1 Tolq transport protein [Candidatus Midichloria mitochondrii IricVA]	GCA_000219355.1_ASM21935v1_protein	GCA_000219355.1	ASM21935v1	AEI88825.1	GCA_000219355.1_ASM21935v1_protein|AEI88825.1 Tolq transport protein	Candidatus Midichloria mitochondrii IricVA	Candidatus	Midichloria	mitochondrii IricVA
GCA_000144605.1_ASM14460v1_protein|ADL00174.1 protein TolQ [Brevundimonas subvibrioides ATCC 15264]	GCA_000144605.1_ASM14460v1_protein	GCA_000144605.1	ASM14460v1	ADL00174.1	GCA_000144605.1_ASM14460v1_protein|ADL00174.1 protein TolQ	Brevundimonas subvibrioides ATCC 15264	Brevundimonas	subvibrioides	ATCC 15264
GCA_000022005.1_ASM2200v1_protein|ACL96805.1 TolQ protein [Caulobacter vibrioides NA1000]	GCA_000022005.1_ASM2200v1_protein	GCA_000022005.1	ASM2200v1	ACL96805.1	GCA_000022005.1_ASM2200v1_protein|ACL96805.1 TolQ protein	Caulobacter vibrioides NA1000	Caulobacter	vibrioides	NA1000
