fullnames	fns	genome_id	assembly_id	gids	desc	taxon	genus	species	strain
KGA70479.1 yebO-like family protein [Yersinia enterocolitica]|GCA_000755055.1_YEG_1_protein	GCA_000755055.1_YEG_1_protein	GCA_000755055.1	YEG	KGA70479.1	KGA70479.1 yebO-like family protein	Yersinia enterocolitica	Yersinia	enterocolitica	
CCJ71957.1 Uncharacterized protein yqiC [Cronobacter condimenti 1330]|GCA_000319285.1_ASM31928v1_protein	GCA_000319285.1_ASM31928v1_protein	GCA_000319285.1	ASM31928v1	CCJ71957.1	CCJ71957.1 Uncharacterized protein yqiC	Cronobacter condimenti 1330	Cronobacter	condimenti	1330
AAC76805.1 protein HemY [Escherichia coli str. K-12 substr. MG1655]|GCA_000005845.2_ASM584v2_protein	GCA_000005845.2_ASM584v2_protein	GCA_000005845.2	ASM584v2	AAC76805.1	AAC76805.1 protein HemY	Escherichia coli str. K-12 substr. MG1655	Escherichia	coli	str. K-12 substr. MG1655
AAP18887.1 HemY protein [Shigella flexneri 2a str. 2457T]|GCA_000007405.1_ASM740v1_protein	GCA_000007405.1_ASM740v1_protein	GCA_000007405.1	ASM740v1	AAP18887.1	AAP18887.1 HemY protein	Shigella flexneri 2a str. 2457T	Shigella	flexneri	2a str. 2457T
AAO82321.1 ATP synthase F0, B subunit [Enterococcus faecalis V583]|GCA_000007785.1_ASM778v1_protein	GCA_000007785.1_ASM778v1_protein	GCA_000007785.1	ASM778v1	AAO82321.1	AAO82321.1 ATP synthase F0, B subunit	Enterococcus faecalis V583	Enterococcus	faecalis	V583
GHD91783.1 UPF0283 membrane protein YcjF [Pseudocitrobacter faecalis]|GCA_014653055.1_ASM1465305v1_protein	GCA_014653055.1_ASM1465305v1_protein	GCA_014653055.1	ASM1465305v1	GHD91783.1	GHD91783.1 UPF0283 membrane protein YcjF	Pseudocitrobacter faecalis	Pseudocitrobacter	faecalis	
ADE39184.1 sugar (and other) transporter [Candidatus Puniceispirillum marinum IMCC1322]|GCA_000024465.1_ASM2446v1_protein	GCA_000024465.1_ASM2446v1_protein	GCA_000024465.1	ASM2446v1	ADE39184.1	ADE39184.1 sugar (and other) transporter	Candidatus Puniceispirillum marinum IMCC1322	Candidatus	Puniceispirillum	marinum IMCC1322
ACM92886.1 histidine kinase [Nautilia profundicola AmH]|GCA_000021725.1_ASM2172v1_protein	GCA_000021725.1_ASM2172v1_protein	GCA_000021725.1	ASM2172v1	ACM92886.1	ACM92886.1 histidine kinase	Nautilia profundicola AmH	Nautilia	profundicola	AmH
POT59305.1 hypothetical protein C3432_00815 [Citrobacter amalonaticus]|GCA_002918555.1_ASM291855v1_protein	GCA_002918555.1_ASM291855v1_protein	GCA_002918555.1	ASM291855v1	POT59305.1	POT59305.1 hypothetical protein C3432_00815	Citrobacter amalonaticus	Citrobacter	amalonaticus	
CCJ72349.1 Homolog of E. coli HemY protein [Cronobacter condimenti 1330]|GCA_000319285.1_ASM31928v1_protein	GCA_000319285.1_ASM31928v1_protein	GCA_000319285.1	ASM31928v1	CCJ72349.1	CCJ72349.1 Homolog of E. coli HemY protein	Cronobacter condimenti 1330	Cronobacter	condimenti	1330
EHJ02753.1 MotA/TolQ/ExbB proton channel family protein [Marinobacter manganoxydans MnI7-9]|GCA_000235625.2_ASM23562v1_protein	GCA_000235625.2_ASM23562v1_protein	GCA_000235625.2	ASM23562v1	EHJ02753.1	EHJ02753.1 MotA/TolQ/ExbB proton channel family protein	Marinobacter manganoxydans MnI7-9	Marinobacter	manganoxydans	MnI7-9
KLR16320.1 hypothetical protein ABR26_18775 [Enterobacter bugandensis]|GCA_001023305.1_ASM102330v1_protein	GCA_001023305.1_ASM102330v1_protein	GCA_001023305.1	ASM102330v1	KLR16320.1	KLR16320.1 hypothetical protein ABR26_18775	Enterobacter bugandensis	Enterobacter	bugandensis	
AAL20754.1 putative periplasmic or exported protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]|GCA_000006945.2_ASM694v2_protein	GCA_000006945.2_ASM694v2_protein	GCA_000006945.2	ASM694v2	AAL20754.1	AAL20754.1 putative periplasmic or exported protein	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Salmonella	enterica	subsp. enterica serovar Typhimurium str. LT2
KLP58712.1 protoheme IX biogenesis protein [Enterobacter genomosp. O]|GCA_001022965.1_ASM102296v1_protein	GCA_001022965.1_ASM102296v1_protein	GCA_001022965.1	ASM102296v1	KLP58712.1	KLP58712.1 protoheme IX biogenesis protein	Enterobacter genomosp. O	Enterobacter	genomosp.	O
PAN74171.1 hypothetical protein CIW69_14465 [Enterobacter cloacae]|GCA_002278205.1_ASM227820v1_protein	GCA_002278205.1_ASM227820v1_protein	GCA_002278205.1	ASM227820v1	PAN74171.1	PAN74171.1 hypothetical protein CIW69_14465	Enterobacter cloacae	Enterobacter	cloacae	
OWF75605.1 hypothetical protein B4903_19570 [Yersinia frederiksenii]|GCA_002192835.1_ASM219283v1_protein	GCA_002192835.1_ASM219283v1_protein	GCA_002192835.1	ASM219283v1	OWF75605.1	OWF75605.1 hypothetical protein B4903_19570	Yersinia frederiksenii	Yersinia	frederiksenii	
ACN17369.1 conserved hypothetical protein [Desulforapulum autotrophicum HRM2]|GCA_000020365.1_ASM2036v1_protein	GCA_000020365.1_ASM2036v1_protein	GCA_000020365.1	ASM2036v1	ACN17369.1	ACN17369.1 conserved hypothetical protein	Desulforapulum autotrophicum HRM2	Desulforapulum	autotrophicum	HRM2
AAK89659.2 conserved hypothetical protein [Agrobacterium fabrum str. C58]|GCA_000092025.1_ASM9202v1_protein	GCA_000092025.1_ASM9202v1_protein	GCA_000092025.1	ASM9202v1	AAK89659.2	AAK89659.2 conserved hypothetical protein	Agrobacterium fabrum str. C58	Agrobacterium	fabrum	str. C58
TCZ30521.1 carbohydrate ABC transporter permease [Pantoea agglomerans]|GCA_004344785.1_ASM434478v1_protein	GCA_004344785.1_ASM434478v1_protein	GCA_004344785.1	ASM434478v1	TCZ30521.1	TCZ30521.1 carbohydrate ABC transporter permease	Pantoea agglomerans	Pantoea	agglomerans	
CCJ71779.1 FIG00554161: hypothetical protein [Cronobacter condimenti 1330]|GCA_000319285.1_ASM31928v1_protein	GCA_000319285.1_ASM31928v1_protein	GCA_000319285.1	ASM31928v1	CCJ71779.1	CCJ71779.1 FIG00554161: hypothetical protein	Cronobacter condimenti 1330	Cronobacter	condimenti	1330
ADP99806.1 MotA/TolQ/ExbB proton channel family protein [Marinobacter adhaerens HP15]|GCA_000166295.1_ASM16629v1_protein	GCA_000166295.1_ASM16629v1_protein	GCA_000166295.1	ASM16629v1	ADP99806.1	ADP99806.1 MotA/TolQ/ExbB proton channel family protein	Marinobacter adhaerens HP15	Marinobacter	adhaerens	HP15
AAK88538.1 protease heat shock protein [Agrobacterium fabrum str. C58]|GCA_000092025.1_ASM9202v1_protein	GCA_000092025.1_ASM9202v1_protein	GCA_000092025.1	ASM9202v1	AAK88538.1	AAK88538.1 protease heat shock protein	Agrobacterium fabrum str. C58	Agrobacterium	fabrum	str. C58
PAN70486.1 protoheme IX biogenesis protein HemY [Enterobacter cloacae]|GCA_002278205.1_ASM227820v1_protein	GCA_002278205.1_ASM227820v1_protein	GCA_002278205.1	ASM227820v1	PAN70486.1	PAN70486.1 protoheme IX biogenesis protein HemY	Enterobacter cloacae	Enterobacter	cloacae	
GAC39757.1 hypothetical protein GPSY_4146 [Paraglaciecola psychrophila 170]|GCA_000315075.1_ASM31507v1_protein	GCA_000315075.1_ASM31507v1_protein	GCA_000315075.1	ASM31507v1	GAC39757.1	GAC39757.1 hypothetical protein GPSY_4146	Paraglaciecola psychrophila 170	Paraglaciecola	psychrophila	170
KLP57378.1 hypothetical protein ABR39_03875 [Enterobacter genomosp. O]|GCA_001022965.1_ASM102296v1_protein	GCA_001022965.1_ASM102296v1_protein	GCA_001022965.1	ASM102296v1	KLP57378.1	KLP57378.1 hypothetical protein ABR39_03875	Enterobacter genomosp. O	Enterobacter	genomosp.	O
AAL22780.1 protein for a late step of protoheme IX synthesis [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]|GCA_000006945.2_ASM694v2_protein	GCA_000006945.2_ASM694v2_protein	GCA_000006945.2	ASM694v2	AAL22780.1	AAL22780.1 protein for a late step of protoheme IX synthesis	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Salmonella	enterica	subsp. enterica serovar Typhimurium str. LT2
ABC45316.1 hypothetical protein SRU_2252 [Salinibacter ruber DSM 13855]|GCA_000013045.1_ASM1304v1_protein	GCA_000013045.1_ASM1304v1_protein	GCA_000013045.1	ASM1304v1	ABC45316.1	ABC45316.1 hypothetical protein SRU_2252	Salinibacter ruber DSM 13855	Salinibacter	ruber	DSM 13855
KGT89029.1 protoheme IX biogenesis protein [Enterobacter cancerogenus]|GCA_000773965.1_ASM77396v1_protein	GCA_000773965.1_ASM77396v1_protein	GCA_000773965.1	ASM77396v1	KGT89029.1	KGT89029.1 protoheme IX biogenesis protein	Enterobacter cancerogenus	Enterobacter	cancerogenus	
EHM44110.1 hypothetical protein HMPREF0454_01629 [Hafnia alvei ATCC 51873]|GCA_000239255.1_ASM23925v1_protein	GCA_000239255.1_ASM23925v1_protein	GCA_000239255.1	ASM23925v1	EHM44110.1	EHM44110.1 hypothetical protein HMPREF0454_01629	Hafnia alvei ATCC 51873	Hafnia	alvei	ATCC 51873
KOQ95435.1 protoheme IX biogenesis protein [Pluralibacter gergoviae]|GCA_001276415.1_ASM127641v1_protein	GCA_001276415.1_ASM127641v1_protein	GCA_001276415.1	ASM127641v1	KOQ95435.1	KOQ95435.1 protoheme IX biogenesis protein	Pluralibacter gergoviae	Pluralibacter	gergoviae	
CAD77106.1 probable RNA-polymerase sigma-E factor [Rhodopirellula baltica SH 1]|GCA_000196115.1_ASM19611v1_protein	GCA_000196115.1_ASM19611v1_protein	GCA_000196115.1	ASM19611v1	CAD77106.1	CAD77106.1 probable RNA-polymerase sigma-E factor	Rhodopirellula baltica SH 1	Rhodopirellula	baltica	SH 1
GHD90601.1 hypothetical protein GCM10011445_06570 [Pseudocitrobacter faecalis]|GCA_014653055.1_ASM1465305v1_protein	GCA_014653055.1_ASM1465305v1_protein	GCA_014653055.1	ASM1465305v1	GHD90601.1	GHD90601.1 hypothetical protein GCM10011445_06570	Pseudocitrobacter faecalis	Pseudocitrobacter	faecalis	
EED70437.1 urea ABC transporter, permease protein UrtC [Comamonas testosteroni KF-1]|GCA_000168855.1_ASM16885v1_protein	GCA_000168855.1_ASM16885v1_protein	GCA_000168855.1	ASM16885v1	EED70437.1	EED70437.1 urea ABC transporter, permease protein UrtC	Comamonas testosteroni KF-1	Comamonas	testosteroni	KF-1
KLR26878.1 protoheme IX biogenesis protein [Enterobacter bugandensis]|GCA_001023305.1_ASM102330v1_protein	GCA_001023305.1_ASM102330v1_protein	GCA_001023305.1	ASM102330v1	KLR26878.1	KLR26878.1 protoheme IX biogenesis protein	Enterobacter bugandensis	Enterobacter	bugandensis	
AOP57773.1 two-component sensor histidine kinase [Pseudomonas aeruginosa]|GCA_001729505.1_ASM172950v1_protein	GCA_001729505.1_ASM172950v1_protein	GCA_001729505.1	ASM172950v1	AOP57773.1	AOP57773.1 two-component sensor histidine kinase	Pseudomonas aeruginosa	Pseudomonas	aeruginosa	
CAD71475.1 conserved hypothetical protein [Rhodopirellula baltica SH 1]|GCA_000196115.1_ASM19611v1_protein	GCA_000196115.1_ASM19611v1_protein	GCA_000196115.1	ASM19611v1	CAD71475.1	CAD71475.1 conserved hypothetical protein	Rhodopirellula baltica SH 1	Rhodopirellula	baltica	SH 1
RPH26461.1 protoheme IX biogenesis protein HemY [Buttiauxella warmboldiae]|GCA_003818135.1_ASM381813v1_protein	GCA_003818135.1_ASM381813v1_protein	GCA_003818135.1	ASM381813v1	RPH26461.1	RPH26461.1 protoheme IX biogenesis protein HemY	Buttiauxella warmboldiae	Buttiauxella	warmboldiae	
CNK18863.1 Uncharacterised protein [Yersinia frederiksenii]|GCA_001171065.1_4840_6_7_protein	GCA_001171065.1_4840_6_7_protein	GCA_001171065.1	4840	CNK18863.1	CNK18863.1 Uncharacterised protein	Yersinia frederiksenii	Yersinia	frederiksenii	
RPH21463.1 hypothetical protein EHN07_18315 [Buttiauxella warmboldiae]|GCA_003818135.1_ASM381813v1_protein	GCA_003818135.1_ASM381813v1_protein	GCA_003818135.1	ASM381813v1	RPH21463.1	RPH21463.1 hypothetical protein EHN07_18315	Buttiauxella warmboldiae	Buttiauxella	warmboldiae	
AOM41459.1 spermidine/putrescine ABC transporter permease PotB [Xenorhabdus hominickii]|GCA_001721185.1_ASM172118v1_protein	GCA_001721185.1_ASM172118v1_protein	GCA_001721185.1	ASM172118v1	AOM41459.1	AOM41459.1 spermidine/putrescine ABC transporter permease PotB	Xenorhabdus hominickii	Xenorhabdus	hominickii	
AHF75430.1 Protoheme IX biogenesis protein [Sodalis praecaptivus]|GCA_000517425.1_ASM51742v1_protein	GCA_000517425.1_ASM51742v1_protein	GCA_000517425.1	ASM51742v1	AHF75430.1	AHF75430.1 Protoheme IX biogenesis protein	Sodalis praecaptivus	Sodalis	praecaptivus	
KOR01897.1 hypothetical protein ABW48_06820 [Pluralibacter gergoviae]|GCA_001276415.1_ASM127641v1_protein	GCA_001276415.1_ASM127641v1_protein	GCA_001276415.1	ASM127641v1	KOR01897.1	KOR01897.1 hypothetical protein ABW48_06820	Pluralibacter gergoviae	Pluralibacter	gergoviae	
EED67760.1 type II secretion system protein [Comamonas testosteroni KF-1]|GCA_000168855.1_ASM16885v1_protein	GCA_000168855.1_ASM16885v1_protein	GCA_000168855.1	ASM16885v1	EED67760.1	EED67760.1 type II secretion system protein	Comamonas testosteroni KF-1	Comamonas	testosteroni	KF-1
RYJ16216.1 protoheme IX biogenesis protein HemY [Rahnella variigena]|GCA_004150405.1_ASM415040v1_protein	GCA_004150405.1_ASM415040v1_protein	GCA_004150405.1	ASM415040v1	RYJ16216.1	RYJ16216.1 protoheme IX biogenesis protein HemY	Rahnella variigena	Rahnella	variigena	
AAO34756.1 conserved protein [Clostridium tetani E88]|GCA_000007625.1_ASM762v1_protein	GCA_000007625.1_ASM762v1_protein	GCA_000007625.1	ASM762v1	AAO34756.1	AAO34756.1 conserved protein	Clostridium tetani E88	Clostridium	tetani	E88
EGW21476.1 hypothetical protein Mettu_0240 [Methylobacter tundripaludum SV96]|GCA_000190755.3_ASM19075v3_protein	GCA_000190755.3_ASM19075v3_protein	GCA_000190755.3	ASM19075v3	EGW21476.1	EGW21476.1 hypothetical protein Mettu_0240	Methylobacter tundripaludum SV96	Methylobacter	tundripaludum	SV96
AAO36431.1 sensor protein resE [Clostridium tetani E88]|GCA_000007625.1_ASM762v1_protein	GCA_000007625.1_ASM762v1_protein	GCA_000007625.1	ASM762v1	AAO36431.1	AAO36431.1 sensor protein resE	Clostridium tetani E88	Clostridium	tetani	E88
ABA57266.1 conserved hypothetical protein [Nitrosococcus oceani ATCC 19707]|GCA_000012805.1_ASM1280v1_protein	GCA_000012805.1_ASM1280v1_protein	GCA_000012805.1	ASM1280v1	ABA57266.1	ABA57266.1 conserved hypothetical protein	Nitrosococcus oceani ATCC 19707	Nitrosococcus	oceani	ATCC 19707
EGW23835.1 Protein of unknown function DUF2133 [Methylobacter tundripaludum SV96]|GCA_000190755.3_ASM19075v3_protein	GCA_000190755.3_ASM19075v3_protein	GCA_000190755.3	ASM19075v3	EGW23835.1	EGW23835.1 Protein of unknown function DUF2133	Methylobacter tundripaludum SV96	Methylobacter	tundripaludum	SV96
KIU35482.1 hypothetical protein SR38_03655 [Atlantibacter hermannii]|GCA_000878365.1_ASM87836v1_protein	GCA_000878365.1_ASM87836v1_protein	GCA_000878365.1	ASM87836v1	KIU35482.1	KIU35482.1 hypothetical protein SR38_03655	Atlantibacter hermannii	Atlantibacter	hermannii	
ABV35082.1 conserved hypothetical protein [Shewanella sediminis HAW-EB3]|GCA_000018025.1_ASM1802v1_protein	GCA_000018025.1_ASM1802v1_protein	GCA_000018025.1	ASM1802v1	ABV35082.1	ABV35082.1 conserved hypothetical protein	Shewanella sediminis HAW-EB3	Shewanella	sediminis	HAW-EB3
TCZ29010.1 envelope stress response protein PspG [Pantoea agglomerans]|GCA_004344785.1_ASM434478v1_protein	GCA_004344785.1_ASM434478v1_protein	GCA_004344785.1	ASM434478v1	TCZ29010.1	TCZ29010.1 envelope stress response protein PspG	Pantoea agglomerans	Pantoea	agglomerans	
ABM18121.1 hypothetical protein Maqu_1029 [Marinobacter nauticus VT8]|GCA_000015365.1_ASM1536v1_protein	GCA_000015365.1_ASM1536v1_protein	GCA_000015365.1	ASM1536v1	ABM18121.1	ABM18121.1 hypothetical protein Maqu_1029	Marinobacter nauticus VT8	Marinobacter	nauticus	VT8
CCG95725.1 conserved hypothetical protein; putative exported protein [Marinobacter nauticus ATCC 49840]|GCA_000284615.1_ASM28461v1_protein	GCA_000284615.1_ASM28461v1_protein	GCA_000284615.1	ASM28461v1	CCG95725.1	CCG95725.1 conserved hypothetical protein; putative exported protein	Marinobacter nauticus ATCC 49840	Marinobacter	nauticus	ATCC 49840
BAD65020.1 conserved hypothetical protein [Alkalihalobacillus clausii KSM-K16]|GCA_000009825.1_ASM982v1_protein	GCA_000009825.1_ASM982v1_protein	GCA_000009825.1	ASM982v1	BAD65020.1	BAD65020.1 conserved hypothetical protein	Alkalihalobacillus clausii KSM-K16	Alkalihalobacillus	clausii	KSM-K16
KLP53561.1 spermidine/putrescine ABC transporter permease [Enterobacter genomosp. O]|GCA_001022965.1_ASM102296v1_protein	GCA_001022965.1_ASM102296v1_protein	GCA_001022965.1	ASM102296v1	KLP53561.1	KLP53561.1 spermidine/putrescine ABC transporter permease	Enterobacter genomosp. O	Enterobacter	genomosp.	O
AAN57175.1 twin arginine protein translocase system protein TatB [Shewanella oneidensis MR-1]|GCA_000146165.2_ASM14616v2_protein	GCA_000146165.2_ASM14616v2_protein	GCA_000146165.2	ASM14616v2	AAN57175.1	AAN57175.1 twin arginine protein translocase system protein TatB	Shewanella oneidensis MR-1	Shewanella	oneidensis	MR-1
ACI21315.1 general stress protein [Thermodesulfovibrio yellowstonii DSM 11347]|GCA_000020985.1_ASM2098v1_protein	GCA_000020985.1_ASM2098v1_protein	GCA_000020985.1	ASM2098v1	ACI21315.1	ACI21315.1 general stress protein	Thermodesulfovibrio yellowstonii DSM 11347	Thermodesulfovibrio	yellowstonii	DSM 11347
ACL69096.1 methyl-accepting chemotaxis sensory transducer [Halothermothrix orenii H 168]|GCA_000020485.1_ASM2048v1_protein	GCA_000020485.1_ASM2048v1_protein	GCA_000020485.1	ASM2048v1	ACL69096.1	ACL69096.1 methyl-accepting chemotaxis sensory transducer	Halothermothrix orenii H 168	Halothermothrix	orenii	H 168
ABI60316.1 conserved hypothetical protein [Nitrosomonas eutropha C91]|GCA_000014765.1_ASM1476v1_protein	GCA_000014765.1_ASM1476v1_protein	GCA_000014765.1	ASM1476v1	ABI60316.1	ABI60316.1 conserved hypothetical protein	Nitrosomonas eutropha C91	Nitrosomonas	eutropha	C91
AEP28980.1 RDD domain containing protein [Glaciecola nitratireducens FR1064]|GCA_000226565.1_ASM22656v1_protein	GCA_000226565.1_ASM22656v1_protein	GCA_000226565.1	ASM22656v1	AEP28980.1	AEP28980.1 RDD domain containing protein	Glaciecola nitratireducens FR1064	Glaciecola	nitratireducens	FR1064
AOU50276.1 protoporphyrinogen oxidase [Legionella pneumophila]|GCA_001753085.1_ASM175308v1_protein	GCA_001753085.1_ASM175308v1_protein	GCA_001753085.1	ASM175308v1	AOU50276.1	AOU50276.1 protoporphyrinogen oxidase	Legionella pneumophila	Legionella	pneumophila	
KGA73888.1 tetratricopeptide repeat family protein [Yersinia enterocolitica]|GCA_000755055.1_YEG_1_protein	GCA_000755055.1_YEG_1_protein	GCA_000755055.1	YEG	KGA73888.1	KGA73888.1 tetratricopeptide repeat family protein	Yersinia enterocolitica	Yersinia	enterocolitica	
GAA05219.1 ribulose-phosphate 3-epimerase [Photobacterium leiognathi subsp. mandapamensis svers.1.1.]|GCA_000211495.1_ASM21149v1_protein	GCA_000211495.1_ASM21149v1_protein	GCA_000211495.1	ASM21149v1	GAA05219.1	GAA05219.1 ribulose-phosphate 3-epimerase	Photobacterium leiognathi subsp. mandapamensis svers.1.1.	Photobacterium	leiognathi	subsp. mandapamensis svers.1.1.
CFQ46416.1 putative protoheme IX biogenesis protein [Yersinia bercovieri]|GCA_001319955.1_5139_5_3_protein	GCA_001319955.1_5139_5_3_protein	GCA_001319955.1	5139	CFQ46416.1	CFQ46416.1 putative protoheme IX biogenesis protein	Yersinia bercovieri	Yersinia	bercovieri	
ORM98617.1 protoheme IX biogenesis protein HemY [Pantoea septica]|GCA_002095575.1_ASM209557v1_protein	GCA_002095575.1_ASM209557v1_protein	GCA_002095575.1	ASM209557v1	ORM98617.1	ORM98617.1 protoheme IX biogenesis protein HemY	Pantoea septica	Pantoea	septica	
CNK65453.1 putative protoheme IX biogenesis protein [Yersinia frederiksenii]|GCA_001171065.1_4840_6_7_protein	GCA_001171065.1_4840_6_7_protein	GCA_001171065.1	4840	CNK65453.1	CNK65453.1 putative protoheme IX biogenesis protein	Yersinia frederiksenii	Yersinia	frederiksenii	
OWF83581.1 protoheme IX biogenesis protein HemY [Yersinia frederiksenii]|GCA_002192835.1_ASM219283v1_protein	GCA_002192835.1_ASM219283v1_protein	GCA_002192835.1	ASM219283v1	OWF83581.1	OWF83581.1 protoheme IX biogenesis protein HemY	Yersinia frederiksenii	Yersinia	frederiksenii	
ARV00327.1 protoheme IX biogenesis protein HemY [Tatumella citrea]|GCA_002163605.1_ASM216360v1_protein	GCA_002163605.1_ASM216360v1_protein	GCA_002163605.1	ASM216360v1	ARV00327.1	ARV00327.1 protoheme IX biogenesis protein HemY	Tatumella citrea	Tatumella	citrea	
TCV93715.1 HemY protein [Biostraticola tofi]|GCA_004343195.1_ASM434319v1_protein	GCA_004343195.1_ASM434319v1_protein	GCA_004343195.1	ASM434319v1	TCV93715.1	TCV93715.1 HemY protein	Biostraticola tofi	Biostraticola	tofi	
CAD72975.1 hypothetical protein-transmembrane prediction [Rhodopirellula baltica SH 1]|GCA_000196115.1_ASM19611v1_protein	GCA_000196115.1_ASM19611v1_protein	GCA_000196115.1	ASM19611v1	CAD72975.1	CAD72975.1 hypothetical protein-transmembrane prediction	Rhodopirellula baltica SH 1	Rhodopirellula	baltica	SH 1
AGH79122.1 F0F1 ATP synthase subunit B [Xanthomonas axonopodis Xac29-1]|GCA_000348585.1_ASM34858v1_protein	GCA_000348585.1_ASM34858v1_protein	GCA_000348585.1	ASM34858v1	AGH79122.1	AGH79122.1 F0F1 ATP synthase subunit B	Xanthomonas axonopodis Xac29-1	Xanthomonas	axonopodis	Xac29-1
AAS11584.1 alanine racemase [Treponema denticola ATCC 35405]|GCA_000008185.1_ASM818v1_protein	GCA_000008185.1_ASM818v1_protein	GCA_000008185.1	ASM818v1	AAS11584.1	AAS11584.1 alanine racemase	Treponema denticola ATCC 35405	Treponema	denticola	ATCC 35405
CFQ46074.1 Uncharacterised protein [Yersinia bercovieri]|GCA_001319955.1_5139_5_3_protein	GCA_001319955.1_5139_5_3_protein	GCA_001319955.1	5139	CFQ46074.1	CFQ46074.1 Uncharacterised protein	Yersinia bercovieri	Yersinia	bercovieri	
AHF76827.1 hypothetical protein Sant_1774 [Sodalis praecaptivus]|GCA_000517425.1_ASM51742v1_protein	GCA_000517425.1_ASM51742v1_protein	GCA_000517425.1	ASM51742v1	AHF76827.1	AHF76827.1 hypothetical protein Sant_1774	Sodalis praecaptivus	Sodalis	praecaptivus	
ACL73342.1 MotA/TolQ/ExbB proton channel family [Thioalkalivibrio sulfidiphilus HL-EbGr7]|GCA_000021985.1_ASM2198v1_protein	GCA_000021985.1_ASM2198v1_protein	GCA_000021985.1	ASM2198v1	ACL73342.1	ACL73342.1 MotA/TolQ/ExbB proton channel family	Thioalkalivibrio sulfidiphilus HL-EbGr7	Thioalkalivibrio	sulfidiphilus	HL-EbGr7
AAV83393.1 Uncharacterized enzyme of heme biosynthesis [Idiomarina loihiensis L2TR]|GCA_000008465.1_ASM846v1_protein	GCA_000008465.1_ASM846v1_protein	GCA_000008465.1	ASM846v1	AAV83393.1	AAV83393.1 Uncharacterized enzyme of heme biosynthesis	Idiomarina loihiensis L2TR	Idiomarina	loihiensis	L2TR
EHR39729.1 XRE family transcriptional regulator [Alishewanella jeotgali KCTC 22429]|GCA_000245735.2_ASM24573v2_protein	GCA_000245735.2_ASM24573v2_protein	GCA_000245735.2	ASM24573v2	EHR39729.1	EHR39729.1 XRE family transcriptional regulator	Alishewanella jeotgali KCTC 22429	Alishewanella	jeotgali	KCTC 22429
AAK90301.1 hypothetical protein Atu8183 [Agrobacterium fabrum str. C58]|GCA_000092025.1_ASM9202v1_protein	GCA_000092025.1_ASM9202v1_protein	GCA_000092025.1	ASM9202v1	AAK90301.1	AAK90301.1 hypothetical protein Atu8183	Agrobacterium fabrum str. C58	Agrobacterium	fabrum	str. C58
EED68656.1 conserved hypothetical protein [Comamonas testosteroni KF-1]|GCA_000168855.1_ASM16885v1_protein	GCA_000168855.1_ASM16885v1_protein	GCA_000168855.1	ASM16885v1	EED68656.1	EED68656.1 conserved hypothetical protein	Comamonas testosteroni KF-1	Comamonas	testosteroni	KF-1
BAC13272.1 hypothetical conserved protein [Oceanobacillus iheyensis HTE831]|GCA_000011245.1_ASM1124v1_protein	GCA_000011245.1_ASM1124v1_protein	GCA_000011245.1	ASM1124v1	BAC13272.1	BAC13272.1 hypothetical conserved protein	Oceanobacillus iheyensis HTE831	Oceanobacillus	iheyensis	HTE831
POT54572.1 protoheme IX biogenesis protein HemY [Citrobacter amalonaticus]|GCA_002918555.1_ASM291855v1_protein	GCA_002918555.1_ASM291855v1_protein	GCA_002918555.1	ASM291855v1	POT54572.1	POT54572.1 protoheme IX biogenesis protein HemY	Citrobacter amalonaticus	Citrobacter	amalonaticus	
ACV67807.1 trigger factor [Desulfohalobium retbaense DSM 5692]|GCA_000024325.1_ASM2432v1_protein	GCA_000024325.1_ASM2432v1_protein	GCA_000024325.1	ASM2432v1	ACV67807.1	ACV67807.1 trigger factor	Desulfohalobium retbaense DSM 5692	Desulfohalobium	retbaense	DSM 5692
CAG34854.1 unknown protein [Desulfotalea psychrophila LSv54]|GCA_000025945.1_ASM2594v1_protein	GCA_000025945.1_ASM2594v1_protein	GCA_000025945.1	ASM2594v1	CAG34854.1	CAG34854.1 unknown protein	Desulfotalea psychrophila LSv54	Desulfotalea	psychrophila	LSv54
AAO82025.1 sensor histidine kinase VanSB [Enterococcus faecalis V583]|GCA_000007785.1_ASM778v1_protein	GCA_000007785.1_ASM778v1_protein	GCA_000007785.1	ASM778v1	AAO82025.1	AAO82025.1 sensor histidine kinase VanSB	Enterococcus faecalis V583	Enterococcus	faecalis	V583
ABM17428.1 MotA/TolQ/ExbB proton channel family protein [Marinobacter nauticus VT8]|GCA_000015365.1_ASM1536v1_protein	GCA_000015365.1_ASM1536v1_protein	GCA_000015365.1	ASM1536v1	ABM17428.1	ABM17428.1 MotA/TolQ/ExbB proton channel family protein	Marinobacter nauticus VT8	Marinobacter	nauticus	VT8
BAC12314.1 two-component sensor histidine kinase [Oceanobacillus iheyensis HTE831]|GCA_000011245.1_ASM1124v1_protein	GCA_000011245.1_ASM1124v1_protein	GCA_000011245.1	ASM1124v1	BAC12314.1	BAC12314.1 two-component sensor histidine kinase	Oceanobacillus iheyensis HTE831	Oceanobacillus	iheyensis	HTE831
