genomeID	domain	phylum	class	order	family	genus	species1	species2	locus_tag	location	ssu_len	contig_len
RS_GCF_002865545.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma_A	s__Spiroplasma_A	monobiae	[locus_tag=NZ_CP025543.1]	[location=678107..679624]	[ssu_len=1518]	[contig_len=891575]
RS_GCF_000500935.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma_A	s__Spiroplasma_A	apis	[locus_tag=NC_022998.1]	[location=905324..906839]	[ssu_len=1516]	[contig_len=1160554]
RS_GCF_002795265.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma_A	s__Spiroplasma_A	clarkii	[locus_tag=NZ_CP024870.1]	[location=463401..464917]	[ssu_len=1517]	[contig_len=1560007]
RS_GCF_000565175.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma_A	s__Spiroplasma_A	culicicola	[locus_tag=NZ_CP006681.1]	[location=882372..883888]	[ssu_len=1517]	[contig_len=1175131]
RS_GCF_008086545.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma_A	s__Spiroplasma_A	chinense	[locus_tag=NZ_CP043026.1]	[location=1046653..1048169]	[ssu_len=1517]	[contig_len=1370182]
RS_GCF_001715535.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma_A	s__Spiroplasma_A	helicoides	[locus_tag=NZ_CP017015.1]	[location=829543..831049]	[ssu_len=1507]	[contig_len=1326546]
RS_GCF_009730595.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma_A	s__Spiroplasma_A	tabanidicola	[locus_tag=NZ_CP046276.1]	[location=940928..942444]	[ssu_len=1517]	[contig_len=1284335]
RS_GCF_004379335.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma_A	s__Spiroplasma_A	gladiatoris	[locus_tag=NZ_CP038013.1]	[location=890142..891659]	[ssu_len=1518]	[contig_len=1164642]
RS_GCF_001029265.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma	s__Spiroplasma	eriocheiris	[locus_tag=NZ_CP011856.1]	[location=763205..764721]	[ssu_len=1517]	[contig_len=1365714]
RS_GCF_000565195.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma	s__Spiroplasma	mirum	[locus_tag=NZ_CP006720.1]	[location=634832..636350]	[ssu_len=1519]	[contig_len=1132608]
RS_GCF_000400955.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma	s__Spiroplasma	syrphidicola	[locus_tag=NC_021284.1]	[location=432249..433765]	[ssu_len=1517]	[contig_len=1107344]
RS_GCF_000400935.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma	s__Spiroplasma	chrysopicola	[locus_tag=NC_021280.1]	[location=432786..434302]	[ssu_len=1517]	[contig_len=1123322]
RS_GCF_009866525.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma	s__Spiroplasma	poulsonii	[locus_tag=NZ_CM020866.1]	[location=811699..813215]	[ssu_len=1517]	[contig_len=1938611]
RS_GCF_005222125.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma	s__Spiroplasma	melliferum	[locus_tag=NZ_CP029202.1]	[location=473784..475300]	[ssu_len=1517]	[contig_len=1320490]
RS_GCF_001886855.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma	s__Spiroplasma	citri	[locus_tag=NZ_CP013197.1]	[location=517899..519415]	[ssu_len=1517]	[contig_len=1599709]
RS_GCF_003339775.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma	s__Spiroplasma	phoeniceum	[locus_tag=NZ_CP031088.1]	[location=1093969..1095484]	[ssu_len=1516]	[contig_len=1791576]
GB_GCA_026239495.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma	s__Spiroplasma	phoeniceum_A	[locus_tag=CP110830.1]	[location=2028715..2030232]	[ssu_len=1518]	[contig_len=2179570]
RS_GCF_027923845.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__VBWQ01	g__Spiroplasma_D	s__Spiroplasma_D	ixodetis_A	[locus_tag=NZ_AP026933.1-			
RS_GCF_030316605.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__VBWQ01	g__Spiroplasma_D	s__Spiroplasma_D	ixodetis	[locus_tag=NZ_CP127039.1]	[location=854252..855771]	[ssu_len=1520]	[contig_len=2040288]
RS_GCF_021496725.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__VBWQ01	g__Spiroplasma_D	s__Spiroplasma_D	platyhelix	[locus_tag=NZ_CP051215.1]	[location=241030..242551]	[ssu_len=1522]	[contig_len=744499]
RS_GCF_001545095.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	s__Erysipelothrix	larvae	[locus_tag=NZ_CP013213.1]	[location=741735..743274]	[ssu_len=1540]	[contig_len=2495108]
RS_GCF_003931795.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	s__Erysipelothrix	piscisicarius	[locus_tag=NZ_CP034234.1]	[location=1588753..1590282]	[ssu_len=1530]	[contig_len=1722938]
RS_GCF_900637845.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	s__Erysipelothrix	rhusiopathiae	[locus_tag=NZ_LR134439.1]	[location=748427..749962]	[ssu_len=1536]	[contig_len=1770411]
RS_GCF_014396165.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	s__Erysipelothrix	inopinata	[locus_tag=NZ_CP060715.1]	[location=58740..60277]	[ssu_len=1538]	[contig_len=2217552]
RS_GCF_009828745.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	s__Erysipelothrix	anatis	[locus_tag=NZ_WTSX01000023.1]	[location=3389..4922]	[ssu_len=1534]	[contig_len=4963]
RS_GCF_009828775.2	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	s__Erysipelothrix	aquatica	[locus_tag=NZ_WTSY02000056.1]	[location=3341..4874]	[ssu_len=1534]	[contig_len=4975]
RS_GCF_009828825.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	s__Erysipelothrix	aquatica_A	[locus_tag=NZ_WTTA01000009.1]	[location=102..1635]	[ssu_len=1534]	[contig_len=5042]
RS_GCF_009828835.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	s__Erysipelothrix	urinaevulpis	[locus_tag=NZ_WTTB01000018.1]	[location=104..1639]	[ssu_len=1536]	[contig_len=5048]
RS_GCF_000425005.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia	s__Bulleidia	moorei	[locus_tag=NZ_AUKY01000166.1]	[location=759..1022]	[ssu_len=264]	[contig_len=1023]
RS_GCF_000177375.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia	s__Bulleidia	extructa	[locus_tag=NZ_ADFR01000011.1]	[location=3333..4854]	[ssu_len=1522]	[contig_len=5182]
RS_GCF_900343155.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia	s__Bulleidia	massiliensis	[locus_tag=NZ_OUNG01000006.1]	[location=110780..112301]	[ssu_len=1522]	[contig_len=254486]
RS_GCF_900240265.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia	s__Bulleidia	timonensis	[locus_tag=NZ_LT964739.1]	[location=97386..98910]	[ssu_len=1525]	[contig_len=2197801]
RS_GCF_009696165.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia	s__Bulleidia	intestinalis	[locus_tag=NZ_VUMN01000058.1]	[location=1..947]	[ssu_len=947]	[contig_len=4334]
RS_GCF_900167375.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Anaerorhabdus	s__Anaerorhabdus	furcosa	[locus_tag=NZ_FUWY01000001.1]	[location=3407..4928]	[ssu_len=1522]	[contig_len=623069]
RS_GCF_000327285.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemania	s__Holdemania	massiliensis	[locus_tag=NZ_HE998574.1]	[location=3371..4905]	[ssu_len=1535]	[contig_len=5005]
RS_GCF_022440805.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemania	s__Holdemania	massiliensis_A	[locus_tag=NZ_JAKNTK010000001.1-			
RS_GCF_000157995.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemania	s__Holdemania	filiformis	[locus_tag=NZ_GG657564.1]	[location=3364..4627]	[ssu_len=1264]	[contig_len=4627]
RS_GCF_900155395.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Merdibacter	s__Merdibacter	massiliensis	[locus_tag=NZ_LT699718.1]	[location=3204..4738]	[ssu_len=1535]	[contig_len=4872]
RS_GCF_001564455.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalibaculum	s__Faecalibaculum	rodentium	[locus_tag=NZ_CP011391.1]	[location=64888..66421]	[ssu_len=1534]	[contig_len=2542486]
RS_GCF_001945525.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Ileibacterium	s__Ileibacterium	valens	[locus_tag=NZ_MPJW01000125.1]	[location=29..1550]	[ssu_len=1522]	[contig_len=1560]
RS_GCF_022701195.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Allobaculum	s__Allobaculum	mucilyticum	[locus_tag=NZ_CP078089.1]	[location=1566351..1567874]	[ssu_len=1524]	[contig_len=3144153]
RS_GCF_020969955.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Allobaculum	s__Allobaculum	fili	[locus_tag=NZ_JAHDSX010000087.1]	[location=28..1552]	[ssu_len=1525]	[contig_len=1582]
RS_GCF_000384195.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Allobaculum	s__Allobaculum	stercoricanis	[locus_tag=NZ_KB913034.1]	[location=426950..428473]	[ssu_len=1524]	[contig_len=2052877]
RS_GCF_001945605.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dubosiella	s__Dubosiella	newyorkensis	[locus_tag=NZ_MPKA01000044.1]	[location=182668..184192]	[ssu_len=1525]	[contig_len=184395]
RS_GCF_004793885.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dubosiella	s__Dubosiella	muris	[locus_tag=NZ_SRYG01000051.1]	[location=1..1266]	[ssu_len=1266]	[contig_len=1396]
RS_GCF_000156655.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemanella	s__Holdemanella	biformis	[locus_tag=NZ_DS996836.1]	[location=3664..5200]	[ssu_len=1537]	[contig_len=5343]
RS_GCF_014306155.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemanella	s__Holdemanella	hominis	[locus_tag=NZ_JACRWH010000085.1]	[location=38..1575]	[ssu_len=1538]	[contig_len=4883]
RS_GCF_009696075.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemanella	s__Holdemanella	porci	[locus_tag=NZ_VUMR01000026.1]	[location=19..1556]	[ssu_len=1538]	[contig_len=25282]
RS_GCF_009696175.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Floccifex	s__Floccifex	porci	[locus_tag=NZ_VUMM01000038.1]	[location=2357..3752]	[ssu_len=1396]	[contig_len=3753]
RS_GCF_003725415.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Absicoccus	s__Absicoccus	porci	[locus_tag=NZ_RJQC01000007.1]	[location=5257..7048]	[ssu_len=1792]	[contig_len=7680]
RS_GCF_014202635.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalicoccus	s__Faecalicoccus	acidiformans	[locus_tag=NZ_JACHHD010000027.1]	[location=140..1674]	[ssu_len=1535]	[contig_len=5078]
RS_GCF_000420345.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalicoccus	s__Faecalicoccus	pleomorphus	[locus_tag=NZ_ATUT01000005.1]	[location=67057..68595]	[ssu_len=1539]	[contig_len=86552]
RS_GCF_000154285.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Amedibacillus	s__Amedibacillus	dolichus	[locus_tag=NZ_DS483473.1]	[location=183993..185529]	[ssu_len=1537]	[contig_len=200149]
RS_GCF_004341945.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Longicatena	s__Longicatena	caecimuris	[locus_tag=NZ_SMBP01000029.1]	[location=70..1604]	[ssu_len=1535]	[contig_len=25935]
RS_GCF_010537335.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Amedibacterium	s__Amedibacterium	intestinale	[locus_tag=NZ_AP019711.1]	[location=291858..293395]	[ssu_len=1538]	[contig_len=2488096]
RS_GCF_012317185.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium_AQ	s__Clostridium_AQ	innocuum	[locus_tag=NZ_CP048838.1-			
RS_GCF_014337235.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Eubacterium_P	s__Eubacterium_P	hominis	[locus_tag=NZ_CP060636.1]	[location=3270951..3272487]	[ssu_len=1537]	[contig_len=3879051]
RS_GCF_009831105.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Copranaerobaculum	s__Copranaerobaculum	intestinale	[locus_tag=NZ_WUUQ01000010.1]	[location=22..1562]	[ssu_len=1541]	[contig_len=4945]
RS_GCF_900199515.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Massilicoli	s__Massilicoli	timonensis	[locus_tag=NZ_LT963434.1]	[location=14..1545]	[ssu_len=1532]	[contig_len=2090366]
RS_GCF_004365815.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Breznakia	s__Breznakia	blatticola	[locus_tag=NZ_SODD01000077.1]	[location=2562..3713]	[ssu_len=1152]	[contig_len=3713]
RS_GCF_030814225.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Breznakia	s__Breznakia	pachnodae	[locus_tag=NZ_JAUSUR010000019.1]	[location=41..1601]	[ssu_len=1561]	[contig_len=1788]
RS_GCF_000313565.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dielma	s__Dielma	fastidiosa	[locus_tag=NZ_HE578936.1]	[location=3369..4899]	[ssu_len=1531]	[contig_len=5010]
RS_GCF_900104665.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Traorella	s__Traorella	massiliensis	[locus_tag=NZ_LT629963.1]	[location=166..1698]	[ssu_len=1533]	[contig_len=41269]
RS_GCF_009767585.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Coprobacillus	s__Coprobacillus	cateniformis	[locus_tag=NZ_WSNW01000001.1]	[location=1909707..1911228]	[ssu_len=1522]	[contig_len=3607461]
RS_GCF_004343035.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Longibaculum	s__Longibaculum	muris	[locus_tag=NZ_SMCQ01000045.1]	[location=3345..4866]	[ssu_len=1522]	[contig_len=4958]
RS_GCF_000455285.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Stoquefichus	s__Stoquefichus	massiliensis	[locus_tag=NZ_HG005304.1]	[location=3377..4518]	[ssu_len=1142]	[contig_len=4520]
GB_GCA_019117525.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Allocoprobacillus	s__Allocoprobacillus	merdigallinarum	[locus_tag=DWZO01000050.1]	[location=54922..55249]	[ssu_len=328]	[contig_len=55249]
RS_GCF_024399475.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Allocoprobacillus	s__Allocoprobacillus	halotolerans	[locus_tag=NZ_CP101620.1]	[location=2639471..2640990]	[ssu_len=1520]	[contig_len=2931225]
RS_GCF_025148785.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Catenibacterium	s__Catenibacterium	mitsuokai	[locus_tag=NZ_CP102271.1-			
RS_GCF_014306455.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Catenibacterium	s__Catenibacterium	faecis	[locus_tag=NZ_JACRWG010000091.1]	[location=3297..4821]	[ssu_len=1525]	[contig_len=4912]
RS_GCF_003925875.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Intestinibaculum	s__Intestinibaculum	porci	[locus_tag=NZ_AP019309.1-			
RS_GCF_000340375.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Eggerthia	s__Eggerthia	catenaformis	[locus_tag=NZ_KB446646.1]	[location=501914..503456]	[ssu_len=1543]	[contig_len=506876]
RS_GCF_009695655.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Sharpea	s__Sharpea	porci	[locus_tag=NZ_VUNM01000001.1]	[location=8..1011]	[ssu_len=1004]	[contig_len=244663]
RS_GCF_014131695.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Thomasclavelia	s__Thomasclavelia	ramosa	[locus_tag=NZ_CP036346.1]	[location=1127017..1128540]	[ssu_len=1524]	[contig_len=3247604]
RS_GCF_025149465.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Thomasclavelia	s__Thomasclavelia	spiroformis	[locus_tag=NZ_CP102275.1]	[location=639914..641435]	[ssu_len=1522]	[contig_len=2528470]
RS_GCF_900102365.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Thomasclavelia	s__Thomasclavelia	cocleata	[locus_tag=NZ_FOIN01000080.1]	[location=109..1632]	[ssu_len=1524]	[contig_len=3444]
RS_GCF_000686665.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Thomasclavelia	s__Thomasclavelia	saccharogumia	[locus_tag=NZ_JMLH01000122.1]	[location=99..1620]	[ssu_len=1522]	[contig_len=2197]
RS_GCF_003024675.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Faecalibacillus	s__Faecalibacillus	faecis	[locus_tag=NZ_PYLP01000049.1]	[location=25..1340]	[ssu_len=1316]	[contig_len=1429]
RS_GCF_003024685.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Faecalibacillus	s__Faecalibacillus	intestinalis	[locus_tag=NZ_PYLQ01000039.1]	[location=106..1528]	[ssu_len=1423]	[contig_len=4650]
GB_GCA_016901755.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Faecalibacillus	s__Faecalibacillus	spiroformis_A	[locus_tag=JACJKV010000061.1]	[location=4..1402]	[ssu_len=1399]	[contig_len=1885]
RS_GCF_021054785.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Tannockella	s__Tannockella	kyphosi	[locus_tag=NZ_CP088239.1]	[location=464408..465929]	[ssu_len=1522]	[contig_len=2260890]
RS_GCF_000829905.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Beduini	s__Beduini	massiliensis	[locus_tag=NZ_CDPP01000002.1]	[location=337752..339274]	[ssu_len=1523]	[contig_len=339278]
GB_GCA_017694135.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RFN20	f__CAG-288	g__Scatoplasma	s__Scatoplasma	merdavium	[locus_tag=JADING010000090.1]	[location=10108..11639]	[ssu_len=1532]	[contig_len=13774]
RS_GCF_016865445.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Mariniplasma	s__Mariniplasma	anaerobium	[locus_tag=NZ_AP024412.1]	[location=227391..228909]	[ssu_len=1519]	[contig_len=1885846]
RS_GCF_900660745.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Haploplasma	s__Haploplasma	axanthum	[locus_tag=NZ_LR215048.1]	[location=631164..632684]	[ssu_len=1521]	[contig_len=1883099]
RS_GCF_000687835.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Haploplasma	s__Haploplasma	modicum	[locus_tag=NZ_JHYB01000010.1]	[location=72..1409]	[ssu_len=1338]	[contig_len=1435]
RS_GCF_000687735.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	s__Acholeplasma	equifetale	[locus_tag=NZ_JHXL01000026.1]	[location=2..1008]	[ssu_len=1007]	[contig_len=1008]
RS_GCF_900660755.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	s__Acholeplasma	hippikon	[locus_tag=NZ_LR215050.1]	[location=1278039..1279543]	[ssu_len=1505]	[contig_len=1456175]
RS_GCF_017052655.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	s__Acholeplasma	equirhinis	[locus_tag=NZ_JAFIDC010000004.1]	[location=1..1252]	[ssu_len=1252]	[contig_len=4362]
RS_GCF_000526235.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	s__Acholeplasma	granularum	[locus_tag=NZ_JAFR01000008.1]	[location=163708..165065]	[ssu_len=1358]	[contig_len=165065]
GB_GCA_030166555.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	s__Acholeplasma	laidlawii_A	[locus_tag=CP126461.1]	[location=71973..73472]	[ssu_len=1500]	[contig_len=1460073]
RS_GCF_000018785.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	s__Acholeplasma	laidlawii	[locus_tag=NC_010163.1]	[location=73499..75000]	[ssu_len=1502]	[contig_len=1496992]
RS_GCF_900166985.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	s__Acholeplasma	oculi	[locus_tag=NZ_FUZK01000001.1]	[location=845772..847272]	[ssu_len=1501]	[contig_len=847308]
RS_GCF_000968055.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Alteracholeplasma	s__Alteracholeplasma	palmae	[locus_tag=NC_022538.1]	[location=296640..298152]	[ssu_len=1513]	[contig_len=1554229]
RS_GCF_000495255.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Phytoplasma	s__Phytoplasma	tritici	[locus_tag=NZ_AVAO01000003.1]	[location=256261..257790]	[ssu_len=1530]	[contig_len=345813]
GB_GCA_000009845.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Phytoplasma	s__Phytoplasma	asteris	[locus_tag=AP006628.2]	[location=555986..557515]	[ssu_len=1530]	[contig_len=853092]
RS_GCF_016876135.2	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Phytoplasma	s__Phytoplasma	meliae	[locus_tag=NZ_JACAOD020000001.1]	[location=52110..53639]	[ssu_len=1530]	[contig_len=137693]
GB_GCA_000069925.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Phytoplasma	s__Phytoplasma	australiense	[locus_tag=AM422018.1]	[location=863579..865106]	[ssu_len=1528]	[contig_len=879959]
