#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-36A0BE5FC7C4AF6C-23FDB0AC43438DB5
#datatype	hitsConcise Results(Superfamily only)
#status	0
#Start time	2023-05-27T23:15:41	Run time	0:00:02:28
#status	success

Num	Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
305	ATC65746.1 flagellar motor protein MotA [Nibricoccus aquaticus]	superfamily	444982	9	224	1.97027e-44	147.779	cl00568	MotA_ExbB superfamily	 - 	 - 
306	AVM45096.1 hypothetical protein C5Q97_10465 [Victivallales bacterium CCUG 44730]	superfamily	223881	18	240	7.79948e-41	139.755	cl42820	TolQ superfamily	 - 	 - 
307	AKJ63346.1 Biopolymer transport protein ExbB [Kiritimatiella glycovorans]	superfamily	223881	24	243	3.74346e-38	132.436	cl42820	TolQ superfamily	 - 	 - 
308	ALA61164.1 MotA/TolQ/ExbB proton channel [Nitrospira moscoviensis]	superfamily	223881	14	221	6.56504e-44	147.844	cl42820	TolQ superfamily	 - 	 - 
309	QSR84055.1 MotA/TolQ/ExbB proton channel family protein [Methylacidimicrobium sp. B4]	superfamily	444982	41	233	1.45388e-36	128.134	cl00568	MotA_ExbB superfamily	 - 	 - 
310	ALJ56928.1 Biopolymer transport protein ExbB [Candidatus Xiphinematobacter sp. Idaho Grape]	superfamily	444982	33	249	9.84278e-37	129.29	cl00568	MotA_ExbB superfamily	 - 	 - 
311	BDB95989.1 hypothetical protein HYD_1220 [Candidatus Hydrogenosomobacter endosymbioticus]	superfamily	444982	14	220	4.04272e-58	183.218	cl00568	MotA_ExbB superfamily	 - 	 - 
312	CCB87689.1 putative uncharacterized protein [Parachlamydia acanthamoebae UV7]	superfamily	223881	17	238	8.12174e-33	118.569	cl42820	TolQ superfamily	 - 	 - 
313	AKL98121.1 putative Transporter, MotA/TolQ/ExbB proton channel family protein [Endomicrobium proavitum]	superfamily	223881	4	207	3.70258e-38	130.895	cl42820	TolQ superfamily	 - 	 - 
314	QJR34845.1 hypothetical protein HKW67_04610 [Gemmatimonas groenlandica]	superfamily	444982	23	242	1.56292e-27	104.637	cl00568	MotA_ExbB superfamily	 - 	 - 
315	BAH38987.1 putative biopolymer transport protein [Gemmatimonas aurantiaca T27]	superfamily	444982	10	229	5.59386e-31	113.497	cl00568	MotA_ExbB superfamily	 - 	 - 
316	AMW06740.1 hypothetical protein GEMMAAP_10105 [Gemmatimonas phototrophica]	superfamily	444982	12	231	7.83216e-28	105.407	cl00568	MotA_ExbB superfamily	 - 	 - 
317	QQS05379.1 MAG: MotA/TolQ/ExbB proton channel family protein [Fibrobacteres bacterium]	superfamily	444982	19	219	2.1311e-25	98.4739	cl00568	MotA_ExbB superfamily	 - 	 - 
318	ACX73814.1 MotA/TolQ/ExbB proton channel [Fibrobacter succinogenes subsp. succinogenes S85]	superfamily	444982	1	210	3.00227e-44	147.394	cl00568	MotA_ExbB superfamily	 - 	 - 
319	CAL35725.1 putative exbB/tolQ family transport protein [Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819]	superfamily	444982	2	139	9.08666e-69	203.474	cl00568	MotA_ExbB superfamily	 - 	 - 
320	ALF47140.1 TonB system transport protein ExbB [Campylobacter concisus]	superfamily	444982	2	137	2.74245e-54	166.88	cl00568	MotA_ExbB superfamily	 - 	 - 
321	ADN08701.1 outer membrane transport energization protein ExbB [Sulfurimonas autotrophica DSM 16294]	superfamily	444982	12	136	2.40412e-41	134.524	cl00568	MotA_ExbB superfamily	 - 	 - 
322	ADD67695.1 tonBsystem energizer ExbB [Denitrovibrio acetiphilus DSM 12809]	superfamily	444982	4	133	6.04269e-35	117.96	cl00568	MotA_ExbB superfamily	 - 	 - 
323	SLM48220.1 Biopolymer transport protein ExbB [Nitrospira japonica]	superfamily	444982	2	137	4.93295e-42	136.064	cl00568	MotA_ExbB superfamily	 - 	 - 
324	ALA57346.1 Biopolymer transport protein exbB [Nitrospira moscoviensis]	superfamily	444982	2	137	7.90827e-40	130.287	cl00568	MotA_ExbB superfamily	 - 	 - 
325	AAC07592.1 biopolymer transport exbB [Aquifex aeolicus VF5]	superfamily	444982	5	139	2.86651e-32	111.412	cl00568	MotA_ExbB superfamily	 - 	 - 
326	AHE95642.1 biopolymer transporter ExbB [Thermocrinis ruber]	superfamily	444982	2	121	3.59452e-36	121.042	cl00568	MotA_ExbB superfamily	 - 	 - 
327	ADO46046.1 tonBsystem energizer ExbB [Hydrogenobacter thermophilus TK6]	superfamily	444982	2	136	3.41231e-40	131.442	cl00568	MotA_ExbB superfamily	 - 	 - 
328	ABC78648.1 tolQ protein [Syntrophus aciditrophicus SB]	superfamily	444982	2	137	3.02864e-41	134.138	cl00568	MotA_ExbB superfamily	 - 	 - 
329	BAC90343.1 MotA/TolQ/ExbB family proton channel protein [Gloeobacter violaceus PCC 7421]	superfamily	223881	1	200	1.62206e-27	103.546	cl42820	TolQ superfamily	 - 	 - 
330	BAC89328.1 glr1387 [Gloeobacter violaceus PCC 7421]	superfamily	223881	1	200	1.62206e-27	103.546	cl42820	TolQ superfamily	 - 	 - 
331	QZZ23337.1 MotA/TolQ/ExbB proton channel family protein [Leptothermofonsia sichuanensis PKUACSCTE412]	superfamily	223881	1	198	9.59806e-28	104.317	cl42820	TolQ superfamily	 - 	 - 
332	QIZ70555.1 MotA/TolQ/ExbB proton channel family protein [Oxynema aestuarii AP17]	superfamily	223881	1	205	2.69702e-35	123.962	cl42820	TolQ superfamily	 - 	 - 
333	UNU17462.1 MotA/TolQ/ExbB proton channel family protein [Microcoleus vaginatus PCC 9802]	superfamily	223881	5	203	1.21131e-51	165.949	cl42820	TolQ superfamily	 - 	 - 
334	QZZ22141.1 MotA/TolQ/ExbB proton channel family protein [Leptothermofonsia sichuanensis PKUACSCTE412]	superfamily	223881	6	207	1.89006e-33	119.339	cl42820	TolQ superfamily	 - 	 - 
335	QZZ21680.1 MotA/TolQ/ExbB proton channel family protein [Leptothermofonsia sichuanensis PKUACSCTE412]	superfamily	223881	5	206	5.52511e-47	154.393	cl42820	TolQ superfamily	 - 	 - 
336	UNU18280.1 MotA/TolQ/ExbB proton channel family protein [Microcoleus vaginatus PCC 9802]	superfamily	223881	1	203	1.69412e-27	105.087	cl42820	TolQ superfamily	 - 	 - 
337	QZZ19520.1 MotA/TolQ/ExbB proton channel family protein [Leptothermofonsia sichuanensis PKUACSCTE412]	superfamily	223881	27	202	8.37409e-29	107.398	cl42820	TolQ superfamily	 - 	 - 
338	QIZ71789.1 MotA/TolQ/ExbB proton channel family protein [Oxynema aestuarii AP17]	superfamily	223881	1	203	7.34963e-54	173.267	cl42820	TolQ superfamily	 - 	 - 
339	QJE97567.1 MotA/TolQ/ExbB proton channel family protein [Luteolibacter luteus]	superfamily	223881	14	208	7.16536e-28	105.087	cl42820	TolQ superfamily	 - 	 - 
340	QSR85862.1 MotA/TolQ/ExbB proton channel family protein [Methylacidimicrobium sp. B4]	superfamily	223881	5	205	2.42443e-21	87.753	cl42820	TolQ superfamily	 - 	 - 
341	QSR84237.1 MotA/TolQ/ExbB proton channel family protein [Methylacidimicrobium sp. B4]	superfamily	223881	1	194	2.47502e-13	66.1818	cl42820	TolQ superfamily	 - 	 - 
342	QSR83870.1 MotA/TolQ/ExbB proton channel family protein [Methylacidimicrobium sp. B4]	superfamily	223881	1	199	5.53775e-19	81.5898	cl42820	TolQ superfamily	 - 	 - 
343	AWI08882.1 flagellar motor protein MotA [Ereboglobus luteus]	superfamily	223881	22	213	5.74788e-30	110.48	cl42820	TolQ superfamily	 - 	 - 
344	ATC64798.1 flagellar motor protein MotA [Nibricoccus aquaticus]	superfamily	223881	8	206	1.69228e-33	119.725	cl42820	TolQ superfamily	 - 	 - 
345	ATC62712.1 flagellar motor protein MotA [Nibricoccus aquaticus]	superfamily	223881	6	214	3.82914e-30	110.865	cl42820	TolQ superfamily	 - 	 - 
346	ACB75629.1 MotA/TolQ/ExbB proton channel [Opitutus terrae PB901]	superfamily	223881	18	213	3.83644e-37	128.969	cl42820	TolQ superfamily	 - 	 - 
347	EKT88184.1 biopolymer transporter [Leptospira santarosai serovar Shermani str. LT 821]	superfamily	223881	59	252	1.56667e-43	147.074	cl42820	TolQ superfamily	 - 	 - 
348	BCB95942.1 biopolymer transporter ExbB [Dissulfurispira thermophila]	superfamily	223881	1	172	4.0706e-31	112.021	cl42820	TolQ superfamily	 - 	 - 
349	ADG92738.1 MotA/TolQ/ExbB proton channel [Arcobacter nitrofigilis DSM 7299]	superfamily	223881	45	164	6.21201e-27	100.85	cl42820	TolQ superfamily	N	 - 
350	ADG92304.1 MotA/TolQ/ExbB proton channel [Arcobacter nitrofigilis DSM 7299]	superfamily	444982	59	148	2.21839e-24	91.0148	cl00568	MotA_ExbB superfamily	N	 - 
351	BBM36826.1 MotA/TolQ/ExbB proton channel [Pseudoleptotrichia goodfellowii]	superfamily	223881	1	208	6.19091e-43	143.607	cl42820	TolQ superfamily	 - 	 - 
352	ACV38437.1 MotA/TolQ/ExbB proton channel [Leptotrichia buccalis C1013b]	superfamily	223881	1	207	1.97129e-39	134.362	cl42820	TolQ superfamily	 - 	 - 
353	QQS88170.1 MotA/TolQ/ExbB proton channel family protein [Fusobacterium canifelinum]	superfamily	223881	1	203	1.37812e-51	165.178	cl42820	TolQ superfamily	 - 	 - 
354	AVQ28424.1 MotA/TolQ/ExbB proton channel family protein [Fusobacterium ulcerans]	superfamily	223881	1	203	8.36549e-45	147.844	cl42820	TolQ superfamily	 - 	 - 
355	AVQ29523.1 MotA/TolQ/ExbB proton channel family protein [Fusobacterium ulcerans]	superfamily	223881	5	200	6.58905e-44	145.918	cl42820	TolQ superfamily	 - 	 - 
356	QQS88496.1 MotA/TolQ/ExbB proton channel family protein [Fusobacterium canifelinum]	superfamily	223881	1	202	2.21691e-51	164.793	cl42820	TolQ superfamily	 - 	 - 
357	AVQ29260.1 MotA/TolQ/ExbB proton channel family protein [Fusobacterium ulcerans]	superfamily	223881	1	206	6.50814e-36	125.117	cl42820	TolQ superfamily	 - 	 - 
358	CCB87487.1 putative uncharacterized protein [Parachlamydia acanthamoebae UV7]	superfamily	444982	80	195	2.1968e-31	111.045	cl00568	MotA_ExbB superfamily	 - 	 - 
359	AVM45415.1 biopolymer transporter ExbB [Victivallales bacterium CCUG 44730]	superfamily	223881	5	206	4.33083e-29	107.783	cl42820	TolQ superfamily	 - 	 - 
360	AKJ65567.1 Biopolymer transport protein ExbB [Kiritimatiella glycovorans]	superfamily	223881	69	201	5.20662e-27	102.391	cl42820	TolQ superfamily	N	 - 
361	ADY58081.1 MotA/TolQ/ExbB proton channel [Rubinisphaera brasiliensis DSM 5305]	superfamily	223881	77	271	4.16971e-29	110.095	cl42820	TolQ superfamily	 - 	 - 
362	QDU25322.1 Biopolymer transport protein ExbB [Anatilimnocola aggregata]	superfamily	444982	130	247	1.14696e-26	100.26	cl00568	MotA_ExbB superfamily	 - 	 - 
363	ADB18835.1 MotA/TolQ/ExbB proton channel [Pirellula staleyi DSM 6068]	superfamily	444982	140	257	1.12307e-25	97.9484	cl00568	MotA_ExbB superfamily	 - 	 - 
364	QDU98188.1 Biopolymer transport protein ExbB [Lignipirellula cremea]	superfamily	444982	146	263	5.57013e-34	119.52	cl00568	MotA_ExbB superfamily	 - 	 - 
365	CAD73493.1 probable tolQ protein [Rhodopirellula baltica SH 1]	superfamily	444982	115	232	1.8313e-29	107.193	cl00568	MotA_ExbB superfamily	 - 	 - 
366	AOO66288.1 ferric siderophore transport system, biopolymer transport protein ExbB [Sulfurospirillum halorespirans DSM 13726]	superfamily	444982	4	137	1.14189e-43	140.302	cl00568	MotA_ExbB superfamily	 - 	 - 
367	AAC07752.1 TolQlike protein [Aquifex aeolicus VF5]	superfamily	223881	1	204	2.70283e-46	151.696	cl42820	TolQ superfamily	 - 	 - 
368	ADC89509.1 MotA/TolQ/ExbB proton channel [Thermocrinis albus DSM 14484]	superfamily	223881	4	202	6.28813e-34	120.11	cl42820	TolQ superfamily	 - 	 - 
369	AHE96346.1 TolQ [Thermocrinis ruber]	superfamily	223881	1	184	1.84899e-36	126.658	cl42820	TolQ superfamily	 - 	 - 
370	ADO44512.1 MotA/TolQ/ExbB proton channel [Hydrogenobacter thermophilus TK6]	superfamily	223881	3	204	1.91886e-29	108.554	cl42820	TolQ superfamily	 - 	 - 
371	CCW36281.1 Biopolymer transport proteins [Chthonomonas calidirosea T49]	superfamily	223881	11	206	2.26716e-39	133.977	cl42820	TolQ superfamily	 - 	 - 
372	AIE86461.1 MotA/TolQ/ExbB proton channel [Fimbriimonas ginsengisoli Gsoil 348]	superfamily	223881	3	200	4.03063e-40	135.903	cl42820	TolQ superfamily	 - 	 - 
373	BCI63565.1 biopolymer transporter ExbB [Coprobacter secundus subsp. similis]	superfamily	223881	31	229	1.61725e-36	127.814	cl42820	TolQ superfamily	 - 	 - 
374	AKD04823.1 biopolymer transporter ExbB [Pontibacter korlensis]	superfamily	223881	33	234	2.10544e-33	119.725	cl42820	TolQ superfamily	 - 	 - 
375	QDU98468.1 Biopolymer transport protein ExbB [Lignipirellula cremea]	superfamily	223881	43	224	2.14296e-25	99.309	cl42820	TolQ superfamily	 - 	 - 
376	ADY61978.1 MotA/TolQ/ExbB proton channel [Rubinisphaera brasiliensis DSM 5305]	superfamily	223881	26	222	5.85607e-29	108.169	cl42820	TolQ superfamily	 - 	 - 
377	QAT17590.1 ferric siderophore transport system, biopolymer transport protein ExbB [Candidatus Velamenicoccus archaeovorus]	superfamily	223881	1	203	1.50125e-30	111.25	cl42820	TolQ superfamily	 - 	 - 
378	QDU93364.1 Biopolymer transport protein ExbB [Lignipirellula cremea]	superfamily	223881	56	264	3.54066e-21	89.2938	cl42820	TolQ superfamily	 - 	 - 
379	QDU25761.1 Biopolymer transport protein ExbB [Anatilimnocola aggregata]	superfamily	223881	56	238	1.73741e-30	113.176	cl42820	TolQ superfamily	 - 	 - 
380	ADB17134.1 MotA/TolQ/ExbB proton channel [Pirellula staleyi DSM 6068]	superfamily	223881	46	254	1.61204e-17	78.8934	cl42820	TolQ superfamily	 - 	 - 
381	EKT86397.1 biopolymer transporter ExbB [Leptospira santarosai serovar Shermani str. LT 821]	superfamily	223881	21	195	7.96407e-32	114.717	cl42820	TolQ superfamily	 - 	 - 
382	CCG56832.1 biopolymer transport protein ExbB [Brachyspira pilosicoli WesB]	superfamily	223881	17	207	3.27071e-22	89.679	cl42820	TolQ superfamily	 - 	 - 
383	AEM22241.1 biopolymer transport protein ExbB [Brachyspira intermedia PWS/A]	superfamily	223881	14	200	6.08384e-25	96.9978	cl42820	TolQ superfamily	 - 	 - 
384	AQU99646.1 MotA [Desulfococcus multivorans]	superfamily	223881	264	463	4.91671e-40	143.222	cl42820	TolQ superfamily	 - 	 - 
385	AKJ64362.1 Biopolymer transport protein ExbB [Kiritimatiella glycovorans]	superfamily	223881	1	201	8.1874e-38	130.51	cl42820	TolQ superfamily	 - 	 - 
386	QTD53280.1 MotA/TolQ/ExbB proton channel family protein [Sulfidibacter corallicola]	superfamily	444982	71	185	8.4931e-35	119.52	cl00568	MotA_ExbB superfamily	 - 	 - 
387	ALW88052.1 biopolymer transporter [Deinococcus actinosclerus]	superfamily	223881	1	205	8.22499e-41	138.599	cl42820	TolQ superfamily	 - 	 - 
388	ADV67905.1 MotA/TolQ/ExbB proton channel [Deinococcus maricopensis DSM 21211]	superfamily	223881	1	202	1.17199e-36	127.814	cl42820	TolQ superfamily	 - 	 - 
389	AEB12216.1 MotA/TolQ/ExbB proton channel [Marinithermus hydrothermalis DSM 14884]	superfamily	223881	20	193	8.06614e-32	114.717	cl42820	TolQ superfamily	 - 	 - 
390	ADI15492.1 MotA/TolQ/ExbB proton channel [Truepera radiovictrix DSM 17093]	superfamily	223881	1	192	1.05226e-42	143.992	cl42820	TolQ superfamily	 - 	 - 
391	ACX74513.1 MotA/TolQ/ExbB proton channel [Fibrobacter succinogenes subsp. succinogenes S85]	superfamily	444982	417	515	2.66183e-33	122.601	cl00568	MotA_ExbB superfamily	 - 	 - 
392	BAS27557.1 MotA/TolQ/ExbB proton channel family protein [Limnochorda pilosa]	superfamily	223881	1	197	4.20716e-30	110.095	cl42820	TolQ superfamily	 - 	 - 
393	ADY81529.1 hypothetical protein BDGL_000943 [Acinetobacter pittii PHEA2]	superfamily	223881	1	196	1.93868e-45	149.77	cl42820	TolQ superfamily	 - 	 - 
394	AAG06371.1 probable tolQtype transport protein [Pseudomonas aeruginosa PAO1]	superfamily	223881	1	201	4.68893e-52	166.719	cl42820	TolQ superfamily	 - 	 - 
395	QKS29102.1 MAG: MotA/TolQ/ExbB proton channel family protein [Candidatus Accumulibacter similis]	superfamily	223881	1	198	2.05196e-44	147.074	cl42820	TolQ superfamily	 - 	 - 
396	ATU65616.1 MotA/TolQ/ExbB proton channel family protein [Rhizobacter gummiphilus]	superfamily	223881	1	195	2.76162e-47	154.778	cl42820	TolQ superfamily	 - 	 - 
397	UBQ05954.1 MotA/TolQ/ExbB proton channel family protein [Tepidimonas taiwanensis]	superfamily	223881	1	206	4.63899e-38	130.895	cl42820	TolQ superfamily	 - 	 - 
398	APW42522.1 flagellar motor protein MotA [Rhodoferax saidenbachensis]	superfamily	223881	1	193	7.17292e-41	138.214	cl42820	TolQ superfamily	 - 	 - 
399	AWV88047.1 MotA/TolQ/ExbB proton channel family protein [Bradymonas sediminis]	superfamily	223881	9	206	2.96355e-31	114.332	cl42820	TolQ superfamily	 - 	 - 
400	ATX81215.1 biopolymer transport protein ExbB [Mariprofundus ferrinatatus]	superfamily	223881	1	188	3.76454e-36	125.888	cl42820	TolQ superfamily	 - 	 - 
401	ATX80498.1 biopolymer transport protein ExbB [Mariprofundus aestuarium]	superfamily	223881	1	188	2.93992e-35	123.577	cl42820	TolQ superfamily	 - 	 - 
402	QTD50766.1 MotA/TolQ/ExbB proton channel family protein [Sulfidibacter corallicola]	superfamily	223881	1	188	1.22884e-31	114.332	cl42820	TolQ superfamily	 - 	 - 
403	USF25003.1 Biopolymer transport protein ExbB [Mucispirillum schaedleri ASF457]	superfamily	223881	1	197	8.06001e-24	93.9162	cl42820	TolQ superfamily	 - 	 - 
404	AEI15149.1 MotA/TolQ/ExbB proton channel [Flexistipes sinusarabici DSM 4947]	superfamily	223881	1	197	1.71547e-40	137.059	cl42820	TolQ superfamily	 - 	 - 
405	QAR32927.1 MotA/TolQ/ExbB proton channel family protein [Geovibrio thiophilus]	superfamily	223881	6	205	1.71301e-39	134.362	cl42820	TolQ superfamily	 - 	 - 
406	ADD67874.1 MotA/TolQ/ExbB proton channel [Denitrovibrio acetiphilus DSM 12809]	superfamily	223881	4	201	2.50058e-29	108.169	cl42820	TolQ superfamily	 - 	 - 
407	QAT17178.1 hypothetical protein BU251_05250 [Candidatus Velamenicoccus archaeovorus]	superfamily	223881	27	231	1.23687e-12	64.641	cl42820	TolQ superfamily	 - 	 - 
408	EKT87417.1 flagellar motor protein MotA [Leptospira santarosai serovar Shermani str. LT 821]	superfamily	444982	100	169	2.85178e-16	71.3696	cl00568	MotA_ExbB superfamily	N	 - 
409	QAR33783.1 MotA/TolQ/ExbB proton channel family protein [Geovibrio thiophilus]	superfamily	444982	29	157	9.32117e-20	79.844	cl00568	MotA_ExbB superfamily	 - 	 - 
410	ADD67745.1 MotA/TolQ/ExbB proton channel [Denitrovibrio acetiphilus DSM 12809]	superfamily	444982	31	156	1.38816e-16	71.3696	cl00568	MotA_ExbB superfamily	 - 	 - 
411	ACX75330.1 MotA/TolQ/ExbB proton channel [Fibrobacter succinogenes subsp. succinogenes S85]	superfamily	444982	59	159	2.82171e-28	102.186	cl00568	MotA_ExbB superfamily	 - 	 - 
412	QEO41299.1 MotA/TolQ/ExbB proton channel family protein [Vibrio cholerae]	superfamily	223881	262	446	1.15213e-35	131.281	cl42820	TolQ superfamily	 - 	 - 
413	BAC61495.1 biopolymer transport protein ExbBrelated protein [Vibrio parahaemolyticus RIMD 2210633]	superfamily	223881	260	438	8.86879e-35	128.969	cl42820	TolQ superfamily	 - 	 - 
414	BAC58429.1 putative TolR [Vibrio parahaemolyticus RIMD 2210633]	superfamily	444982	315	430	2.92197e-30	113.356	cl00568	MotA_ExbB superfamily	 - 	 - 
415	ADG92231.1 MotA/TolQ/ExbB proton channel [Arcobacter nitrofigilis DSM 7299]	superfamily	444982	332	421	1.33303e-29	111.43	cl00568	MotA_ExbB superfamily	N	 - 
416	SEH93354.1 mota/tolq/exbb proton channel family [Akkermansia glycaniphila]	superfamily	444982	133	230	1.4089e-23	92.1704	cl00568	MotA_ExbB superfamily	 - 	 - 
417	QVL32859.1 MotA/TolQ/ExbB proton channel family protein [Telmatocola sphagniphila]	superfamily	223881	14	206	1.60822e-15	72.345	cl42820	TolQ superfamily	 - 	 - 
418	UAK42981.1 MotA/TolQ/ExbB proton channel family protein [Bacteroides nordii]	superfamily	444982	128	245	3.87461e-22	88.3184	cl00568	MotA_ExbB superfamily	 - 	 - 
419	ADV63710.1 MotA/TolQ/ExbB proton channel [Isosphaera pallida ATCC 43644]	superfamily	223881	11	212	1.98472e-15	72.345	cl42820	TolQ superfamily	 - 	 - 
420	ADY58078.1 MotA/TolQ/ExbB proton channel [Rubinisphaera brasiliensis DSM 5305]	superfamily	444982	93	196	9.58092e-23	88.7036	cl00568	MotA_ExbB superfamily	 - 	 - 
421	QDU27583.1 colicin uptake protein TolQ [Anatilimnocola aggregata]	superfamily	223881	22	213	7.11236e-18	78.5082	cl42820	TolQ superfamily	 - 	 - 
422	ADB17385.1 MotA/TolQ/ExbB proton channel [Pirellula staleyi DSM 6068]	superfamily	444982	112	192	3.92783e-20	81.77	cl00568	MotA_ExbB superfamily	N	 - 
423	QDU94732.1 colicin uptake protein TolQ [Lignipirellula cremea]	superfamily	223881	1	196	1.6599e-20	85.4418	cl42820	TolQ superfamily	 - 	 - 
424	CAD76944.1 probable TolQ [Rhodopirellula baltica SH 1]	superfamily	223881	18	205	1.0376e-20	86.5974	cl42820	TolQ superfamily	 - 	 - 
425	QQS05296.1 MAG: MotA/TolQ/ExbB proton channel family protein [Fibrobacteres bacterium]	superfamily	444982	72	189	3.89596e-20	81.77	cl00568	MotA_ExbB superfamily	 - 	 - 
426	QOY89541.1 MotA/TolQ/ExbB proton channel family protein [Paludibaculum fermentans]	superfamily	223881	1	128	3.5687e-14	66.1818	cl42820	TolQ superfamily	N	 - 
427	ACB77180.1 MotA/TolQ/ExbB proton channel [Opitutus terrae PB901]	superfamily	223881	1	195	4.60401e-27	102.005	cl42820	TolQ superfamily	 - 	 - 
428	AWI09431.1 flagellar motor protein MotA [Ereboglobus luteus]	superfamily	444982	94	178	3.55689e-16	71.3696	cl00568	MotA_ExbB superfamily	N	 - 
428	AWI09431.1 flagellar motor protein MotA [Ereboglobus luteus]	superfamily	223881	17	187	8.44053e-14	67.3374	cl42820	TolQ superfamily	 - 	 - 
429	ATC62595.1 flagellar motor protein MotA [Nibricoccus aquaticus]	superfamily	223881	11	190	3.21646e-19	81.5898	cl42820	TolQ superfamily	 - 	 - 
430	SEH78546.1 mota/tolq/exbb proton channel family [Akkermansia glycaniphila]	superfamily	444982	87	180	2.18082e-21	84.8516	cl00568	MotA_ExbB superfamily	 - 	 - 
430	SEH78546.1 mota/tolq/exbb proton channel family [Akkermansia glycaniphila]	superfamily	223881	7	197	6.36335e-20	83.5158	cl42820	TolQ superfamily	 - 	 - 
431	QJE97269.1 MotA/TolQ/ExbB proton channel family protein [Luteolibacter luteus]	superfamily	223881	24	209	5.85633e-26	100.079	cl42820	TolQ superfamily	 - 	 - 
432	ACX75484.1 MotA/TolQ/ExbB proton channel [Fibrobacter succinogenes subsp. succinogenes S85]	superfamily	444982	73	197	5.61911e-17	73.6808	cl00568	MotA_ExbB superfamily	 - 	 - 
433	ARN57240.1 Biopolymer transport protein ExbB [Sedimentisphaera salicampi]	superfamily	444982	82	185	4.4642e-18	76.3772	cl00568	MotA_ExbB superfamily	 - 	 - 
434	AKJ65464.1 colicin uptake protein TolQ [Kiritimatiella glycovorans]	superfamily	223881	94	200	1.08829e-20	85.4418	cl42820	TolQ superfamily	N	 - 
435	QEO43084.1 MotA/TolQ/ExbB proton channel family protein [Vibrio cholerae]	superfamily	223881	12	211	4.7098e-30	110.865	cl42820	TolQ superfamily	 - 	 - 
436	ACX74512.1 MotA/TolQ/ExbB proton channel [Fibrobacter succinogenes subsp. succinogenes S85]	superfamily	444982	112	208	2.6536e-10	55.9616	cl00568	MotA_ExbB superfamily	 - 	 - 
436	ACX74512.1 MotA/TolQ/ExbB proton channel [Fibrobacter succinogenes subsp. succinogenes S85]	superfamily	223881	18	230	2.96921e-10	58.0926	cl42820	TolQ superfamily	 - 	 - 
437	ACX73656.1 MotA/TolQ/ExbB proton channel [Fibrobacter succinogenes subsp. succinogenes S85]	superfamily	223881	6	189	1.08019e-26	101.62	cl42820	TolQ superfamily	 - 	 - 
438	AKJ64799.1 ExbB proton channel family protein [Kiritimatiella glycovorans]	superfamily	444982	106	187	6.64977e-21	83.696	cl00568	MotA_ExbB superfamily	N	 - 
438	AKJ64799.1 ExbB proton channel family protein [Kiritimatiella glycovorans]	superfamily	223881	14	183	1.89894e-17	77.3526	cl42820	TolQ superfamily	 - 	 - 
439	ADD67744.1 MotA/TolQ/ExbB proton channel [Denitrovibrio acetiphilus DSM 12809]	superfamily	223881	247	432	2.58827e-32	122.036	cl42820	TolQ superfamily	 - 	 - 
439	ADD67744.1 MotA/TolQ/ExbB proton channel [Denitrovibrio acetiphilus DSM 12809]	superfamily	224117	23	113	0.000188533	43.9348	cl34174	Smc superfamily	NC	 - 
440	AQU99647.1 MotA [Desulfococcus multivorans]	superfamily	223881	5	198	4.91287e-32	115.873	cl42820	TolQ superfamily	 - 	 - 
441	ADD68376.1 MotA/TolQ/ExbB proton channel [Denitrovibrio acetiphilus DSM 12809]	superfamily	223881	13	198	1.01142e-23	93.531	cl42820	TolQ superfamily	 - 	 - 
442	ADG92230.1 MotA/TolQ/ExbB proton channel [Arcobacter nitrofigilis DSM 7299]	superfamily	444982	80	153	2.39827e-18	75.992	cl00568	MotA_ExbB superfamily	N	 - 
443	BAC58428.1 TonB system transport protein ExbB2 [Vibrio parahaemolyticus RIMD 2210633]	superfamily	444982	72	162	6.3228e-18	74.8364	cl00568	MotA_ExbB superfamily	N	 - 
444	QEO41300.1 MotA/TolQ/ExbB proton channel family protein [Vibrio cholerae]	superfamily	223881	1	180	9.40326e-31	110.865	cl42820	TolQ superfamily	 - 	 - 
445	BAC61496.1 TonB system transport protein ExbB2 [Vibrio parahaemolyticus RIMD 2210633]	superfamily	223881	63	178	2.31376e-24	94.6866	cl42820	TolQ superfamily	N	 - 
446	ARN57520.1 Biopolymer transport protein ExbB [Sedimentisphaera salicampi]	superfamily	444982	148	237	3.59912e-27	101.415	cl00568	MotA_ExbB superfamily	N	 - 
446	ARN57520.1 Biopolymer transport protein ExbB [Sedimentisphaera salicampi]	superfamily	223881	60	255	8.52322e-26	100.465	cl42820	TolQ superfamily	 - 	 - 
447	AGR80198.1 TolQ protein [Anaplasma phagocytophilum str. JM]	superfamily	223881	20	216	1.44171e-33	120.11	cl42820	TolQ superfamily	 - 	 - 
448	AVM88605.1 MotA/TolQ/ExbB proton channel family protein [Chlamydia muridarum str. Nigg]	superfamily	223881	13	230	1.32652e-54	174.038	cl42820	TolQ superfamily	 - 	 - 
449	AAC68198.1 polysaccharide transporter [Chlamydia trachomatis D/UW3/CX]	superfamily	223881	13	230	7.06754e-55	174.808	cl42820	TolQ superfamily	 - 	 - 
