feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1654261	1654407	-							EP01_RS18675	147		
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1654261	1654407	-	WP_011164774.1	WP_011164774.1		hypothetical protein			EP01_RS18675	147	48	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1654404	1655258	-							EP01_RS07885	855		old_locus_tag=EP01_08020
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1654404	1655258	-	WP_038449626.1	WP_038449626.1		tRNA threonylcarbamoyladenosine dehydratase			EP01_RS07885	855	284	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1655236	1656045	-							EP01_RS07890	810		old_locus_tag=EP01_08025
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1655236	1656045	-	WP_038449627.1	WP_038449627.1		TatD family hydrolase			EP01_RS07890	810	269	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1656126	1657184	+							EP01_RS07895	1059		old_locus_tag=EP01_08030
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1656126	1657184	+	WP_011164777.1	WP_011164777.1		hypothetical protein			EP01_RS07895	1059	352	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1657240	1657878	-							EP01_RS07900	639		old_locus_tag=EP01_08035
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1657240	1657878	-	WP_038449629.1	WP_038449629.1		DedA family protein			EP01_RS07900	639	212	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1658011	1658862	+							EP01_RS07905	852		old_locus_tag=EP01_08040
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1658011	1658862	+	WP_038449630.1	WP_038449630.1		RluA family pseudouridine synthase			EP01_RS07905	852	283	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1658859	1659779	-							EP01_RS07910	921		old_locus_tag=EP01_08045
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1658859	1659779	-	WP_011164780.1	WP_011164780.1		hypothetical protein			EP01_RS07910	921	306	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1659929	1661116	+							EP01_RS07915	1188		old_locus_tag=EP01_08050
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1659929	1661116	+	WP_011164781.1	WP_011164781.1		endonuclease/exonuclease/phosphatase family protein			EP01_RS07915	1188	395	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1661188	1662138	-							EP01_RS07920	951		old_locus_tag=EP01_08055
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1661188	1662138	-	WP_144313850.1	WP_144313850.1		hypothetical protein			EP01_RS07920	951	316	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1662222	1663403	-							EP01_RS07925	1182		old_locus_tag=EP01_08060
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1662222	1663403	-	WP_011164783.1	WP_011164783.1		RNA methyltransferase			EP01_RS07925	1182	393	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1663405	1664424	-							EP01_RS07930	1020		old_locus_tag=EP01_08065
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1663405	1664424	-	WP_226988171.1	WP_226988171.1		hypothetical protein			EP01_RS07930	1020	339	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1664485	1666818	-							EP01_RS07935	2334		old_locus_tag=EP01_08070
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1664485	1666818	-	WP_144313851.1	WP_144313851.1		hypothetical protein			EP01_RS07935	2334	777	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1666808	1668175	-							EP01_RS07940	1368		old_locus_tag=EP01_08075
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1666808	1668175	-	WP_011164786.1	WP_011164786.1		hypothetical protein			EP01_RS07940	1368	455	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1668371	1669342	+							EP01_RS07945	972		old_locus_tag=EP01_08080
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1668371	1669342	+	WP_144313970.1	WP_144313970.1		glycosyltransferase family 9 protein			EP01_RS07945	972	323	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1669339	1670631	+							EP01_RS07950	1293		old_locus_tag=EP01_08085
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1669339	1670631	+	WP_011164788.1	WP_011164788.1		hypothetical protein			EP01_RS07950	1293	430	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1670828	1671850	-							EP01_RS07955	1023		old_locus_tag=EP01_08090
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1670828	1671850	-	WP_011164789.1	WP_011164789.1		hypothetical protein			EP01_RS07955	1023	340	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1671853	1673448	-							EP01_RS07960	1596		old_locus_tag=EP01_08095
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1671853	1673448	-	WP_038449631.1	WP_038449631.1		hypothetical protein			EP01_RS07960	1596	531	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1673445	1674152	-							EP01_RS07965	708		old_locus_tag=EP01_08100
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1673445	1674152	-	WP_011164791.1	WP_011164791.1		outer membrane beta-barrel domain-containing protein			EP01_RS07965	708	235	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1674149	1675309	-							EP01_RS07970	1161		old_locus_tag=EP01_08105
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1674149	1675309	-	WP_038449633.1	WP_038449633.1		hypothetical protein			EP01_RS07970	1161	386	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1675313	1676443	-							EP01_RS07975	1131		old_locus_tag=EP01_08110
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1675313	1676443	-	WP_038449635.1	WP_038449635.1		AgmX/PglI C-terminal domain-containing protein			EP01_RS07975	1131	376	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1676440	1676706	-							EP01_RS07980	267		old_locus_tag=EP01_08115
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1676440	1676706	-	WP_038449636.1	WP_038449636.1		hypothetical protein			EP01_RS07980	267	88	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1676703	1679693	-							EP01_RS07985	2991		old_locus_tag=EP01_08120
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1676703	1679693	-	WP_038449638.1	WP_038449638.1		tetratricopeptide repeat protein			EP01_RS07985	2991	996	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1679746	1680243	-							EP01_RS07990	498		old_locus_tag=EP01_08125
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1679746	1680243	-	WP_226988172.1	WP_226988172.1		biopolymer transporter ExbD			EP01_RS07990	498	165	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1680254	1680709	-							EP01_RS07995	456		old_locus_tag=EP01_08130
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1680254	1680709	-	WP_011164797.1	WP_011164797.1		biopolymer transporter ExbD			EP01_RS07995	456	151	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1680726	1681430	-							EP01_RS08000	705		old_locus_tag=EP01_08135
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1680726	1681430	-	WP_038449640.1	WP_038449640.1		MotA/TolQ/ExbB proton channel family protein			EP01_RS08000	705	234	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1681814	1682206	+							EP01_RS08005	393		old_locus_tag=EP01_08140
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1681814	1682206	+	WP_038449642.1	WP_038449642.1		hypothetical protein			EP01_RS08005	393	130	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1682335	1682841	+							EP01_RS08010	507		old_locus_tag=EP01_08145
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1682335	1682841	+	WP_038449644.1	WP_038449644.1		hypothetical protein			EP01_RS08010	507	168	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1682873	1683892	-							EP01_RS08015	1020		old_locus_tag=EP01_08150
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1682873	1683892	-	WP_038449646.1	WP_038449646.1		HNH endonuclease			EP01_RS08015	1020	339	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1684157	1685290	+							EP01_RS08020	1134		old_locus_tag=EP01_08155
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1684157	1685290	+	WP_038449648.1	WP_038449648.1		hypothetical protein			EP01_RS08020	1134	377	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1685277	1688573	+							EP01_RS08025	3297		old_locus_tag=EP01_08160
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1685277	1688573	+	WP_038449650.1	WP_038449650.1		hypothetical protein			EP01_RS08025	3297	1098	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1688639	1689250	+							EP01_RS08030	612		old_locus_tag=EP01_08165
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1688639	1689250	+	WP_048349864.1	WP_048349864.1		hypothetical protein			EP01_RS08030	612	203	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1689297	1690400	-							EP01_RS08035	1104		old_locus_tag=EP01_08170
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1689297	1690400	-	WP_038449653.1	WP_038449653.1		alkaline phosphatase D family protein			EP01_RS08035	1104	367	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1690496	1691236	-							EP01_RS08040	741		old_locus_tag=EP01_08175
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1690496	1691236	-	WP_226988173.1	WP_226988173.1		helical backbone metal receptor			EP01_RS08040	741	246	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1691404	1692696	+							EP01_RS08045	1293		old_locus_tag=EP01_08180
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1691404	1692696	+	WP_038449656.1	WP_038449656.1		hypothetical protein			EP01_RS08045	1293	430	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1692701	1693543	+							EP01_RS08050	843		old_locus_tag=EP01_08185
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1692701	1693543	+	WP_011164808.1	WP_011164808.1		MBL fold metallo-hydrolase			EP01_RS08050	843	280	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1693544	1694272	-							EP01_RS08055	729		old_locus_tag=EP01_08190
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1693544	1694272	-	WP_144313853.1	WP_144313853.1		hypothetical protein			EP01_RS08055	729	242	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1694342	1695484	+							EP01_RS08060	1143		old_locus_tag=EP01_08195
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1694342	1695484	+	WP_011164810.1	WP_011164810.1		phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase family protein			EP01_RS08060	1143	380	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1695530	1696135	+							EP01_RS08065	606		old_locus_tag=EP01_08200
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1695530	1696135	+	WP_011164811.1	WP_011164811.1		ATP-binding protein			EP01_RS08065	606	201	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1696135	1697913	+							EP01_RS08070	1779		old_locus_tag=EP01_08205
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1696135	1697913	+	WP_038449657.1	WP_038449657.1		hypothetical protein			EP01_RS08070	1779	592	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1697932	1698663	+							EP01_RS08075	732		old_locus_tag=EP01_08210
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1697932	1698663	+	WP_038449658.1	WP_038449658.1		SGNH/GDSL hydrolase family protein			EP01_RS08075	732	243	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1698813	1699286	+							EP01_RS08080	474		old_locus_tag=EP01_08215
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1698813	1699286	+	WP_011164814.1	WP_011164814.1		hypothetical protein			EP01_RS08080	474	157	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1699304	1699864	+							EP01_RS08085	561		old_locus_tag=EP01_08220
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1699304	1699864	+	WP_038449659.1	WP_038449659.1		hypothetical protein			EP01_RS08085	561	186	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1699857	1701035	+							EP01_RS18320	1179		old_locus_tag=EP01_08225
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1699857	1701035	+	WP_051626298.1	WP_051626298.1		GNAT family N-acetyltransferase			EP01_RS18320	1179	392	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1701169	1701399	+							EP01_RS08095	231		old_locus_tag=EP01_08230
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1701169	1701399	+	WP_038449660.1	WP_038449660.1		hypothetical protein			EP01_RS08095	231	76	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1701617	1702009	+							EP01_RS08100	393		old_locus_tag=EP01_08235
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1701617	1702009	+	WP_038449661.1	WP_038449661.1		hypothetical protein			EP01_RS08100	393	130	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1702024	1702203	-							EP01_RS18545	180		
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1702024	1702203	-	WP_144313854.1	WP_144313854.1		hypothetical protein			EP01_RS18545	180	59	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1702454	1703167	-							EP01_RS08105	714		old_locus_tag=EP01_08240
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1702454	1703167	-	WP_038449662.1	WP_038449662.1		hypothetical protein			EP01_RS08105	714	237	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1703164	1705905	-							EP01_RS08110	2742		old_locus_tag=EP01_08245
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1703164	1705905	-	WP_038449664.1	WP_038449664.1		PKD domain-containing protein			EP01_RS08110	2742	913	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1706432	1708354	-							EP01_RS08115	1923		old_locus_tag=EP01_08250
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1706432	1708354	-	WP_038449666.1	WP_038449666.1		response regulator			EP01_RS08115	1923	640	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1708455	1708925	-							EP01_RS08120	471		old_locus_tag=EP01_08255
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1708455	1708925	-	WP_038449668.1	WP_038449668.1		hypothetical protein			EP01_RS08120	471	156	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1708956	1710719	-							EP01_RS08125	1764		old_locus_tag=EP01_08260
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1708956	1710719	-	WP_226988174.1	WP_226988174.1		SpoIIE family protein phosphatase			EP01_RS08125	1764	587	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1710907	1713075	+							EP01_RS08130	2169		old_locus_tag=EP01_08265
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1710907	1713075	+	WP_011164824.1	WP_011164824.1		FecR domain-containing protein			EP01_RS08130	2169	722	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1713072	1715021	+							EP01_RS08135	1950		old_locus_tag=EP01_08270
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1713072	1715021	+	WP_038449671.1	WP_038449671.1		ATP-binding protein			EP01_RS08135	1950	649	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1715192	1715773	+							EP01_RS08140	582		old_locus_tag=EP01_08275
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1715192	1715773	+	WP_011164826.1	WP_011164826.1		superoxide dismutase			EP01_RS08140	582	193	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1715770	1716336	-							EP01_RS08145	567		old_locus_tag=EP01_08280
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1715770	1716336	-	WP_011164827.1	WP_011164827.1		XRE family transcriptional regulator			EP01_RS08145	567	188	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1716399	1716803	-							EP01_RS08150	405		old_locus_tag=EP01_08285
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1716399	1716803	-	WP_011164828.1	WP_011164828.1		response regulator			EP01_RS08150	405	134	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1716863	1717639	-							EP01_RS08155	777		old_locus_tag=EP01_08290
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1716863	1717639	-	WP_038451948.1	WP_038451948.1		ChaN family lipoprotein			EP01_RS08155	777	258	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1717879	1718058	+					rpmG		EP01_RS08160	180		old_locus_tag=EP01_08295
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1717879	1718058	+	WP_011164830.1	WP_011164830.1		50S ribosomal protein L33	rpmG		EP01_RS08160	180	59	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1718065	1718601	+					dcd		EP01_RS08165	537		old_locus_tag=EP01_08300
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1718065	1718601	+	WP_011164831.1	WP_011164831.1		dCTP deaminase	dcd		EP01_RS08165	537	178	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1718583	1719230	+							EP01_RS08170	648		old_locus_tag=EP01_08305
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1718583	1719230	+	WP_038449674.1	WP_038449674.1		hypothetical protein			EP01_RS08170	648	215	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1719307	1722366	-							EP01_RS08175	3060		old_locus_tag=EP01_08310
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1719307	1722366	-	WP_011164833.1	WP_011164833.1		hypothetical protein			EP01_RS08175	3060	1019	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1722356	1723789	-							EP01_RS08180	1434		old_locus_tag=EP01_08315
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1722356	1723789	-	WP_226988175.1	WP_226988175.1		transposase			EP01_RS08180	1434	477	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1723958	1724698	-							EP01_RS08185	741		old_locus_tag=EP01_08320
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1723958	1724698	-	WP_011164835.1	WP_011164835.1		alpha/beta hydrolase			EP01_RS08185	741	246	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1724685	1725701	-							EP01_RS08190	1017		old_locus_tag=EP01_08325
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1724685	1725701	-	WP_038449679.1	WP_038449679.1		DUF2817 domain-containing protein			EP01_RS08190	1017	338	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1725840	1726643	+							EP01_RS08195	804		old_locus_tag=EP01_08330
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1725840	1726643	+	WP_011164837.1	WP_011164837.1		DUF1338 domain-containing protein			EP01_RS08195	804	267	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1726678	1727325	-							EP01_RS08200	648		old_locus_tag=EP01_08335
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1726678	1727325	-	WP_011164838.1	WP_011164838.1		HD-GYP domain-containing protein			EP01_RS08200	648	215	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1727497	1728159	+							EP01_RS08205	663		old_locus_tag=EP01_08340
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1727497	1728159	+	WP_011164839.1	WP_011164839.1		hypothetical protein			EP01_RS08205	663	220	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1728161	1728790	-							EP01_RS08210	630		old_locus_tag=EP01_08345
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1728161	1728790	-	WP_048349751.1	WP_048349751.1		hypothetical protein			EP01_RS08210	630	209	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1729093	1729488	+							EP01_RS08215	396		old_locus_tag=EP01_08350
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1729093	1729488	+	WP_226988176.1	WP_226988176.1		hypothetical protein			EP01_RS08215	396	131	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1729603	1730325	+							EP01_RS08220	723		old_locus_tag=EP01_08355
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1729603	1730325	+	WP_038449683.1	WP_038449683.1		rhomboid family intramembrane serine protease			EP01_RS08220	723	240	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1730396	1731301	-							EP01_RS08225	906		old_locus_tag=EP01_08360
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1730396	1731301	-	WP_011164844.1	WP_011164844.1		hypothetical protein			EP01_RS08225	906	301	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1731357	1734458	-							EP01_RS08230	3102		old_locus_tag=EP01_08365
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1731357	1734458	-	WP_038449685.1	WP_038449685.1		S8 family serine peptidase			EP01_RS08230	3102	1033	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1734455	1737856	-							EP01_RS08235	3402		old_locus_tag=EP01_08370
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1734455	1737856	-	WP_011164846.1	WP_011164846.1		hypothetical protein			EP01_RS08235	3402	1133	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1738045	1739097	-							EP01_RS08240	1053		old_locus_tag=EP01_08375
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1738045	1739097	-	WP_038449687.1	WP_038449687.1		hypothetical protein			EP01_RS08240	1053	350	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1739246	1739947	-							EP01_RS08245	702		old_locus_tag=EP01_08380
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1739246	1739947	-	WP_011164848.1	WP_011164848.1		phosphatase PAP2 family protein			EP01_RS08245	702	233	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1739944	1740510	-							EP01_RS08250	567		old_locus_tag=EP01_08385
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1739944	1740510	-	WP_038449693.1	WP_038449693.1		phosphatase PAP2 family protein			EP01_RS08250	567	188	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1740522	1741181	-							EP01_RS08255	660		old_locus_tag=EP01_08390
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1740522	1741181	-	WP_038449695.1	WP_038449695.1		hypothetical protein			EP01_RS08255	660	219	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1741183	1741791	-							EP01_RS08260	609		old_locus_tag=EP01_08395
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1741183	1741791	-	WP_038449697.1	WP_038449697.1		DUF3943 domain-containing protein			EP01_RS08260	609	202	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1742057	1744105	-							EP01_RS08265	2049		old_locus_tag=EP01_08400
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	1742057	1744105	-	WP_226988177.1	WP_226988177.1		hypothetical protein			EP01_RS08265	2049	682	
