# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.3.2 (Nov 2020); http://hmmer.org/
# Copyright (C) 2020 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  IPR006665.hmm
# target sequence database:        /Users/nmat471/Downloads/z_genomes_wLitLinks_processing/genomes_wLitLinks+4+22.fasta
# MSA of all hits saved to file:   IPR006665_MotB_ExbD_TolR_hits_alned1.sto
# per-seq hits tabular output:     IPR006665_MotB_ExbD_TolR_seqHitsTable1.txt
# show alignments in output:       no
# domain inclusion threshold:      E-value <= 2
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       OmpA  [M=95]
Accession:   PF00691.23
Description: OmpA family
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence       Description

>> WP_064977618.1  MotB family protein [Plesiomonas shigelloides LS1]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.3   0.0   3.4e-19   1.7e-16       2      95 .]     187     285 ..     186     285 .. 0.96

>> BAL13577.1  flagellar motor protein [Bradyrhizobium japonicum USDA 6]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.9   0.0   4.2e-19   2.2e-16       1      95 []     227     333 ..     227     333 .. 0.94

>> AEP30367.1  sodium-type flagellar protein MotY [Glaciecola nitratireducens FR1064]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.9   0.1   2.1e-19     1e-16       2      95 .]     183     278 ..     182     278 .. 0.94

>> ABK44319.1  OmpA/MotB domain protein [Magnetococcus marinus MC-1]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.8   0.3   2.2e-19   1.1e-16       2      95 .]     220     314 ..     219     314 .. 0.96

>> BAC94308.1  outer membrane protein [Vibrio vulnificus YJ016]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.6   0.0   2.6e-19   1.3e-16       1      95 []     103     198 ..     103     198 .. 0.98

>> EAR29228.1  flagellar motor protein [Pseudoalteromonas tunicata D2]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.5   0.0   5.7e-19   2.9e-16       2      95 .]     171     269 ..     170     269 .. 0.96

>> EDL52049.1  putative outer membrane protein [Vibrio mediterranei AK1]|GCA_000181535.1_ASM18153v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.9   0.0   2.1e-19   1.1e-16       1      94 [.      87     181 ..      87     182 .. 0.93

>> CBW22480.1  putative outer membrane protein [Bacteroides fragilis 638R]|GCA_000210835.1_ASM21083v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.7   0.0   2.5e-19   1.3e-16       2      80 ..     284     363 ..     283     376 .. 0.92

>> AAZ26664.1  ompA family protein [Colwellia psychrerythraea 34H]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   66.2   0.1   1.7e-19   8.5e-17       2      89 ..     158     246 ..     157     252 .. 0.96

>> CBW24822.1  putative outer membrane protein [Bacteroides fragilis 638R]|GCA_000210835.1_ASM21083v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.3   0.0   3.3e-19   1.7e-16       2      89 ..     267     355 ..     266     359 .. 0.94

>> TCV96838.1  outer membrane protein OmpA-like peptidoglycan-associated protein [Biostraticola tofi]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   62.1   0.0   3.2e-18   1.6e-15       1      95 []     444     540 ..     444     540 .. 0.91

>> CAE11090.1  HYPOTHETICAL PROTEIN-PUTATIVE FLAGELLAR MOTOR PROTEIN [Wolinella succinogenes]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.3   0.0   3.2e-19   1.6e-16       2      95 .]     133     233 ..     132     233 .. 0.87

>> WP_010167665.1  flagellar motor protein MotB [Epulopiscium sp. 'N.t. morphotype B']|GCF_000171335.1_ASM17133v1_protei
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.1   0.0   3.7e-19   1.9e-16       1      95 []     137     239 ..     137     239 .. 0.93

>> BAL12670.1  hypothetical protein BJ6T_74230 [Bradyrhizobium japonicum USDA 6]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.2   0.0   3.5e-19   1.8e-16       2      89 ..     103     194 ..     102     199 .. 0.95

>> ABK39834.1  ompA family protein [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.1   0.1   3.8e-19     2e-16       1      95 []     151     249 ..     151     249 .. 0.97

>> WP_025813753.1  MULTISPECIES: OmpA family protein [Bacteroidales]|GCF_900624795.1_81H8_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.1   0.0   3.7e-19   1.9e-16       2      89 ..     298     386 ..     297     390 .. 0.94

>> BAH75057.1  chemotaxis protein MotB [Solidesulfovibrio magneticus RS-1]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.4   0.1     3e-19   1.5e-16       1      95 []     133     232 ..     133     232 .. 0.95

>> KGT89624.1  hypothetical protein NH00_13450 [Enterobacter cancerogenus]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.2   0.0   3.6e-19   1.8e-16       1      95 []     436     532 ..     436     532 .. 0.90

>> AAK87643.2  OmpA family protein [Agrobacterium fabrum str. C58]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.4   0.1   6.4e-19   3.3e-16       1      93 [.     631     729 ..     631     730 .. 0.92

>> AAU46288.1  ompA family protein [Burkholderia mallei ATCC 23344]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.4   0.0   3.1e-19   1.6e-16       1      95 []      92     196 ..      92     196 .. 0.94

>> CAH38731.1  OmpA family membrane protein [Burkholderia pseudomallei K96243]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.4   0.0   3.1e-19   1.6e-16       1      95 []      92     196 ..      92     196 .. 0.94

>> ABA58344.1  OmpA/MotB [Nitrosococcus oceani ATCC 19707]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.2   0.0   3.6e-19   1.9e-16       2      95 .]     344     439 ..     343     439 .. 0.95

>> ABC34021.1  OmpA domain protein [Burkholderia thailandensis E264]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.5   0.0   2.8e-19   1.4e-16       1      95 []     327     425 ..     327     425 .. 0.98

>> AAQ61233.1  outer membrane protein A precursor [Chromobacterium violaceum ATCC 12472]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.3   0.1   3.3e-19   1.7e-16       1      89 [.      91     184 ..      91     211 .. 0.91

>> CBG35638.1  outer membrane lipoprotein [Escherichia coli 042]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.4   0.1   2.9e-19   1.5e-16       1      95 []      55     151 ..      55     151 .. 0.96

>> GAC36507.1  OmpA-OmpF porin, OOP family [Paraglaciecola psychrophila 170]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.2   0.1   3.4e-19   1.7e-16       1      95 []     285     381 ..     285     381 .. 0.97

>> CAG18789.1  hypothetical protein PBPRA0350 [Photobacterium profundum SS9]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.3   0.1   3.3e-19   1.7e-16       2      95 .]     128     222 ..     127     222 .. 0.94

>> BAJ01810.1  OmpA family protein [Shewanella violacea DSS12]|GCA_000091325.1_ASM9132v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.9   0.1   4.5e-19   2.3e-16       2      87 ..     141     227 ..     140     235 .. 0.96

>> KGT95653.1  ompA family protein [Erwinia typographi]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.2   0.0   3.6e-19   1.8e-16       1      95 []     412     508 ..     412     508 .. 0.92

>> AVQ86534.1  flagellar motor protein MotB [Plesiomonas shigelloides]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.6   0.0   5.3e-19   2.7e-16       2      95 .]     187     285 ..     186     285 .. 0.96

>> GAA04641.1  ompA family protein [Photobacterium leiognathi subsp. mandapamensis svers.1.1.]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.2   0.1   3.6e-19   1.8e-16       2      95 .]     172     267 ..     171     267 .. 0.95

>> EHR39848.1  sodium-type flagellar protein MotY [Alishewanella jeotgali KCTC 22429]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.1   0.1   3.7e-19   1.9e-16       2      95 .]     189     284 ..     188     284 .. 0.94

>> AAP17985.1  putative outer membrane protein [Shigella flexneri 2a str. 2457T]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.4   0.1   3.1e-19   1.6e-16       1      95 []      55     151 ..      55     151 .. 0.96

>> GHD95181.1  membrane protein [Pseudocitrobacter faecalis]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.3   0.2   3.2e-19   1.6e-16       1      95 []      55     151 ..      55     151 .. 0.96

>> ABZ97977.1  Putative outer membrane protein, OmpA domain; putative membrane protein [Leptospira biflexa serovar Patoc
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.8   0.1   4.6e-19   2.3e-16       2      93 ..     168     261 ..     167     262 .. 0.95

>> AAC65689.1  flagellar motor rotation protein (motB) [Treponema pallidum subsp. pallidum str. Nichols]|GCA_000008605.1
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.7   0.0   5.2e-19   2.6e-16       1      95 []     124     226 ..     124     226 .. 0.92

>> GAC25271.1  sodium-type flagellar protein motY [Paraglaciecola mesophila KMM 241]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.8   0.1   4.6e-19   2.3e-16       2      95 .]     183     278 ..     182     278 .. 0.95

>> EHJ04495.1  flagellar motor protein MotD [Marinobacter manganoxydans MnI7-9]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.0   0.0   3.9e-19     2e-16      15      95 .]     159     243 ..     145     243 .. 0.92

>> AGI73665.1  OmpA-domain-containing protein [Octadecabacter arcticus 238]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.8   0.0   4.8e-19   2.4e-16       2      95 .]     539     635 ..     538     635 .. 0.94

>> GAK41227.1  flagellar motor protein MotB [Paenibacillus sp. TCA20]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.8   0.0   4.5e-19   2.3e-16       1      95 []     141     241 ..     141     241 .. 0.94

>> EEQ10492.1  OmpA family protein [Yersinia mollaretii ATCC 43969]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   65.0   0.1     4e-19     2e-16       1      95 []      64     159 ..      64     159 .. 0.96

>> QBZ82920.1  Peptidoglycan-associated lipoprotein [Hydrogenovibrio crunogenus]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.4   0.0     6e-19   3.1e-16       1      95 []     103     198 ..     103     198 .. 0.97

>> EGW21350.1  OmpA/MotB domain protein [Methylobacter tundripaludum SV96]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.8   0.0   4.8e-19   2.5e-16       1      95 []     148     246 ..     148     246 .. 0.95

>> KGA72675.1  ompA family protein [Yersinia enterocolitica]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.9   0.2   4.3e-19   2.2e-16       1      95 []      65     160 ..      65     160 .. 0.96

>> ADP98059.1  flagellar motor protein MotD [Marinobacter adhaerens HP15]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.8   0.0   4.7e-19   2.4e-16      15      95 .]     159     243 ..     145     243 .. 0.92

>> ATP10524.1  outer membrane protein OmpA [Aeromonas salmonicida subsp. pectinolytica 34mel]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.7   0.0   5.2e-19   2.6e-16       1      90 [.     213     305 ..     213     310 .. 0.91

>> ABM17427.1  OmpA/MotB domain protein [Marinobacter nauticus VT8]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   62.6   0.0   2.2e-18   1.1e-15       1      95 []     233     339 ..     233     339 .. 0.94

>> BAH73873.1  hypothetical protein DMR_03820 [Solidesulfovibrio magneticus RS-1]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   63.9   0.0   8.8e-19   4.5e-16       1      95 []     117     217 ..     117     217 .. 0.95

>> AGI70759.1  OmpA-like protein [Octadecabacter arcticus 238]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !    7.6   0.3      0.33   1.7e+02      17      58 ..     475     521 ..     457     529 .. 0.81
   2 !   65.3   0.0   3.2e-19   1.6e-16       1      95 []     570     678 ..     570     678 .. 0.93

>> KTR99493.1  membrane protein [Pantoea dispersa]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.1   0.0   7.6e-19   3.8e-16       1      95 []     438     534 ..     438     534 .. 0.92

>> POT57528.1  hypothetical protein C3432_06085 [Citrobacter amalonaticus]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.6   0.0   5.5e-19   2.8e-16       1      95 []     438     534 ..     438     534 .. 0.93

>> AVQ87683.1  hypothetical protein C7R88_10490 [Plesiomonas shigelloides]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   63.7   0.0     1e-18   5.2e-16       1      93 [.     181     278 ..     181     279 .. 0.95

>> ACN15952.1  MotB2 [Desulforapulum autotrophicum HRM2]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.5   0.0   5.7e-19   2.9e-16       1      95 []     132     231 ..     132     231 .. 0.98

>> AAC75654.1  lipoprotein YfiB [Escherichia coli str. K-12 substr. MG1655]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.7   0.1   4.9e-19   2.5e-16       1      95 []      55     151 ..      55     151 .. 0.96

>> AAM41179.1  MotB protein [Xanthomonas campestris pv. campestris str. ATCC 33913]|GCA_000007145.1_ASM714v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   63.1   0.0   1.6e-18     8e-16       1      95 []     167     265 ..     167     265 .. 0.96

>> AOU48118.1  protein LphA [Legionella pneumophila]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.4   0.0   6.2e-19   3.2e-16       1      92 [.      83     175 ..      83     178 .. 0.94

>> GAK43334.1  flagellar motor protein MotB [Paenibacillus sp. TCA20]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   61.3   0.0   5.9e-18     3e-15       2      95 .]     145     244 ..     144     244 .. 0.96

>> EEW08144.1  flagellar motor protein [Vibrio mimicus VM603]|GCA_000175975.1_ASM17597v1_protein
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   63.7   0.0     1e-18   5.1e-16       2      95 .]     195     293 ..     194     293 .. 0.95

>> CCG95893.1  Putative Component of sodium-driven polar flagellar motor [Marinobacter nauticus ATCC 49840]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.3   0.0   6.5e-19   3.3e-16       2      92 ..     192     284 ..     191     287 .. 0.93

>> WP_084977072.1  OmpA family protein [Plesiomonas shigelloides LS1]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   63.7   0.0     1e-18   5.3e-16       1      93 [.     181     278 ..     181     279 .. 0.95

>> KGT95510.1  membrane protein [Erwinia typographi]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.3   0.0   6.7e-19   3.4e-16       1      95 []     438     534 ..     438     534 .. 0.93

>> CAG21193.1  hypothetical protein PBPRA2821 [Photobacterium profundum SS9]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   63.9   0.5   8.9e-19   4.5e-16       3      89 ..     221     308 ..     220     313 .. 0.94

>> ADE13170.1  OmpA/MotB domain protein [Sideroxydans lithotrophicus ES-1]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.3   0.0   6.6e-19   3.4e-16       2      88 ..     103     190 ..     102     194 .. 0.93

>> ABV37102.1  OmpA/MotB domain protein [Shewanella sediminis HAW-EB3]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   63.2   0.0   1.4e-18   7.3e-16       2      87 ..     134     220 ..     133     228 .. 0.96

>> ADC48829.1  Flagellar motor rotation protein motS [Alkalihalophilus pseudofirmus OF4]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.2   0.0   7.1e-19   3.6e-16       1      95 []     136     235 ..     136     235 .. 0.93

>> ACT47809.1  OmpA/MotB domain protein [Methylotenera mobilis JLW8]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.0   0.0   8.3e-19   4.2e-16       1      86 [.     248     334 ..     248     341 .. 0.87

>> AAF94775.1  outer membrane protein, putative [Vibrio cholerae O1 biovar El Tor str. N16961]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.2   0.0   7.3e-19   3.7e-16       1      95 []      92     187 ..      92     187 .. 0.98

>> CAG22631.1  hypothetical OmpA family protein [Photobacterium profundum SS9]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   63.8   0.0   9.5e-19   4.8e-16       2      87 ..     140     226 ..     139     234 .. 0.95

>> AAW85210.1  flagellar motor protein MotB1 [Aliivibrio fischeri ES114]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   63.4   0.0   1.3e-18   6.6e-16       2      95 .]     189     287 ..     188     287 .. 0.96

>> AHK70179.1  hypothetical protein GLS_c02620 [Gluconobacter oxydans DSM 3504]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   61.8   0.0   4.1e-18   2.1e-15       1      95 []     219     324 ..     219     324 .. 0.94

>> EAP95014.1  putative outer membrane protein [Vibrio splendidus 12B01]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   64.2   0.1   7.4e-19   3.8e-16       1      87 [.      86     173 ..      86     179 .. 0.94

>> KGT95223.1  hypothetical protein NG99_04130 [Erwinia typographi]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   63.9   0.4   9.1e-19   4.6e-16       1      95 []     290     388 ..     290     388 .. 0.98

>> GAC24855.1  OmpA-OmpF porin, OOP family [Paraglaciecola mesophila KMM 241]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   63.9   0.1   8.8e-19   4.5e-16       1      95 []     256     352 ..     256     352 .. 0.97

