#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-3AEAAA4FF4D93608-2C25B46CC2CA0C9B
#datatype	hitsConcise Results(Superfamily only)
#status	0
#Start time	2023-08-16T00:44:06	Run time	0:00:01:00
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#426 - EHJ02504.1	superfamily	444982	1	249	5.41742e-84	251.111	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#427 - ADP99515.1	superfamily	444982	6	240	3.71263e-81	243.792	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#428 - ABM17156.1	superfamily	444982	1	250	1.25826e-85	255.348	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#429 - CCG93539.1	superfamily	444982	1	250	5.42607e-85	253.808	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#430 - QBZ83559.1	superfamily	444982	1	247	2.48502e-75	229.155	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#431 - ABA04498.1	superfamily	444982	1	249	3.34625e-70	216.058	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#432 - BAL11317.1	superfamily	444982	1	253	8.14053e-71	217.599	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#433 - AIQ92767.1	superfamily	444982	14	263	2.04518e-67	209.51	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#434 - ABK44453.1	superfamily	444982	1	250	3.51791e-97	284.624	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#435 - ACV75191.1	superfamily	444982	1	195	1.43384e-30	113.21	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#436 - BAK65983.1	superfamily	444982	96	185	3.52041e-27	103.965	cl00568	MotA_ExbB superfamily	N	 - 
Q#436 - BAK65983.1	superfamily	224210	5	210	5.94014e-21	87.649	cl42821	MotA superfamily	 - 	 - 
Q#437 - QNQ12173.1	superfamily	444982	2	207	6.72071e-37	129.388	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#438 - ADE39056.1	superfamily	444982	1	245	4.2732e-89	264.208	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#439 - AGI74729.1	superfamily	444982	1	245	3.99906e-78	236.088	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#440 - WP_015920816.1	superfamily	444982	1	235	6.43131e-77	233.007	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#441 - AEO47025.1	superfamily	444982	18	267	2.19211e-61	194.102	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#442 - AEP09097.1	superfamily	444982	37	287	8.88517e-65	203.732	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#443 - AAP17322.1	superfamily	444982	1	283	4.76064e-176	486.979	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#444 - CBG34882.1	superfamily	444982	1	283	7.63644e-178	491.601	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#445 - QKY95842.1	superfamily	444982	1	283	6.26545e-177	489.29	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#446 - AAC74960.1	superfamily	444982	1	283	6.99528e-178	491.601	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#447 - POT59380.1	superfamily	444982	1	283	2.3355e-173	480.43	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#448 - KOQ92299.1	superfamily	444982	1	283	9.63497e-172	476.193	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#449 - AAL20839.1	superfamily	444982	1	283	0	502.772	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#450 - KLP57512.1	superfamily	444982	1	283	0	503.542	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#451 - PAN74106.1	superfamily	444982	1	283	0	503.542	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#452 - KLR25637.1	superfamily	444982	1	283	0	503.542	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#453 - GHD90461.1	superfamily	444982	1	283	0	502.772	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#454 - CCJ73890.1	superfamily	444982	1	283	0	513.943	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#455 - RPH29934.1	superfamily	444982	1	283	0	501.231	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#456 - KIU35409.1	superfamily	444982	1	283	0	513.172	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#457 - ORN01923.1	superfamily	444982	1	283	0	521.262	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#458 - TCZ23880.1	superfamily	444982	1	283	0	522.032	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#459 - KGT93171.1	superfamily	444982	1	283	1.41163e-178	493.527	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#460 - KTS00802.1	superfamily	444982	1	283	0	521.647	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#461 - ARU98272.1	superfamily	444982	1	281	1.03233e-170	473.497	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#462 - KGT90535.1	superfamily	444982	1	283	0	520.876	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#463 - CBJ46707.1	superfamily	444982	1	283	0	513.943	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#464 - ACT13643.1	superfamily	444982	1	283	0	500.461	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#465 - AHF75711.1	superfamily	444982	1	283	4.48078e-166	461.941	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#466 - CNJ97189.1	superfamily	444982	1	283	0	505.854	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#467 - OWF82396.1	superfamily	444982	1	283	0	505.854	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#468 - KGA71382.1	superfamily	444982	1	283	0	507.78	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#469 - EEQ12177.1	superfamily	444982	1	283	0	509.32	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#470 - CFQ30487.1	superfamily	444982	1	283	0	507.009	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#471 - AJJ32465.1	superfamily	444982	1	283	0	508.935	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#472 - EDR32241.1	superfamily	444982	1	283	0	508.935	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#473 - AKS91147.1	superfamily	444982	1	283	0	508.935	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#474 - AJJ54987.1	superfamily	444982	1	283	0	508.935	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#475 - QXB11670.1	superfamily	444982	1	283	7.93625e-176	486.594	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#476 - KFD13175.1	superfamily	444982	1	283	0	511.632	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#477 - AOM39478.1	superfamily	444982	1	283	0	502.387	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#478 - AGG30804.1	superfamily	444982	1	283	2.10506e-162	452.696	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#479 - EHM44252.1	superfamily	444982	1	283	1.30855e-175	486.208	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#480 - AMO81194.1	superfamily	444982	1	283	1.74004e-175	485.823	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#481 - WP_015870803.1	superfamily	444982	1	283	1.73477e-179	496.224	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#482 - RYJ17830.1	superfamily	444982	1	283	0	511.246	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#483 - CNK31042.1	superfamily	444982	1	283	2.48172e-165	460.015	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#484 - CFQ36265.1	superfamily	444982	1	283	1.81719e-157	440.37	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#485 - EEQ10987.1	superfamily	444982	1	283	9.17237e-163	453.466	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#486 - AMO83554.1	superfamily	444982	1	283	1.63732e-158	443.066	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#487 - KOR05141.1	superfamily	444982	1	283	4.29814e-163	454.237	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#488 - RYJ18907.1	superfamily	444982	1	281	1.22636e-164	458.089	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#489 - RPH29221.1	superfamily	444982	1	281	4.34735e-168	466.948	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#490 - KGT93325.1	superfamily	444982	1	283	9.16417e-160	446.148	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#491 - ORN02638.1	superfamily	444982	1	283	2.33907e-165	460.015	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#492 - KTS01372.1	superfamily	444982	15	283	2.93362e-153	429.584	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#493 - POT54755.1	superfamily	444982	1	283	1.87722e-172	478.119	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#494 - KLP57591.1	superfamily	444982	1	283	6.13281e-161	449.229	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#495 - KLR25774.1	superfamily	444982	1	283	3.10339e-160	447.303	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#496 - TCZ24251.1	superfamily	444982	1	283	2.9344e-138	391.449	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#497 - KGT89687.1	superfamily	444982	1	283	5.92894e-146	411.095	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#498 - CBJ47214.1	superfamily	444982	1	283	1.23687e-167	465.793	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#499 - AFA40896.1	superfamily	444982	1	283	2.91348e-164	457.318	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#500 - AHF75241.1	superfamily	444982	1	283	5.09999e-162	451.926	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#501 - TCV95526.1	superfamily	444982	1	283	9.36128e-154	430.74	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#502 - CAJ49280.1	superfamily	444982	1	283	3.08537e-164	456.933	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#503 - CAP63447.1	superfamily	444982	18	283	3.4579e-147	413.791	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#504 - AAU48340.1	superfamily	444982	1	283	4.28553e-179	494.298	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#505 - CAH37322.1	superfamily	444982	1	283	4.28553e-179	494.298	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#506 - ABC37631.1	superfamily	444982	1	283	1.54555e-178	493.142	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#507 - QKS29226.1	superfamily	444982	1	282	6.80475e-140	395.301	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#508 - AAQ59698.1	superfamily	444982	1	282	8.96876e-171	473.497	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#509 - ACT48168.1	superfamily	444982	1	283	2.53047e-177	490.06	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#510 - ABE50207.1	superfamily	444982	1	283	0	503.542	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#511 - AAZ97196.1	superfamily	444982	1	283	0	498.535	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#512 - ABI58474.1	superfamily	444982	1	283	1.20108e-178	493.142	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#513 - ADE10782.1	superfamily	444982	1	282	7.70315e-173	478.504	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#514 - AOU49824.1	superfamily	444982	1	283	4.48147e-159	444.607	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#515 - EGW19847.1	superfamily	444982	1	279	2.6912e-119	342.954	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#516 - EED69694.1	superfamily	444982	1	284	2.54492e-154	431.895	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#517 - EGI75401.1	superfamily	444982	1	283	7.87071e-147	412.675	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#518 - ATU66302.1	superfamily	444982	1	284	9.55054e-158	440.37	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#519 - APW43194.1	superfamily	444982	1	283	6.03298e-151	423.036	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#520 - APW42908.1	superfamily	444982	1	284	2.06817e-144	406.472	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#521 - UBQ05764.1	superfamily	444982	1	283	5.19924e-153	428.429	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#522 - QNQ09341.1	superfamily	444982	1	287	1.59222e-144	406.857	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#523 - ACV75203.1	superfamily	444982	1	287	3.41562e-143	403.776	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#524 - BAK65995.1	superfamily	444982	17	287	4.75047e-147	413.406	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#525 - ABI78158.1	superfamily	444982	1	271	7.83988e-120	344.495	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#526 - ADL02462.1	superfamily	444982	1	285	8.3944e-155	433.051	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#527 - ACL94252.1	superfamily	444982	1	284	3.49873e-149	418.799	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#528 - ADE87210.1	superfamily	444982	11	284	1.38501e-165	460.4	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#529 - WP_002721884.1	superfamily	444982	1	283	4.49871e-170	471.571	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#530 - ABI75725.1	superfamily	444982	1	283	6.3692e-152	425.732	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#531 - AEI88772.1	superfamily	444982	2	250	1.95955e-117	337.136	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#532 - AHK70059.1	superfamily	444982	1	275	1.89379e-145	409.554	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#533 - AIQ89863.1	superfamily	444982	2	180	3.07261e-91	268.185	cl00568	MotA_ExbB superfamily	N	 - 
Q#534 - BAL07794.1	superfamily	444982	1	280	2.58669e-142	401.85	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#535 - ABQ62189.1	superfamily	444982	52	332	1.6919e-161	452.311	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#536 - CAC45226.1	superfamily	444982	1	283	5.4007e-155	433.821	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#537 - AAK86372.1	superfamily	444982	1	283	3.79713e-169	469.645	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#538 - AIQ92722.1	superfamily	444982	1	279	4.40561e-143	403.43	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#539 - ABS64494.1	superfamily	444982	26	303	2.58614e-150	422.651	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#540 - AIK95837.1	superfamily	444982	1	282	6.12027e-145	408.053	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#541 - CDK98316.1	superfamily	444982	1	282	1.42217e-144	406.897	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#542 - AEO48360.1	superfamily	444982	29	298	2.07398e-142	402.275	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#543 - AEI89251.1	superfamily	444982	6	280	3.02009e-93	276.66	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#544 - AEP09307.1	superfamily	444982	2	283	3.36184e-143	403.776	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#545 - AJJ32757.1	superfamily	444982	1	287	5.39744e-165	459.214	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#546 - AKS88796.1	superfamily	444982	1	287	5.39744e-165	459.214	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#547 - EDR31630.1	superfamily	444982	1	287	7.7377e-164	456.133	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#548 - AJJ56783.1	superfamily	444982	1	287	5.51704e-165	459.214	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#549 - CFQ41296.1	superfamily	444982	1	287	3.71616e-158	441.88	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#550 - CNK28457.1	superfamily	444982	1	287	4.0389e-170	471.926	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#551 - KLP54162.1	superfamily	444982	1	287	9.08573e-180	496.579	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#552 - RPH29430.1	superfamily	444982	1	287	4.41288e-167	464.222	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#553 - EHM37796.1	superfamily	444982	1	286	7.53145e-177	488.875	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#554 - AMO80266.1	superfamily	444982	1	285	1.31573e-174	483.482	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#555 - GHD92256.1	superfamily	444982	1	287	0	509.29	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#556 - CBG33120.1	superfamily	444982	1	287	0	511.601	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#557 - POT58639.1	superfamily	444982	1	287	0	506.209	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#558 - ATU65955.1	superfamily	444982	1	284	1.85743e-141	400.279	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#559 - AAQ60658.1	superfamily	444982	1	288	5.82659e-176	486.949	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#560 - ABC35881.1	superfamily	444982	1	283	2.38099e-169	470	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#561 - GAA06067.1	superfamily	444982	1	282	3.30306e-150	421.149	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#562 - EDL53290.1	superfamily	444982	1	280	1.33509e-147	414.601	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#563 - EEW07885.1	superfamily	444982	1	280	2.22469e-142	401.504	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#564 - BAC62899.1	superfamily	444982	1	280	4.54768e-156	436.172	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#565 - EAS78267.1	superfamily	444982	1	280	1.49496e-153	429.624	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#566 - AVQ87684.1	superfamily	444982	1	281	4.77117e-134	380.318	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#567 - WP_010862954.1	superfamily	444982	1	281	4.77117e-134	380.318	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#568 - CAG18503.1	superfamily	444982	13	281	1.19049e-132	376.852	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#569 - QCG49373.1	superfamily	444982	1	282	9.68604e-151	422.69	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#570 - ABV34663.1	superfamily	444982	13	280	1.95605e-134	381.474	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#571 - EDL51997.1	superfamily	444982	1	280	1.44359e-107	313.294	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#572 - QBZ82350.1	superfamily	444982	8	272	3.13474e-78	238.565	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#573 - ADZ91789.1	superfamily	444982	1	282	2.01014e-143	404.201	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#574 - ABM19854.1	superfamily	444982	1	282	2.75547e-168	466.988	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#575 - CCG96131.1	superfamily	444982	1	282	2.75547e-168	466.988	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#576 - ADP98274.1	superfamily	444982	1	282	1.04076e-160	447.728	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#577 - EHJ04192.1	superfamily	444982	1	282	1.04076e-160	447.728	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#578 - AAG08339.1	superfamily	444982	1	283	1.14778e-161	450.385	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#579 - AOP60447.1	superfamily	444982	1	283	1.14778e-161	450.385	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#580 - AAY35631.1	superfamily	444982	1	283	9.39542e-160	445.377	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#581 - ABZ00843.1	superfamily	444982	1	283	1.68187e-160	447.303	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#582 - QEI18926.1	superfamily	444982	1	282	1.86114e-153	429.624	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#583 - ACL72407.1	superfamily	444982	1	282	1.70855e-154	432.32	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#584 - QBZ83464.1	superfamily	444982	1	277	4.4105e-130	370.303	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#585 - AGH79162.1	superfamily	444982	15	283	1.84233e-144	406.857	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#586 - AAM42923.1	superfamily	444982	15	283	8.46676e-145	407.628	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#587 - AAS97080.1	superfamily	444982	1	281	1.32745e-147	414.561	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#588 - AGC49895.1	superfamily	444982	1	280	6.25749e-147	413.021	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#589 - BAH75058.1	superfamily	444982	1	281	5.54552e-133	377.582	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#590 - BAH74235.1	superfamily	444982	1	282	2.50146e-134	381.089	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#591 - BAH77464.1	superfamily	444982	1	284	1.62414e-119	343.724	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#592 - ABC77078.1	superfamily	444982	19	300	1.36865e-156	438.098	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#593 - BCB96094.1	superfamily	444982	1	282	8.58657e-151	422.69	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#594 - ACI21445.1	superfamily	444982	1	283	1.53344e-156	437.328	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#595 - QOY88835.1	superfamily	444982	1	281	2.25214e-146	411.519	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#596 - QOY86330.1	superfamily	444982	1	282	2.72917e-139	393.8	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#597 - ACO33337.1	superfamily	444982	1	281	7.31838e-153	428.468	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#598 - QOY85080.1	superfamily	444982	1	280	1.01659e-133	379.933	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#599 - BAH37338.1	superfamily	444982	1	281	3.58986e-138	390.719	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#600 - AMW06484.1	superfamily	444982	1	262	1.00826e-128	366.066	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#601 - QJR36484.1	superfamily	444982	1	281	4.82433e-138	390.333	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#602 - CCW34551.1	superfamily	444982	1	282	4.38489e-132	375.696	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#603 - AHZ83632.1	superfamily	444982	2	284	3.84252e-135	383.36	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#604 - ARU42506.1	superfamily	444982	1	281	1.0412e-121	349.117	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#605 - QQS05761.1	superfamily	444982	18	279	8.96961e-106	308.671	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#606 - ATC63650.1	superfamily	444982	1	282	1.15275e-103	303.664	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#607 - ACB73691.1	superfamily	444982	1	282	4.49378e-101	296.73	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#610 - QDU25289.1	superfamily	444982	13	282	9.85411e-111	321.383	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#613 - QVL33094.1	superfamily	444982	77	143	0.00221233	36.3165	cl00568	MotA_ExbB superfamily	N	 - 
Q#614 - EEW05168.1	superfamily	223910	182	533	5.08133e-63	211.773	cl43297	Tar superfamily	 - 	 - 
Q#615 - ABL66229.1	superfamily	411475	31	197	5.02347e-14	71.1742	cl41521	antiphage_ZorA_1 superfamily	C	 - 
Q#616 - BAH37227.1	superfamily	411477	146	569	2.40152e-22	101.06	cl41522	antiphage_ZorA_3 superfamily	 - 	 - 
Q#618 - ACX76639.1	superfamily	411476	87	456	2.1703e-18	87.1257	cl44459	antiphage_ZorA_2 superfamily	N	 - 
Q#618 - ACX76639.1	superfamily	130057	419	560	0.00025128	43.7103	cl27183	3a0801s03tim44 superfamily	C	 - 
Q#619 - BAM05883.1	superfamily	226165	13	93	0.000150653	43.0496	cl34652	PhnE superfamily	C	 - 
Q#619 - BAM05883.1	superfamily	411476	30	266	0.0006155	41.287	cl44459	antiphage_ZorA_2 superfamily	N	 - 
Q#620 - QIZ70514.1	superfamily	411476	113	421	3.93997e-12	68.2509	cl44459	antiphage_ZorA_2 superfamily	N	 - 
Q#620 - QIZ70514.1	superfamily	274009	289	605	2.33203e-06	50.8367	cl37070	SMC_prok_A superfamily	C	 - 
Q#622 - ALF47932.1	superfamily	444982	128	194	0.00177742	38.2425	cl00568	MotA_ExbB superfamily	N	 - 
Q#622 - ALF47932.1	superfamily	235175	252	434	0.00597996	38.8916	cl35229	PRK03918 superfamily	NC	 - 
Q#623 - CAL34744.1	superfamily	224117	277	480	1.2632e-06	51.2536	cl34174	Smc superfamily	NC	 - 
Q#623 - CAL34744.1	superfamily	444982	129	207	3.05902e-06	45.9464	cl00568	MotA_ExbB superfamily	N	 - 
Q#625 - AKF24681.1	superfamily	444982	120	186	0.000200727	40.5536	cl00568	MotA_ExbB superfamily	N	 - 
Q#626 - WP_029487897.1	superfamily	411477	47	481	7.40681e-10	61.384	cl41522	antiphage_ZorA_3 superfamily	 - 	 - 
Q#627 - AHZ86390.1	superfamily	411476	161	284	9.88981e-07	49.3762	cl44459	antiphage_ZorA_2 superfamily	NC	 - 
Q#631 - ACL73342.1	superfamily	273384	226	378	0.000282787	42.2735	cl36794	Mtu_fam_mce superfamily	N	 - 
Q#638 - AOO66357.1	superfamily	444982	110	199	0.000447884	40.5536	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#638 - AOO66357.1	superfamily	223496	292	680	0.000641238	43.2103	cl33865	SbcC superfamily	NC	 - 
Q#639 - ACX76601.1	superfamily	173534	287	599	2.984e-05	47.4736	cl31759	PTZ00341 superfamily	N	 - 
Q#640 - AAV83016.1	superfamily	444982	146	239	8.05416e-12	60.584	cl00568	MotA_ExbB superfamily	N	 - 
Q#641 - CCQ11600.1	superfamily	444982	147	240	2.43447e-10	56.732	cl00568	MotA_ExbB superfamily	N	 - 
Q#642 - AFS38914.1	superfamily	444982	146	220	2.54646e-05	42.4796	cl00568	MotA_ExbB superfamily	N	 - 
Q#643 - QTD52802.1	superfamily	444982	177	247	1.37078e-07	49.028	cl00568	MotA_ExbB superfamily	N	 - 
Q#644 - QVL33268.1	superfamily	444982	124	235	7.54604e-06	44.0204	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#646 - QTD50492.1	superfamily	444982	378	476	0.000118014	41.7092	cl00568	MotA_ExbB superfamily	N	 - 
Q#647 - QDU28596.1	superfamily	444982	243	353	0.000162193	41.324	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#647 - QDU28596.1	superfamily	448344	23	57	0.000390332	38.1171	cl11777	zinc_ribbon_4 superfamily	 - 	 - 
Q#648 - ADB15801.1	superfamily	444982	159	259	0.00136101	37.8573	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#649 - ADV63425.1	superfamily	432349	286	460	0.00547128	39.4364	cl37832	DUF3584 superfamily	NC	 - 
Q#650 - QIZ73618.1	superfamily	411476	143	426	2.33397e-06	49.3762	cl44459	antiphage_ZorA_2 superfamily	N	 - 
Q#650 - QIZ73618.1	superfamily	223881	51	233	0.000913684	40.3735	cl42820	TolQ superfamily	 - 	 - 
Q#651 - QDU27457.1	superfamily	444982	145	239	7.45646e-06	44.7908	cl00568	MotA_ExbB superfamily	N	 - 
