feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	869190	869792	+					rimN		NCTC11427_00861	603		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	869190	869792	+	VEF78916.1			Sua5/YciO/YrdC family protein	rimN		NCTC11427_00861	603	200	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	869794	870225	+							NCTC11427_00862	432		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	869794	870225	+	VEF78917.1			acetyltransferase			NCTC11427_00862	432	143	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	870275	871531	+					glyA		NCTC11427_00863	1257		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	870275	871531	+	VEF78918.1			serine hydroxymethyltransferase	glyA		NCTC11427_00863	1257	418	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	871539	872513	+							NCTC11427_00864	975		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	871539	872513	+	VEF78919.1			Pseudouridylate synthase, 23S RNA-specific			NCTC11427_00864	975	324	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	872513	873115	+							NCTC11427_00865	603		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	872513	873115	+	VEF78920.1			lytic murein transglycosylase			NCTC11427_00865	603	200	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	873202	874176	+							NCTC11427_00866	975		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	873202	874176	+	VEF78921.1			extracellular protein			NCTC11427_00866	975	324	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	874249	875604	+					rlmCD_1		NCTC11427_00867	1356		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	874249	875604	+	VEF78922.1			23S rRNA (uracil-5-)-methyltransferase RumA	rlmCD_1		NCTC11427_00867	1356	451	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	875752	876501	+							NCTC11427_00868	750		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	875752	876501	+	VEF78923.1			CAAX amino terminal protease			NCTC11427_00868	750	249	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	876518	876928	+							NCTC11427_00869	411		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	876518	876928	+	VEF78924.1			Uncharacterised protein			NCTC11427_00869	411	136	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	877041	877202	+							NCTC11427_00870	162		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	877041	877202	+	VEF78925.1			Uncharacterised protein			NCTC11427_00870	162	53	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	877223	877714	+							NCTC11427_00871	492		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	877223	877714	+	VEF78926.1			N-(5'-phosphoribosyl)anthranilate isomerase (prai)			NCTC11427_00871	492	163	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	878544	878837	+					esxA		NCTC11427_00872	294		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	878544	878837	+	VEF78927.1			ESAT-6/WXG100 secretion system protein	esxA		NCTC11427_00872	294	97	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	878903	882361	+							NCTC11427_00873	3459		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	878903	882361	+	VEF78928.1			cell wall bound protein			NCTC11427_00873	3459	1152	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	882460	882945	+					essA		NCTC11427_00874	486		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	882460	882945	+	VEF78929.1			ESAT-6/WXG100 secretion system protein	essA		NCTC11427_00874	486	161	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	882945	883193	+							NCTC11427_00875	249		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	882945	883193	+	VEF78930.1			Uncharacterized small protein			NCTC11427_00875	249	82	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	883190	884380	+					essB		NCTC11427_00876	1191		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	883190	884380	+	VEF78931.1			ESAT-6/WXG100 secretion system protein	essB		NCTC11427_00876	1191	396	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	884370	888818	+					essC		NCTC11427_00877	4449		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	884370	888818	+	VEF78932.1			DNA segregation ATPase FtsK/SpoIIIE	essC		NCTC11427_00877	4449	1482	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	888925	889326	+					esaC		NCTC11427_00878	402		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	888925	889326	+	VEF78933.1			ESAT-6/WXG100 secretion system protein	esaC		NCTC11427_00878	402	133	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	889328	889621	+							NCTC11427_00879	294		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	889328	889621	+	VEF78934.1			Uncharacterised protein			NCTC11427_00879	294	97	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	889618	890274	+							NCTC11427_00880	657		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	889618	890274	+	VEF78935.1			Uncharacterized protein conserved in bacteria			NCTC11427_00880	657	218	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	890258	891817	+							NCTC11427_00881	1560		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	890258	891817	+	VEF78936.1			transposase, Gram-positive bacteria			NCTC11427_00881	1560	519	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	891827	892483	+							NCTC11427_00882	657		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	891827	892483	+	VEF78937.1			tandem five-TM protein			NCTC11427_00882	657	218	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	892578	893234	+							NCTC11427_00883	657		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	892578	893234	+	VEF78938.1			tandem five-TM protein			NCTC11427_00883	657	218	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	893286	893933	+							NCTC11427_00884	648		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	893286	893933	+	VEF78939.1			tandem five-TM protein			NCTC11427_00884	648	215	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	894189	894488	+							NCTC11427_00885	300		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	894189	894488	+	VEF78940.1			Putative EsaC protein analog (Listeria type 3)			NCTC11427_00885	300	99	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	894711	895007	+							NCTC11427_00886	297		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	894711	895007	+	VEF78941.1			Uncharacterised protein			NCTC11427_00886	297	98	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	895009	895758	+							NCTC11427_00887	750		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	895009	895758	+	VEF78942.1			Bacillus transposase protein			NCTC11427_00887	750	249	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	895811	896158	+							NCTC11427_00888	348		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	895811	896158	+	VEF78943.1			Uncharacterised protein			NCTC11427_00888	348	115	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	896158	896838	+							NCTC11427_00889	681		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	896158	896838	+	VEF78944.1			Uncharacterised protein			NCTC11427_00889	681	226	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	896840	897133	+							NCTC11427_00890	294		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	896840	897133	+	VEF78945.1			Putative EsaC protein analog (Listeria type 3)			NCTC11427_00890	294	97	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	897359	897787	+							NCTC11427_00891	429		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	897359	897787	+	VEF78946.1			Uncharacterised protein			NCTC11427_00891	429	142	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	897800	898093	+							NCTC11427_00892	294		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	897800	898093	+	VEF78947.1			Uncharacterised protein			NCTC11427_00892	294	97	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	898093	898797	+							NCTC11427_00893	705		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	898093	898797	+	VEF78948.1			Uncharacterized protein conserved in bacteria			NCTC11427_00893	705	234	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	898797	900911	+							NCTC11427_00894	2115		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	898797	900911	+	VEF78949.1			membrane protein			NCTC11427_00894	2115	704	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	900944	901210	+							NCTC11427_00895	267		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	900944	901210	+	VEF78950.1			Uncharacterised protein			NCTC11427_00895	267	88	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	901194	901850	+							NCTC11427_00896	657		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	901194	901850	+	VEF78951.1			Uncharacterised protein			NCTC11427_00896	657	218	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	901883	902128	+							NCTC11427_00897	246		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	901883	902128	+	VEF78952.1			Uncharacterized protein conserved in bacteria			NCTC11427_00897	246	81	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	902128	904086	+							NCTC11427_00898	1959		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	902128	904086	+	VEF78953.1			putative transposase			NCTC11427_00898	1959	652	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	904107	904670	+							NCTC11427_00899	564		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	904107	904670	+	VEF78954.1			Suppressor of fused protein (SUFU)			NCTC11427_00899	564	187	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	904687	905895	+							NCTC11427_00900	1209		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	904687	905895	+	VEF78955.1			Uncharacterised protein			NCTC11427_00900	1209	402	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	905918	906295	+							NCTC11427_00901	378		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	905918	906295	+	VEF78956.1			Uncharacterised protein			NCTC11427_00901	378	125	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	906477	907550	+							NCTC11427_00902	1074		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	906477	907550	+	VEF78957.1			Uncharacterised protein			NCTC11427_00902	1074	357	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	907564	908106	+							NCTC11427_00903	543		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	907564	908106	+	VEF78958.1			ankyrin repeat-containing protein			NCTC11427_00903	543	180	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	908093	908428	+							NCTC11427_00904	336		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	908093	908428	+	VEF78959.1			Protein of uncharacterised function (DUF2185)			NCTC11427_00904	336	111	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	908732	909991	+							NCTC11427_00905	1260		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	908732	909991	+	VEF78960.1			Uncharacterised protein			NCTC11427_00905	1260	419	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	910101	910595	+							NCTC11427_00906	495		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	910101	910595	+	VEF78961.1			SMI1 / KNR4 family protein			NCTC11427_00906	495	164	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	910670	910846	+							NCTC11427_00907	177		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	910670	910846	+	VEF78962.1			Uncharacterised protein			NCTC11427_00907	177	58	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	910850	911386	+							NCTC11427_00908	537		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	910850	911386	+	VEF78963.1			Uncharacterised protein			NCTC11427_00908	537	178	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	911434	911631	+							NCTC11427_00909	198		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	911434	911631	+	VEF78964.1			Uncharacterised protein			NCTC11427_00909	198	65	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	911603	912067	+							NCTC11427_00910	465		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	911603	912067	+	VEF78965.1			Uncharacterised protein			NCTC11427_00910	465	154	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	912064	912453	+							NCTC11427_00911	390		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	912064	912453	+	VEF78966.1			Uncharacterised protein			NCTC11427_00911	390	129	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	912570	912839	+							NCTC11427_00912	270		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	912570	912839	+	VEF78967.1			Uncharacterised protein			NCTC11427_00912	270	89	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	912836	913234	+							NCTC11427_00913	399		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	912836	913234	+	VEF78968.1			Uncharacterised protein			NCTC11427_00913	399	132	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	913329	913706	+							NCTC11427_00914	378		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	913329	913706	+	VEF78969.1			Uncharacterised protein			NCTC11427_00914	378	125	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	913884	914807	+							NCTC11427_00915	924		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	913884	914807	+	VEF78970.1			Uncharacterised protein			NCTC11427_00915	924	307	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	914832	915332	+							NCTC11427_00916	501		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	914832	915332	+	VEF78971.1			SMI1 / KNR4 family protein			NCTC11427_00916	501	166	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	915407	915640	+							NCTC11427_00917	234		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	915407	915640	+	VEF78972.1			Uncharacterised protein			NCTC11427_00917	234	77	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	916108	916725	+							NCTC11427_00918	618		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	916108	916725	+	VEF78973.1			cytoplasmic protein			NCTC11427_00918	618	205	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	916766	917620	+							NCTC11427_00919	855		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	916766	917620	+	VEF78974.1			ADP-ribosylhydrolase			NCTC11427_00919	855	284	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	917650	918039	+							NCTC11427_00920	390		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	917650	918039	+	VEF78975.1			Uncharacterised protein			NCTC11427_00920	390	129	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	918274	918945	+							NCTC11427_00921	672		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	918274	918945	+	VEF78976.1			putative lipoprotein			NCTC11427_00921	672	223	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	919005	919667	+							NCTC11427_00922	663		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	919005	919667	+	VEF78977.1			tandem five-TM protein			NCTC11427_00922	663	220	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	919830	920288	+							NCTC11427_00923	459		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	919830	920288	+	VEF78978.1			Uncharacterised protein			NCTC11427_00923	459	152	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	920298	920591	+							NCTC11427_00924	294		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	920298	920591	+	VEF78979.1			Uncharacterised protein			NCTC11427_00924	294	97	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	920630	920992	+							NCTC11427_00925	363		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	920630	920992	+	VEF78980.1			insulin activator factor			NCTC11427_00925	363	120	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	921173	922054	+							NCTC11427_00926	882		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	921173	922054	+	VEF78981.1			sphingosine kinase			NCTC11427_00926	882	293	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	922118	922609	+							NCTC11427_00927	492		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	922118	922609	+	VEF78982.1			N-(5'-phosphoribosyl)anthranilate isomerase			NCTC11427_00927	492	163	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	922786	924528	+					bbmA		NCTC11427_00928	1743		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	922786	924528	+	VEF78983.1			alpha-amylase	bbmA		NCTC11427_00928	1743	580	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	924648	924959	+							NCTC11427_00929	312		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	924648	924959	+	VEF78984.1			Uncharacterised protein			NCTC11427_00929	312	103	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	924963	925676	+							NCTC11427_00930	714		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	924963	925676	+	VEF78985.1			alpha/beta hydrolase related protein			NCTC11427_00930	714	237	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	925867	926421	+							NCTC11427_00931	555		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	925867	926421	+	VEF78986.1			Uncharacterised protein			NCTC11427_00931	555	184	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	927044	928504	+					speA		NCTC11427_00932	1461		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	927044	928504	+	VEF78987.1			ornithine decarboxylase family protein	speA		NCTC11427_00932	1461	486	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	928505	929365	+					speE		NCTC11427_00933	861		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	928505	929365	+	VEF78988.1			spermidine synthase	speE		NCTC11427_00933	861	286	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	929362	930621	+							NCTC11427_00934	1260		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	929362	930621	+	VEF78989.1			dehydrogenase family protein, saccharopine dehydrogenase			NCTC11427_00934	1260	419	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	930621	931748	+					lysA_2		NCTC11427_00935	1128		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	930621	931748	+	VEF78990.1			LysA-like decarboxylase, diaminopimelate decarboxylase putative	lysA_2		NCTC11427_00935	1128	375	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	931745	932830	+					aguA		NCTC11427_00936	1086		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	931745	932830	+	VEF78991.1			amino acid deiminase superfamily protein	aguA		NCTC11427_00936	1086	361	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	932840	933715	+							NCTC11427_00937	876		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	932840	933715	+	VEF78992.1			carbon-nitrogen hydrolase family protein			NCTC11427_00937	876	291	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	933860	934597	+							NCTC11427_00938	738		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	933860	934597	+	VEF78993.1			TraX family protein			NCTC11427_00938	738	245	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	934704	935402	+					regX3_2		NCTC11427_00939	699		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	934704	935402	+	VEF78994.1			response regulator	regX3_2		NCTC11427_00939	699	232	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	935402	936280	+					srrB		NCTC11427_00940	879		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	935402	936280	+	VEF78995.1			histidine kinase	srrB		NCTC11427_00940	879	292	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	936319	937071	-							NCTC11427_00941	753		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	936319	937071	-	VEF78996.1			Uncharacterized protein conserved in bacteria			NCTC11427_00941	753	250	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	937082	937990	-					drrA		NCTC11427_00942	909		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	937082	937990	-	VEF78997.1			ABC transporter ATP-binding protein	drrA		NCTC11427_00942	909	302	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	938133	938942	-					yidA_2		NCTC11427_00943	810		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	938133	938942	-	VEF78998.1			Cof family protein	yidA_2		NCTC11427_00943	810	269	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	939089	939550	+							NCTC11427_00944	462		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	939089	939550	+	VEF78999.1			transcriptional regulator, MarR family			NCTC11427_00944	462	153	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	939543	939962	+							NCTC11427_00945	420		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	939543	939962	+	VEF79000.1			EVE domain			NCTC11427_00945	420	139	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	940069	943344	+					rexB		NCTC11427_00946	3276		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	940069	943344	+	VEF79001.1			exonuclease RexB	rexB		NCTC11427_00946	3276	1091	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	943341	946994	+					rexA		NCTC11427_00947	3654		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	943341	946994	+	VEF79002.1			ATP-dependent exoDNAse subunit beta	rexA		NCTC11427_00947	3654	1217	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	947012	948190	+							NCTC11427_00948	1179		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	947012	948190	+	VEF79003.1			Uncharacterised protein			NCTC11427_00948	1179	392	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	948564	948779	-							NCTC11427_00949	216		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	948564	948779	-	VEF79004.1			AbrB superfamily transcriptional regulator			NCTC11427_00949	216	71	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	948996	949847	+					rbgA		NCTC11427_00950	852		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	948996	949847	+	VEF79005.1			GTP-binding protein	rbgA		NCTC11427_00950	852	283	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	949834	950613	+					rnhB		NCTC11427_00951	780		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	949834	950613	+	VEF79006.1			ribonuclease HII	rnhB		NCTC11427_00951	780	259	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	950626	952176	+					clcA		NCTC11427_00952	1551		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	950626	952176	+	VEF79007.1			voltage-gated chloride channel family protein	clcA		NCTC11427_00952	1551	516	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	952228	952974	+							NCTC11427_00953	747		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	952228	952974	+	VEF79008.1			CAAX amino protease			NCTC11427_00953	747	248	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	953125	953547	+							NCTC11427_00954	423		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	953125	953547	+	VEF79009.1			Uncharacterised protein			NCTC11427_00954	423	140	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	953547	953645	+							NCTC11427_00955	99		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	953547	953645	+	VEF79010.1			Uncharacterised protein			NCTC11427_00955	99	32	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	953648	954085	+							NCTC11427_00956	438		
